#received from email w mirko
Depth	Sulphate
m	ug/l
115.5003794	82.42282265
115.5093443	78.77550028
115.5183091	78.24955035
115.527274	83.8995382
115.5362389	97.34509439
115.5452037	97.97812525
115.5541686	112.4936563
115.5631335	108.0850685
115.5720984	105.4919712
115.5810632	90.62189095
115.5900281	85.94298793
115.598993	87.0281131
115.6079578	88.81949283
115.6169227	81.18042615
115.6258876	82.09090173
115.6348525	91.60949526
115.6438173	120.142437
115.6527822	157.216722
115.6617471	239.6322531
115.6807119	211.6386616
115.6896768	182.1794458
115.6986417	126.9459613
115.7076066	105.5306165
115.7165714	81.6953739
115.7255363	68.30781009
115.7345012	76.49679981
115.743466	87.30158794
115.7524309	88.98371547
115.7613958	102.5033946
115.7703607	98.09867941
115.7793255	85.31564449
115.7882904	69.27537876
115.7972553	53.33444057
115.8062201	57.35283156
115.815185	53.38510897
115.8241499	51.89467714
115.8331148	47.31649518
115.8420796	54.92862351
115.8510445	56.15211861
115.8600094	58.19330795
115.8689742	57.67904075
115.8779391	59.95349591
115.886904	57.58028032
115.8958689	61.92222312
115.9048337	56.79792595
115.9137986	60.62853439
115.9227635	53.78058009
115.9317283	49.95268573
115.9406932	40.59048043
115.9496581	43.93145913
115.958623	46.82226363
115.9675878	71.04480272
115.9765527	73.98395852
115.9855176	53.09244106
116.0071462	31.77768776
116.0159265	38.79575468
116.0247067	42.0336223
116.033487	43.19614356
116.0422673	50.70291663
116.0510475	51.95155149
116.0598278	52.71146399
116.0686081	59.70315158
116.0773883	53.11496881
116.0861686	64.8096897
116.0949489	80.11612898
116.1037291	82.20562262
116.1125094	85.37695212
116.1212897	76.99181722
116.13007	76.59589727
116.1388502	75.3055173
116.1476305	75.88808069
116.1564108	76.96200275
116.165191	75.19731994
116.1739713	77.14510249
116.1827516	86.54033865
116.1915318	85.24815685
116.2003121	98.61810419
116.2090924	89.622134
116.2178726	91.12745686
116.2266529	88.04731427
116.2354332	92.39093413
116.2442135	80.61395123
116.2529937	88.66244187
116.261774	89.52831564
116.2705543	96.44977072
116.2793345	87.58535202
116.2881148	74.18923114
116.2968951	61.14850523
116.3056753	63.40501499
116.3144556	68.7861946
116.3232359	69.56037106
116.3320161	69.57887061
116.3407964	61.3852467
116.3495767	53.44114073
116.358357	49.66834643
116.3671372	55.36012315
116.3759175	52.78327797
116.3846978	49.90650571
116.393478	60.49295795
116.4022583	81.7723406
116.4110386	92.34605039
116.4198188	79.73766507
116.4285991	63.2479219
116.4373794	57.48942721
116.4461596	65.4526112
116.4549399	74.0589808
116.4637202	70.43650166
116.4725004	74.69091793
116.4812807	102.3349267
116.490061	95.78919225
116.5138413	89.80518188
116.5226215	80.58024791
116.5314018	75.08555943
116.5401821	71.60187961
116.5489623	75.56805963
116.5577426	82.65429798
116.5665229	93.37613222
116.5753031	101.262902
116.5840834	109.3637203
116.5928637	96.68783926
116.6016439	84.12155392
116.6104242	74.71587134
116.6192045	105.6199676
116.6279848	125.4925059
116.636765	115.8507672
116.6455453	87.58778255
116.6543256	81.72162035
116.6631058	80.19460423
116.6718861	75.12685247
116.6806664	80.53115126
116.6894466	100.32997
116.6982269	126.7346674
116.7070072	162.523124
116.7157874	140.5941829
116.7245677	136.0358827
116.733348	115.7632666
116.7421283	112.7430171
116.7509085	106.493235
116.7596888	117.7897448
116.7684691	106.7708013
116.7772493	97.1768873
116.7860296	96.06627238
116.7948099	98.04628534
116.8035901	100.5838127
116.8123704	105.4175419
116.8211507	96.88811472
116.8299309	89.30158632
116.8387112	81.18739366
116.8474915	73.86157984
116.8562717	73.64951795
116.865052	72.81219801
116.8738323	76.81163412
116.8826126	77.81045127
116.8913928	75.18836588
116.9001731	70.50203192
116.9089534	62.6410111
116.9177336	48.11222717
116.9265139	60.25050636
116.9352942	64.0832083
116.9440744	72.51186908
116.9528547	60.00956007
116.961635	52.18682654
116.9704152	50.52293284
116.9791955	58.76026898
116.9879758	43.3886624
117.0142788	52.01539334
117.0239713	45.39857085
117.0336638	53.33938265
117.0433564	55.16764806
117.0530489	54.78100948
117.0627414	54.84061573
117.072434	52.49679981
117.0821265	47.43779308
117.091819	68.13384104
