Depth (m)	count	age (b1950)	MCE
169.409	1.0	2021.0	50.5
169.467	1.0	2022.0	50.5
169.54	1.0	2023.0	50.5
169.598	1.0	2024.0	50.5
169.655	1.0	2025.0	50.5
169.761	1.0	2026.0	50.5
169.79	1.0	2027.0	50.5
169.861	1.0	2028.0	50.5
169.917	1.0	2029.0	50.5
169.941	1.0	2030.0	50.5
169.995	1.0	2031.0	50.5
170.071	1.0	2032.0	50.5
170.105	1.0	2033.0	50.5
170.222	1.0	2034.0	51.0
170.314	1.0	2035.0	51.5
170.368	1.0	2036.0	51.5
170.436	1.0	2037.0	51.5
170.488	1.0	2038.0	51.5
170.57	1.0	2039.0	51.5
170.672	1.0	2040.0	51.5
170.761	1.0	2041.0	51.5
170.845	1.0	2042.0	51.5
170.881	1.0	2043.0	51.5
170.934	1.0	2044.0	51.5
170.991	1.0	2045.0	51.5
171.058	1.0	2046.0	51.5
171.15	1.0	2047.0	51.5
171.186	1.0	2048.0	52.0
171.239	1.0	2049.0	52.0
171.306	1.0	2050.0	52.0
171.379	1.0	2051.0	52.0
171.429	1.0	2052.0	52.0
171.515	1.0	2053.0	52.0
171.55	1.0	2054.0	52.5
171.606	1.0	2055.0	52.5
171.649	1.0	2056.0	52.5
171.686	1.0	2057.0	52.5
171.784	1.0	2058.0	52.5
171.83	1.0	2059.0	52.5
171.895	1.0	2060.0	52.5
171.933	1.0	2061.0	52.5
172.024	1.0	2062.0	52.5
172.08	1.0	2063.0	52.5
172.123	1.0	2064.0	52.5
172.233	1.0	2065.0	52.5
172.3	1.0	2066.0	52.5
172.387	1.0	2067.0	52.5
172.468	1.0	2068.0	52.5
172.544	1.0	2069.0	52.5
172.617	1.0	2070.0	52.5
172.691	1.0	2071.0	52.5
172.769	1.0	2072.0	52.5
172.874	1.0	2073.0	52.5
172.929	1.0	2074.0	52.5
173.009	1.0	2075.0	52.5
173.086	1.0	2076.0	52.5
173.143	1.0	2077.0	52.5
173.193	1.0	2078.0	52.5
173.25	1.0	2079.0	52.5
173.304	1.0	2080.0	52.5
173.375	1.0	2081.0	52.5
173.415	1.0	2082.0	52.5
173.469	1.0	2083.0	52.5
173.516	1.0	2084.0	52.5
173.587	1.0	2085.0	52.5
173.637	1.0	2086.0	52.5
173.734	1.0	2087.0	52.5
173.822	1.0	2088.0	52.5
173.887	1.0	2089.0	52.5
173.939	1.0	2090.0	52.5
173.999	1.0	2091.0	52.5
174.072	1.0	2092.0	52.5
174.139	1.0	2093.0	52.5
174.223	1.0	2094.0	52.5
174.29	1.0	2095.0	52.5
174.37	1.0	2096.0	52.5
174.436	1.0	2097.0	52.5
174.522	1.0	2098.0	52.5
174.585	1.0	2099.0	52.5
174.651	1.0	2100.0	52.5
174.693	1.0	2101.0	52.5
174.723	1.0	2102.0	53.0
174.777	1.0	2103.0	53.0
174.86	1.0	2104.0	53.0
174.934	1.0	2105.0	53.5
174.978	1.0	2106.0	53.5
175.019	1.0	2107.0	53.5
175.059	1.0	2108.0	53.5
175.101	1.0	2109.0	53.5
175.161	1.0	2110.0	53.5
175.221	1.0	2111.0	53.5
175.275	1.0	2112.0	54.0
175.313	1.0	2113.0	54.0
175.393	1.0	2114.0	54.0
175.455	1.0	2115.0	54.0
175.52	1.0	2116.0	54.0
175.582	1.0	2117.0	54.0
175.637	1.0	2118.0	54.0
175.736	1.0	2119.0	54.0
175.773	1.0	2120.0	54.0
175.819	1.0	2121.0	54.0
175.906	1.0	2122.0	54.0
175.969	1.0	2123.0	54.0
176.022	1.0	2124.0	54.0
176.083	1.0	2125.0	54.0
176.146	1.0	2126.0	54.0
176.222	1.0	2127.0	54.0
176.327	1.0	2128.0	54.0
176.367	1.0	2129.0	54.0
176.42	1.0	2130.0	54.0
176.528	1.0	2131.0	54.0
176.586	1.0	2132.0	54.0
176.67	1.0	2133.0	54.0
176.77	1.0	2134.0	54.0
176.818	1.0	2135.0	54.0
176.875	1.0	2136.0	54.0
176.946	1.0	2137.0	54.0
177.021	1.0	2138.0	54.0
177.107	1.0	2139.0	54.0
177.155	1.0	2140.0	54.0
177.223	1.0	2141.0	54.0
177.304	1.0	2142.0	54.0
177.393	1.0	2143.0	54.0
177.432	1.0	2144.0	54.5
177.478	1.0	2145.0	54.5
177.569	1.0	2146.0	54.5
177.643	1.0	2147.0	54.5
177.688	1.0	2148.0	54.5
177.724	1.0	2149.0	55.0
177.761	1.0	2150.0	55.0
177.816	1.0	2151.0	55.5
177.868	1.0	2152.0	55.5
177.926	1.0	2153.0	55.5
177.972	1.0	2154.0	55.5
178.013	1.0	2155.0	55.5
178.08	1.0	2156.0	55.5
178.154	1.0	2157.0	55.5
178.203	1.0	2158.0	55.5
178.232	1.0	2159.0	56.0
178.28	1.0	2160.0	56.0
178.328	1.0	2161.0	56.0
178.39	1.0	2162.0	56.0
178.468	1.0	2163.0	56.0
178.523	1.0	2164.0	56.0
178.583	1.0	2165.0	56.0
178.625	1.0	2166.0	56.5
178.657	1.0	2167.0	56.5
178.703	1.0	2168.0	56.5
178.767	1.0	2169.0	56.5
178.825	1.0	2170.0	56.5
178.906	1.0	2171.0	56.5
178.933	1.0	2172.0	56.5
178.986	1.0	2173.0	56.5
179.059	1.0	2174.0	56.5
179.104	1.0	2175.0	56.5
179.156	1.0	2176.0	56.5
179.22	1.0	2177.0	56.5
179.333	1.0	2178.0	57.0
179.376	1.0	2179.0	57.0
179.474	1.0	2180.0	57.0
179.521	1.0	2181.0	57.0
179.576	1.0	2182.0	57.0
179.647	1.0	2183.0	57.0
179.719	1.0	2184.0	57.0
179.786	1.0	2185.0	57.0
179.868	1.0	2186.0	57.0
179.935	1.0	2187.0	57.0
180.02	1.0	2188.0	57.0
180.082	1.0	2189.0	57.0
180.19	1.0	2190.0	57.0
180.231	1.0	2191.0	57.0
180.283	1.0	2192.0	57.0
180.34	1.0	2193.0	57.0
180.437	1.0	2194.0	57.0
180.499	1.0	2195.0	57.5
180.549	1.0	2196.0	57.5
180.619	1.0	2197.0	57.5
180.702	1.0	2198.0	57.5
180.75	1.0	2199.0	58.0
180.798	1.0	2200.0	58.0
180.878	1.0	2201.0	58.0
180.948	1.0	2202.0	58.0
181.013	1.0	2203.0	58.0
181.075	1.0	2204.0	58.5
181.132	1.0	2205.0	58.5
181.219	1.0	2206.0	58.5
181.269	1.0	2207.0	58.5
181.355	1.0	2208.0	58.5
181.457	1.0	2209.0	58.5
181.525	1.0	2210.0	58.5
181.567	1.0	2211.0	58.5
181.597	1.0	2212.0	58.5
181.631	1.0	2213.0	58.5
181.748	1.0	2214.0	58.5
181.843	1.0	2215.0	58.5
181.911	1.0	2216.0	58.5
181.964	1.0	2217.0	58.5
182.013	1.0	2218.0	59.0
182.103	1.0	2219.0	59.0
182.16	1.0	2220.0	59.0
182.248	1.0	2221.0	59.0
182.327	1.0	2222.0	59.0
182.391	1.0	2223.0	59.0
182.462	1.0	2224.0	59.0
182.51	1.0	2225.0	59.5
182.587	1.0	2226.0	59.5
182.631	1.0	2227.0	60.0
182.662	1.0	2228.0	60.0
182.752	1.0	2229.0	60.0
182.813	1.0	2230.0	60.0
182.866	1.0	2231.0	60.0
182.908	1.0	2232.0	60.0
182.977	1.0	2233.0	60.0
183.057	1.0	2234.0	60.0
183.112	1.0	2235.0	60.0
183.182	1.0	2236.0	60.0
183.237	1.0	2237.0	60.0
183.301	1.0	2238.0	60.0
183.359	1.0	2239.0	60.0
183.436	1.0	2240.0	60.0
183.506	1.0	2241.0	60.0
183.556	1.0	2242.0	60.0
183.619	1.0	2243.0	60.0
183.698	1.0	2244.0	60.0
183.739	1.0	2245.0	60.0
183.807	1.0	2246.0	60.0
183.848	1.0	2247.0	60.5
183.883	1.0	2248.0	60.5
183.944	1.0	2249.0	60.5
184.018	1.0	2250.0	60.5
184.124	1.0	2251.0	61.0
184.2	1.0	2252.0	61.0
184.271	1.0	2253.0	61.0
184.332	1.0	2254.0	61.0
184.398	1.0	2255.0	61.5
184.467	1.0	2256.0	61.5
184.523	1.0	2257.0	61.5
184.597	1.0	2258.0	61.5
184.644	1.0	2259.0	61.5
184.724	1.0	2260.0	61.5
184.818	1.0	2261.0	61.5
184.906	1.0	2262.0	61.5
184.95	1.0	2263.0	61.5
185.009	1.0	2264.0	61.5
185.105	1.0	2265.0	61.5
185.164	1.0	2266.0	61.5
185.201	1.0	2267.0	61.5
185.307	1.0	2268.0	61.5
185.382	1.0	2269.0	61.5
185.48	1.0	2270.0	61.5
185.525	1.0	2271.0	61.5
185.604	1.0	2272.0	61.5
185.641	1.0	2273.0	61.5
185.698	1.0	2274.0	62.0
185.747	1.0	2275.0	62.0
185.779	1.0	2276.0	62.5
185.839	1.0	2277.0	62.5
185.902	1.0	2278.0	63.0
185.931	1.0	2279.0	63.0
186.01	1.0	2280.0	63.0
186.08	1.0	2281.0	63.0
186.155	1.0	2282.0	63.0
186.265	1.0	2283.0	63.0
186.317	1.0	2284.0	63.0
186.426	1.0	2285.0	63.5
186.478	1.0	2286.0	63.5
186.531	1.0	2287.0	63.5
186.612	1.0	2288.0	63.5
186.682	1.0	2289.0	63.5
186.761	1.0	2290.0	63.5
186.822	1.0	2291.0	63.5
186.877	1.0	2292.0	63.5
186.973	1.0	2293.0	63.5
187.051	1.0	2294.0	63.5
187.128	1.0	2295.0	63.5
187.185	1.0	2296.0	63.5
187.258	1.0	2297.0	63.5
187.352	1.0	2298.0	63.5
187.458	1.0	2299.0	64.0
187.551	1.0	2300.0	64.0
187.651	1.0	2301.0	64.0
187.735	1.0	2302.0	64.0
187.767	1.0	2303.0	64.0
187.835	1.0	2304.0	64.0
187.889	1.0	2305.0	64.0
187.957	1.0	2306.0	64.0
188.054	1.0	2307.0	64.0
188.107	1.0	2308.0	64.0
188.174	1.0	2309.0	64.0
188.258	1.0	2310.0	64.0
188.302	1.0	2311.0	64.0
188.384	1.0	2312.0	64.0
188.445	1.0	2313.0	64.0
188.522	1.0	2314.0	64.0
188.577	1.0	2315.0	64.0
188.672	1.0	2316.0	64.0
188.747	1.0	2317.0	64.0
188.794	1.0	2318.0	64.0
188.878	1.0	2319.0	64.0
188.931	1.0	2320.0	64.0
189.034	1.0	2321.0	64.0
189.106	1.0	2322.0	64.0
189.206	1.0	2323.0	64.0
189.237	1.0	2324.0	64.0
189.339	1.0	2325.0	64.0
189.429	1.0	2326.0	64.0
189.505	1.0	2327.0	64.0
189.568	1.0	2328.0	64.0
189.66	1.0	2329.0	64.0
189.701	1.0	2330.0	64.0
189.827	1.0	2331.0	64.0
189.963	1.0	2332.0	64.5
190.028	1.0	2333.0	64.5
190.126	1.0	2334.0	64.5
190.164	1.0	2335.0	64.5
190.215	1.0	2336.0	64.5
190.258	1.0	2337.0	65.0
190.297	1.0	2338.0	65.0
190.363	1.0	2339.0	65.0
190.415	1.0	2340.0	65.0
190.441	1.0	2341.0	65.0
190.485	1.0	2342.0	65.0
190.601	1.0	2343.0	65.5
190.666	1.0	2344.0	65.5
190.724	1.0	2345.0	65.5
190.774	1.0	2346.0	65.5
190.814	1.0	2347.0	65.5
190.869	1.0	2348.0	65.5
190.971	1.0	2349.0	65.5
191.034	1.0	2350.0	65.5
191.134	1.0	2351.0	65.5
191.211	1.0	2352.0	65.5
191.29	1.0	2353.0	65.5
191.346	1.0	2354.0	65.5
191.466	1.0	2355.0	65.5
191.503	1.0	2356.0	65.5
191.581	1.0	2357.0	65.5
191.621	1.0	2358.0	65.5
191.724	1.0	2359.0	65.5
191.787	1.0	2360.0	65.5
191.866	1.0	2361.0	65.5
191.925	1.0	2362.0	65.5
191.991	1.0	2363.0	65.5
192.054	1.0	2364.0	65.5
192.176	1.0	2365.0	66.0
192.235	1.0	2366.0	66.0
192.307	1.0	2367.0	66.0
192.389	1.0	2368.0	66.0
192.445	1.0	2369.0	66.0
192.53	1.0	2370.0	66.0
192.579	1.0	2371.0	66.0
192.656	1.0	2372.0	66.0
192.714	1.0	2373.0	66.0
192.761	1.0	2374.0	66.0
192.828	1.0	2375.0	66.0
192.952	1.0	2376.0	66.5
193.044	1.0	2377.0	66.5
193.136	1.0	2378.0	66.5
193.176	1.0	2379.0	66.5
193.236	1.0	2380.0	66.5
193.302	1.0	2381.0	66.5
193.408	1.0	2382.0	67.0
193.484	1.0	2383.0	67.0
193.562	1.0	2384.0	67.0
193.603	1.0	2385.0	67.0
193.672	1.0	2386.0	67.0
193.758	1.0	2387.0	67.0
193.806	1.0	2388.0	67.0
193.846	1.0	2389.0	67.0
193.946	1.0	2390.0	67.0
194.007	1.0	2391.0	67.0
194.054	1.0	2392.0	67.5
194.107	1.0	2393.0	67.5
194.153	1.0	2394.0	67.5
194.206	1.0	2395.0	67.5
194.272	1.0	2396.0	67.5
194.335	1.0	2397.0	67.5
194.396	1.0	2398.0	67.5
194.474	1.0	2399.0	67.5
194.541	1.0	2400.0	67.5
194.623	1.0	2401.0	67.5
194.697	1.0	2402.0	67.5
194.787	1.0	2403.0	68.0
194.828	1.0	2404.0	68.0
194.921	1.0	2405.0	68.5
195.011	1.0	2406.0	68.5
195.046	1.0	2407.0	68.5
195.115	1.0	2408.0	68.5
195.221	1.0	2409.0	68.5
195.304	1.0	2410.0	68.5
195.357	1.0	2411.0	68.5
195.427	1.0	2412.0	68.5
195.512	1.0	2413.0	68.5
195.571	1.0	2414.0	68.5
195.623	1.0	2415.0	68.5
195.693	1.0	2416.0	68.5
195.748	1.0	2417.0	68.5
195.824	1.0	2418.0	69.0
195.887	1.0	2419.0	69.0
195.962	1.0	2420.0	69.0
195.996	1.0	2421.0	69.0
196.026	1.0	2422.0	69.0
196.068	1.0	2423.0	69.0
196.192	1.0	2424.0	69.5
196.259	1.0	2425.0	69.5
196.355	1.0	2426.0	69.5
196.458	1.0	2427.0	70.0
196.501	1.0	2428.0	70.0
196.569	1.0	2429.0	70.0
196.635	1.0	2430.0	70.0
196.664	1.0	2431.0	70.0
196.718	1.0	2432.0	70.0
196.791	1.0	2433.0	70.0
196.837	1.0	2434.0	70.0
196.907	1.0	2435.0	70.0
196.969	1.0	2436.0	70.0
197.026	1.0	2437.0	70.0
197.112	1.0	2438.0	70.0
197.185	1.0	2439.0	70.0
197.302	1.0	2440.0	70.5
197.348	1.0	2441.0	70.5
197.441	1.0	2442.0	70.5
197.515	1.0	2443.0	70.5
197.558	1.0	2444.0	70.5
197.657	1.0	2445.0	70.5
197.775	1.0	2446.0	70.5
197.818	1.0	2447.0	70.5
197.869	1.0	2448.0	70.5
197.913	1.0	2449.0	70.5
197.995	1.0	2450.0	70.5
198.126	1.0	2451.0	71.0
198.192	1.0	2452.0	71.0
198.272	1.0	2453.0	71.0
198.329	1.0	2454.0	71.0
198.377	1.0	2455.0	71.0
198.436	1.0	2456.0	71.0
198.503	1.0	2457.0	71.0
198.657	1.0	2458.0	71.5
198.691	1.0	2459.0	71.5
198.727	1.0	2460.0	71.5
198.787	1.0	2461.0	71.5
198.847	1.0	2462.0	71.5
198.93	1.0	2463.0	72.0
199.004	1.0	2464.0	72.0
199.085	1.0	2465.0	72.0
199.154	1.0	2466.0	72.0
199.22	1.0	2467.0	72.0
199.269	1.0	2468.0	72.0
199.343	1.0	2469.0	72.0
199.444	1.0	2470.0	72.0
199.513	1.0	2471.0	72.0
199.576	1.0	2472.0	72.0
199.641	1.0	2473.0	72.0
199.707	1.0	2474.0	72.0
199.762	1.0	2475.0	72.0
199.82	1.0	2476.0	72.0
199.901	1.0	2477.0	72.0
199.95	1.0	2478.0	72.0
199.983	1.0	2479.0	72.0
200.093	1.0	2480.0	72.0
200.171	1.0	2481.0	72.0
200.227	1.0	2482.0	72.0
200.289	1.0	2483.0	72.0
200.345	1.0	2484.0	72.0
200.409	1.0	2485.0	72.0
200.508	1.0	2486.0	72.5
200.612	1.0	2487.0	72.5
200.67	1.0	2488.0	72.5
200.729	1.0	2489.0	72.5
200.807	1.0	2490.0	72.5
200.866	1.0	2491.0	72.5
200.935	1.0	2492.0	72.5
201.008	1.0	2493.0	72.5
201.098	1.0	2494.0	72.5
201.149	1.0	2495.0	72.5
201.227	1.0	2496.0	72.5
201.269	1.0	2497.0	72.5
201.333	1.0	2498.0	72.5
201.377	1.0	2499.0	72.5
201.439	1.0	2500.0	72.5
201.486	1.0	2501.0	72.5
201.571	1.0	2502.0	73.0
201.662	1.0	2503.0	73.5
201.744	1.0	2504.0	73.5
201.837	1.0	2505.0	73.5
201.902	1.0	2506.0	73.5
201.957	1.0	2507.0	73.5
202.021	1.0	2508.0	73.5
202.092	1.0	2509.0	73.5
202.162	1.0	2510.0	73.5
202.245	1.0	2511.0	73.5
202.33	1.0	2512.0	73.5
202.421	1.0	2513.0	73.5
202.475	1.0	2514.0	73.5
202.527	1.0	2515.0	73.5
202.629	1.0	2516.0	73.5
202.686	1.0	2517.0	73.5
202.77	1.0	2518.0	73.5
202.849	1.0	2519.0	74.0
202.891	1.0	2520.0	74.0
202.971	1.0	2521.0	74.0
203.035	1.0	2522.0	74.0
203.072	1.0	2523.0	74.5
203.116	1.0	2524.0	74.5
203.143	1.0	2525.0	74.5
203.186	1.0	2526.0	74.5
203.262	1.0	2527.0	74.5
203.291	1.0	2528.0	74.5
203.345	1.0	2529.0	74.5
203.397	1.0	2530.0	74.5
203.441	1.0	2531.0	74.5
203.5	1.0	2532.0	74.5
203.554	1.0	2533.0	75.0
203.609	1.0	2534.0	75.0
203.671	1.0	2535.0	75.0
203.734	1.0	2536.0	75.0
203.812	1.0	2537.0	75.5
203.867	1.0	2538.0	75.5
203.965	1.0	2539.0	76.0
204.017	1.0	2540.0	76.0
204.149	1.0	2541.0	76.5
204.217	1.0	2542.0	76.5
204.263	1.0	2543.0	76.5
204.319	1.0	2544.0	76.5
204.41	1.0	2545.0	76.5
204.476	1.0	2546.0	76.5
204.527	1.0	2547.0	76.5
204.573	1.0	2548.0	76.5
204.61	1.0	2549.0	76.5
204.674	1.0	2550.0	76.5
204.709	1.0	2551.0	76.5
204.771	1.0	2552.0	76.5
204.841	1.0	2553.0	76.5
204.909	1.0	2554.0	76.5
204.991	1.0	2555.0	76.5
205.068	1.0	2556.0	76.5
205.118	1.0	2557.0	76.5
205.154	1.0	2558.0	76.5
205.237	1.0	2559.0	76.5
205.275	1.0	2560.0	76.5
205.337	1.0	2561.0	76.5
205.38	1.0	2562.0	76.5
205.441	1.0	2563.0	76.5
205.514	1.0	2564.0	76.5
205.555	1.0	2565.0	76.5
205.589	1.0	2566.0	76.5
205.648	1.0	2567.0	76.5
205.698	1.0	2568.0	76.5
205.774	1.0	2569.0	77.0
205.908	1.0	2570.0	77.0
205.971	1.0	2571.0	77.0
206.066	1.0	2572.0	77.5
206.141	1.0	2573.0	77.5
206.19	1.0	2574.0	77.5
206.275	1.0	2575.0	77.5
206.342	1.0	2576.0	77.5
206.421	1.0	2577.0	77.5
206.479	1.0	2578.0	77.5
206.533	1.0	2579.0	77.5
206.576	1.0	2580.0	77.5
206.645	1.0	2581.0	77.5
206.701	1.0	2582.0	77.5
206.746	1.0	2583.0	77.5
206.797	1.0	2584.0	77.5
206.886	1.0	2585.0	77.5
206.949	1.0	2586.0	77.5
206.972	1.0	2587.0	77.5
207.029	1.0	2588.0	77.5
207.132	1.0	2589.0	78.0
207.212	1.0	2590.0	78.0
207.273	1.0	2591.0	78.0
207.328	1.0	2592.0	78.0
207.415	1.0	2593.0	78.0
207.5	1.0	2594.0	78.0
207.566	1.0	2595.0	78.0
207.626	1.0	2596.0	78.0
207.67	1.0	2597.0	78.0
207.699	1.0	2598.0	78.5
207.752	1.0	2599.0	78.5
207.801	1.0	2600.0	78.5
207.839	1.0	2601.0	79.0
207.892	1.0	2602.0	79.0
207.937	1.0	2603.0	79.0
208.015	1.0	2604.0	79.0
208.067	1.0	2605.0	79.0
208.135	1.0	2606.0	79.0
208.161	1.0	2607.0	79.5
208.199	1.0	2608.0	79.5
208.264	1.0	2609.0	79.5
208.294	1.0	2610.0	79.5
208.33	1.0	2611.0	79.5
208.368	1.0	2612.0	79.5
208.411	1.0	2613.0	79.5
208.458	1.0	2614.0	79.5
208.518	1.0	2615.0	79.5
208.565	1.0	2616.0	79.5
208.659	1.0	2617.0	79.5
208.75	1.0	2618.0	79.5
208.797	1.0	2619.0	79.5
208.898	1.0	2620.0	80.0
208.96	1.0	2621.0	80.0
209.014	1.0	2622.0	80.0
209.065	1.0	2623.0	80.0
209.13	1.0	2624.0	80.0
209.156	1.0	2625.0	80.0
209.217	1.0	2626.0	80.0
209.298	1.0	2627.0	80.5
209.354	1.0	2628.0	80.5
209.394	1.0	2629.0	81.0
209.418	1.0	2630.0	81.0
209.48	1.0	2631.0	81.0
209.561	1.0	2632.0	81.0
209.591	1.0	2633.0	81.0
209.672	1.0	2634.0	81.0
209.739	1.0	2635.0	81.0
209.804	1.0	2636.0	81.0
209.894	1.0	2637.0	81.5
209.939	1.0	2638.0	81.5
210.014	1.0	2639.0	82.0
210.08	1.0	2640.0	82.0
210.152	1.0	2641.0	82.0
210.239	1.0	2642.0	82.0
210.324	1.0	2643.0	82.0
210.397	1.0	2644.0	82.0
210.519	1.0	2645.0	82.5
210.591	1.0	2646.0	82.5
210.645	1.0	2647.0	82.5
210.713	1.0	2648.0	82.5
210.784	1.0	2649.0	82.5
210.845	1.0	2650.0	82.5
210.914	1.0	2651.0	82.5
211.005	1.0	2652.0	82.5
211.073	1.0	2653.0	82.5
211.141	1.0	2654.0	82.5
211.213	1.0	2655.0	82.5
211.266	1.0	2656.0	82.5
211.342	1.0	2657.0	82.5
211.389	1.0	2658.0	82.5
211.437	1.0	2659.0	82.5
211.474	1.0	2660.0	82.5
211.557	1.0	2661.0	82.5
211.611	1.0	2662.0	82.5
211.712	1.0	2663.0	83.0
211.786	1.0	2664.0	83.0
211.848	1.0	2665.0	83.0
211.898	1.0	2666.0	83.0
211.959	1.0	2667.0	83.0
212.02	1.0	2668.0	83.0
212.069	1.0	2669.0	83.0
212.13	1.0	2670.0	83.0
212.232	1.0	2671.0	83.0
212.279	1.0	2672.0	83.0
212.362	1.0	2673.0	83.5
212.438	1.0	2674.0	83.5
212.484	1.0	2675.0	83.5
212.583	1.0	2676.0	83.5
212.657	1.0	2677.0	83.5
212.735	1.0	2678.0	83.5
212.778	1.0	2679.0	83.5
212.87	1.0	2680.0	84.0
212.906	1.0	2681.0	84.0
212.974	1.0	2682.0	84.0
213.061	1.0	2683.0	84.0
213.15	1.0	2684.0	84.5
213.191	1.0	2685.0	84.5
213.248	1.0	2686.0	84.5
213.332	1.0	2687.0	84.5
213.438	1.0	2688.0	84.5
213.51	1.0	2689.0	85.0
213.582	1.0	2690.0	85.0
213.66	1.0	2691.0	85.0
213.75	1.0	2692.0	85.0
213.803	1.0	2693.0	85.0
213.841	1.0	2694.0	85.0
213.939	1.0	2695.0	85.0
214.016	1.0	2696.0	85.0
214.076	1.0	2697.0	85.0
214.161	1.0	2698.0	85.0
214.2	1.0	2699.0	85.0
214.247	1.0	2700.0	85.0
214.274	1.0	2701.0	85.5
214.326	1.0	2702.0	85.5
214.374	1.0	2703.0	85.5
214.403	1.0	2704.0	85.5
214.479	1.0	2705.0	85.5
214.515	1.0	2706.0	85.5
214.57	1.0	2707.0	85.5
214.634	1.0	2708.0	85.5
214.691	1.0	2709.0	85.5
214.759	1.0	2710.0	85.5
214.832	1.0	2711.0	85.5
214.919	1.0	2712.0	85.5
214.958	1.0	2713.0	85.5
215.03	1.0	2714.0	85.5
215.104	1.0	2715.0	85.5
215.158	1.0	2716.0	85.5
215.241	1.0	2717.0	85.5
215.308	1.0	2718.0	85.5
215.355	1.0	2719.0	85.5
215.409	1.0	2720.0	85.5
215.458	1.0	2721.0	85.5
215.589	1.0	2722.0	86.0
215.637	1.0	2723.0	86.0
215.71	1.0	2724.0	86.0
215.747	1.0	2725.0	86.0
215.842	1.0	2726.0	86.0
215.891	1.0	2727.0	86.0
215.972	1.0	2728.0	86.0
216.055	1.0	2729.0	86.0
216.141	1.0	2730.0	86.5
216.213	1.0	2731.0	86.5
216.273	1.0	2732.0	86.5
216.326	1.0	2733.0	86.5
216.39	1.0	2734.0	86.5
216.446	1.0	2735.0	86.5
216.531	1.0	2736.0	86.5
216.592	1.0	2737.0	86.5
216.685	1.0	2738.0	87.0
216.757	1.0	2739.0	87.0
216.807	1.0	2740.0	87.0
216.873	1.0	2741.0	87.0
216.94	1.0	2742.0	87.0
217.013	1.0	2743.0	87.0
217.057	1.0	2744.0	87.0
217.159	1.0	2745.0	87.0
217.235	1.0	2746.0	87.0
217.28	1.0	2747.0	87.0
217.343	1.0	2748.0	87.0
217.455	1.0	2749.0	87.5
217.536	1.0	2750.0	87.5
217.593	1.0	2751.0	87.5
217.649	1.0	2752.0	87.5
217.74	1.0	2753.0	87.5
217.764	1.0	2754.0	87.5
217.826	1.0	2755.0	87.5
217.877	1.0	2756.0	87.5
217.924	1.0	2757.0	87.5
218.014	1.0	2758.0	88.0
218.118	1.0	2759.0	88.0
218.169	1.0	2760.0	88.0
218.252	1.0	2761.0	88.0
218.304	1.0	2762.0	88.0
218.358	1.0	2763.0	88.0
218.435	1.0	2764.0	88.0
218.555	1.0	2765.0	88.5
218.637	1.0	2766.0	89.0
218.735	1.0	2767.0	89.0
218.776	1.0	2768.0	89.0
218.846	1.0	2769.0	89.0
218.886	1.0	2770.0	89.0
218.994	1.0	2771.0	89.5
219.038	1.0	2772.0	89.5
219.126	1.0	2773.0	89.5
219.164	1.0	2774.0	89.5
219.24	1.0	2775.0	90.0
219.311	1.0	2776.0	90.0
219.368	1.0	2777.0	90.0
219.41	1.0	2778.0	90.0
219.442	1.0	2779.0	90.0
219.497	1.0	2780.0	90.0
219.578	1.0	2781.0	90.0
219.636	1.0	2782.0	90.0
219.682	1.0	2783.0	90.0
219.786	1.0	2784.0	90.0
219.835	1.0	2785.0	90.0
219.895	1.0	2786.0	90.0
219.989	1.0	2787.0	90.5
220.064	1.0	2788.0	90.5
220.103	1.0	2789.0	90.5
220.17	1.0	2790.0	90.5
220.204	1.0	2791.0	91.0
220.244	1.0	2792.0	91.0
220.289	1.0	2793.0	91.0
220.361	1.0	2794.0	91.0
220.446	1.0	2795.0	91.0
220.471	1.0	2796.0	91.0
220.56	1.0	2797.0	91.5
220.624	1.0	2798.0	91.5
220.705	1.0	2799.0	91.5
220.771	1.0	2800.0	91.5
220.85	1.0	2801.0	92.0
220.92	1.0	2802.0	92.0
220.969	1.0	2803.0	92.0
221.034	1.0	2804.0	92.0
221.095	1.0	2805.0	92.0
221.189	1.0	2806.0	92.0
221.317	1.0	2807.0	92.5
221.387	1.0	2808.0	92.5
221.458	1.0	2809.0	92.5
221.537	1.0	2810.0	92.5
221.631	1.0	2811.0	92.5
221.715	1.0	2812.0	92.5
221.76	1.0	2813.0	92.5
221.802	1.0	2814.0	92.5
221.837	1.0	2815.0	92.5
221.913	1.0	2816.0	92.5
221.989	1.0	2817.0	92.5
222.023	1.0	2818.0	92.5
222.09	1.0	2819.0	92.5
222.149	1.0	2820.0	92.5
222.187	1.0	2821.0	92.5
222.237	1.0	2822.0	92.5
222.305	1.0	2823.0	92.5
222.362	1.0	2824.0	92.5
222.421	1.0	2825.0	92.5
222.477	1.0	2826.0	92.5
222.54	1.0	2827.0	92.5
222.597	1.0	2828.0	93.0
222.666	1.0	2829.0	93.0
222.71	1.0	2830.0	93.0
222.773	1.0	2831.0	93.0
222.838	1.0	2832.0	93.0
222.902	1.0	2833.0	93.0
222.965	1.0	2834.0	93.0
223.061	1.0	2835.0	93.0
223.117	1.0	2836.0	93.0
223.169	1.0	2837.0	93.0
223.254	1.0	2838.0	93.0
223.314	1.0	2839.0	93.0
223.381	1.0	2840.0	93.0
223.412	1.0	2841.0	93.0
223.465	1.0	2842.0	93.0
