Depth(m),Na(ng/g)
577.0,2.94501310264442
577.0262,6.187847470049962
577.0505,9.7094102062623
577.0748000000001,12.30886254962991
577.0991000000001,7.7564480965529015
577.1234000000002,4.823132343480446
577.1477000000002,1.8387645806425277
577.1720000000003,0.6019803865467797
577.1963000000003,1.5116146929855014
577.2206000000003,1.4225667894647562
577.2449000000004,15.064395444844028
577.2692000000004,41.05441773769424
577.2935000000004,41.499406151370614
577.3178000000005,18.67608509875591
577.3421000000005,22.071745384906826
577.3664000000006,9.112267358630064
577.3907000000006,6.7300010740569345
577.4150000000006,2.999684736442867
577.4393000000007,28.642210193121468
577.4636000000007,51.61014877444429
577.4879000000008,14.724498728560308
577.5122000000008,9.765648754788966
577.5365000000008,6.579844316821234
577.5608000000009,11.081100245602046
577.5851000000009,6.326450394864705
577.609400000001,8.306914673998278
577.633700000001,3.9582002437005834
577.658000000001,3.9584921135114843
577.6823000000011,9.369517243998247
577.7066000000011,4.914990862157811
577.7309000000012,3.566593856445669
577.7552000000012,13.883482580502479
577.7795000000012,20.4572421902033
577.8038000000013,13.564334569849283
577.8281000000013,47.386467773472496
577.8524000000014,13.595880748379635
577.8767000000014,4.300478621307646
577.9010000000014,12.376895182068706
577.9253000000015,15.074727187826925
577.9496000000015,15.96239754804562
577.9739000000015,53.60082546518143
578.0000000000016,29.509749165431753
578.0262000000016,13.83986964863623
578.0506000000016,5.7939372542058045
578.0750000000016,14.603490203268818
578.0994000000017,16.184542803829252
578.1238000000017,3.3069195420276385
578.1482000000017,14.327034026767796
578.1726000000017,4.060728709371813
578.1970000000017,10.09435502197243
578.2214000000017,24.070247282174307
578.2458000000017,19.80808032223306
578.2702000000018,11.536335006009335
578.2946000000018,13.763734768929417
578.3190000000018,17.927859437827014
578.3434000000018,24.616733368804223
578.3678000000018,16.559464071095203
578.3922000000018,13.14196942103528
578.4166000000018,5.420308516796165
578.4410000000018,8.735409785503577
578.4654000000019,1.7094225399491085
578.4898000000019,1.3245470286809822
578.5142000000019,6.430772025210882
578.5386000000019,35.585520140310024
578.5630000000019,30.602971028518624
578.5874000000019,44.00935228542074
578.636200000002,51.201356743539364
578.660600000002,16.482064306777932
578.685000000002,21.21871738331392
578.709400000002,10.9058386170652
578.733800000002,19.981448093763667
578.758200000002,18.097345286329936
578.782600000002,31.57897421611556
578.8070000000021,38.6900799201119
578.8314000000021,16.102473750171555
