Depth_m,nssS
276.576,-0.213
276.587,-0.033
276.598,0.301
276.608,0.421
276.619,0.113
276.63,0.089
276.641,0.039
276.652,-0.023
276.663,-0.007
276.674,-0.084
276.685,-0.086
276.696,-0.066
276.707,-0.149
276.718,-0.223
276.729,-0.364
276.74,-0.393
276.751,-0.352
276.762,-0.352
276.773,-0.353
276.784,-0.39
276.794,-0.353
276.805,-0.312
276.816,-0.231
276.827,-0.043
276.838,0.116
276.849,0.083
276.86,0.25
276.871,0.173
276.882,0.255
276.893,0.227
276.904,1.002
276.915,0.913
276.926,0.81
276.937,0.385
276.948,0.294
276.959,0.485
276.97,0.523
276.98,0.508
276.991,0.523
277.002,0.412
277.013,0.306
277.024,0.144
277.035,-0.007
277.046,-0.221
277.057,-0.293
277.068,-0.363
277.079,-0.477
277.09,-0.56
277.101,-0.603
277.112,-0.605
277.123,-0.575
277.134,-0.479
277.145,-0.4
277.155,-0.327
277.166,-0.303
277.177,-0.064
277.188,0.307
277.21,0.396
277.232,0.422
277.254,0.279
277.287,0.08
277.298,-0.445
277.309,-0.333
277.32,-0.031
277.331,-0.002
277.342,0.087
277.352,0.143
277.363,0.199
277.374,0.453
277.385,0.407
277.396,0.309
277.407,0.192
277.418,-0.039
277.429,-0.184
277.44,-0.338
277.451,-0.311
277.462,-0.335
277.473,-0.356
277.484,-0.387
277.495,-0.476
277.506,-0.445
277.517,-0.365
277.527,-0.075
277.538,-0.09
277.549,0.192
277.56,0.026
277.571,0.037
277.582,-0.017
277.593,-0.103
277.604,0.181
277.615,0.616
277.626,0.703
277.637,0.493
277.648,0.083
277.659,-0.175
277.67,-0.201
277.681,-0.206
277.692,-0.272
277.703,-0.352
277.713,-0.463
277.724,-0.597
277.735,-0.674
277.746,-0.705
277.757,-0.671
277.768,-0.648
277.779,-0.686
277.79,-0.606
277.801,-0.63
277.812,-0.615
277.823,-0.607
277.834,-0.604
277.845,-0.593
277.856,-0.496
277.867,-0.305
277.91,-0.25
277.921,-0.102
277.932,-0.084
277.943,0.08
277.954,0.114
277.965,0.062
277.976,0.027
277.987,0.019
277.998,0.009
278.009,0.061
278.02,0.105
278.031,0.226
278.042,0.809
278.053,0.88
278.064,0.905
278.074,0.564
278.085,1.126
278.096,1.52
278.107,1.741
278.118,1.891
278.129,1.974
278.14,2.162
278.151,2.186
278.162,2.19
278.173,2.264
278.184,2.77
278.195,2.571
278.206,2.086
278.217,1.144
278.228,0.375
278.239,0.336
278.25,0.133
278.26,-0.094
278.271,-0.198
278.282,-0.385
278.293,-0.477
278.304,-0.355
278.315,-0.358
278.326,-0.186
278.337,0.211
278.348,0.408
278.359,0.652
278.37,0.894
278.381,1.044
278.392,1.024
278.403,1.126
278.425,1.113
278.436,1.12
278.457,1.383
278.468,1.088
278.479,-0.184
278.49,0.064
278.501,0.344
278.512,0.059
278.523,0.07
278.534,0.173
278.545,0.322
278.556,0.306
278.567,0.375
278.578,0.457
278.589,0.463
278.6,0.486
278.611,0.514
278.622,0.559
278.633,0.634
278.643,0.685
278.654,0.798
278.665,0.916
278.676,0.974
278.687,0.88
278.698,0.921
278.709,0.779
278.72,0.733
278.731,0.744
278.742,0.601
278.753,0.317
278.764,-0.072
278.775,-0.347
278.786,-0.577
278.797,-0.635
278.808,-0.672
278.819,-0.777
278.829,-0.809
278.84,-0.852
278.851,-0.735
278.862,-0.699
278.873,-0.851
278.884,-0.644
278.895,-0.59
278.906,-0.391
278.917,-0.273
278.928,-0.283
278.939,-0.24
278.95,-0.229
279.037,-0.166
279.048,-0.201
279.059,-0.164
279.07,-0.121
279.081,-0.208
279.092,-0.056
279.103,0.143
279.114,0.093
279.125,0.068
279.136,0.105
279.147,0.228
279.158,0.416
279.169,0.552
279.18,0.555
279.191,0.197
279.202,0.026
279.212,0.276
279.223,0.33
279.234,0.34
279.245,0.302
279.256,0.158
279.267,-0.114
279.278,0.099
279.289,0.072
279.3,-0.057
279.311,-0.34
279.322,-0.431
279.333,-0.202
279.344,-0.243
279.355,-0.165
279.366,-0.113
279.377,0.035
279.387,0.131
279.398,0.197
279.409,0.37
279.442,0.611
279.453,0.761
279.464,0.975
279.475,0.776
279.486,0.229
279.497,-0.288
279.508,-0.093
279.519,-0.165
279.53,-0.236
279.541,-0.322
279.552,-0.413
279.562,-0.524
279.573,-0.503
279.584,-0.447
279.595,-0.396
279.606,-0.302
279.617,-0.161
279.628,-0.075
279.639,0.039
279.65,0.134
279.661,0.309
279.672,0.241
279.683,0.303
279.694,0.339
279.705,0.354
279.716,0.213
279.727,0.065
279.738,-0.138
279.748,-0.318
279.759,-0.418
279.77,-0.501
279.781,-0.555
279.792,-0.575
279.803,-0.556
279.814,-0.507
279.825,-0.428
279.836,-0.243
279.847,-0.101
279.858,-0.021
279.869,0.086
279.88,0.197
279.891,0.295
279.902,0.369
279.913,0.339
279.924,0.314
279.934,0.139
279.945,-0.006
279.956,-0.126
280.044,-0.537
280.055,-0.426
280.066,-0.248
280.077,-0.077
280.088,0.082
280.099,0.288
280.11,0.5
280.12,0.795
280.131,0.801
280.142,0.711
280.153,0.195
280.164,0.292
280.175,0.273
280.186,0.15
280.197,-0.013
280.208,-0.109
280.219,-0.184
280.23,-0.283
280.241,-0.321
280.252,-0.365
280.263,-0.405
280.274,-0.425
280.285,-0.415
280.296,-0.384
280.306,-0.305
280.317,-0.255
280.328,-0.169
280.339,-0.08
280.35,0.032
280.361,0.136
280.372,0.248
280.383,0.363
280.394,0.456
280.405,0.312
280.416,0.056
280.427,0.057
280.438,0.079
280.449,0.052
280.46,-0.02
280.471,-0.135
280.482,-0.354
280.492,-0.431
280.503,-0.545
280.514,-0.581
280.525,-0.603
280.536,-0.569
280.547,-0.534
280.558,-0.432
280.569,-0.342
280.58,-0.183
280.591,-0.046
280.602,0.097
280.613,0.273
280.624,0.475
280.635,0.613
280.646,0.71
280.657,0.653
280.668,0.591
280.678,0.465
280.689,0.334
280.7,0.138
280.711,0.0
280.722,-0.099
280.733,-0.17
280.744,-0.215
280.755,-0.262
280.766,-0.258
280.777,-0.185
280.788,-0.089
280.799,0.033
280.81,0.116
280.821,0.278
280.832,0.383
280.843,0.533
280.853,0.583
280.864,0.593
280.875,0.498
280.886,0.522
280.897,0.362
280.908,0.306
280.919,0.112
280.93,-0.077
280.941,-0.136
280.952,-0.302
280.963,-0.401
280.974,-0.476
280.985,-0.446
280.996,-0.448
281.007,-0.361
281.018,-0.3
281.029,-0.089
281.039,0.419
281.05,0.538
281.061,0.451
281.072,0.333
281.083,0.195
281.094,0.355
281.105,0.342
281.116,0.355
281.127,0.269
281.138,0.242
281.149,0.127
281.16,-0.025
281.171,-0.171
281.182,-0.337
281.193,-0.515
281.204,-0.624
281.215,-0.706
281.226,-0.834
281.236,-0.896
281.247,-0.927
281.258,-0.89
281.269,-0.849
281.28,-0.797
281.291,-0.764
281.302,-0.711
281.313,-0.699
281.324,-0.595
281.335,-0.475
281.346,-0.371
281.357,-0.308
281.368,-0.256
281.379,-0.305
281.412,-0.242
281.422,-0.28
281.433,-0.367
281.444,-0.46
281.455,-0.571
281.466,-0.622
281.477,-0.675
281.488,-0.679
281.499,-0.743
281.51,-0.842
281.521,-0.895
281.532,-0.939
281.543,-0.845
281.554,-0.777
281.565,-0.759
281.576,-0.678
281.587,-0.639
281.598,-0.465
281.608,-0.345
281.619,-0.223
281.63,0.004
281.641,0.232
281.652,0.258
281.663,0.424
281.674,0.525
281.685,0.657
281.696,0.576
281.707,0.463
281.718,0.312
281.729,0.193
281.74,0.052
281.751,-0.183
281.762,-0.413
281.773,-0.528
281.784,-0.554
281.794,-0.611
281.805,-0.625
281.816,-0.584
281.827,-0.546
281.838,-0.514
281.849,-0.41
281.86,-0.348
281.871,-0.308
281.882,-0.249
281.893,-0.204
281.904,-0.154
281.915,-0.24
281.926,-0.314
281.937,-0.393
281.948,-0.408
281.959,-0.379
281.97,-0.228
281.98,-0.098
281.991,-0.087
282.002,-0.062
282.013,-0.011
282.024,-0.035
282.035,-0.031
282.046,-0.1
282.057,-0.237
282.068,-0.341
282.079,-0.49
282.09,-0.609
282.101,-0.67
282.112,-0.435
282.123,-0.375
282.134,-0.355
282.145,-0.523
282.156,-0.851
282.166,-0.956
282.177,-0.948
282.188,-0.866
282.199,-0.771
282.21,-0.618
282.221,-0.184
282.232,0.526
282.243,0.521
282.254,0.609
282.265,0.674
282.276,0.484
282.287,0.186
282.298,-0.089
282.309,-0.304
282.32,-0.535
282.331,-0.668
282.341,-0.741
282.352,-0.822
282.363,-0.805
282.374,-0.725
282.385,-0.546
282.396,-0.379
282.407,-0.211
282.418,-0.099
282.429,0.006
282.44,0.237
282.451,0.239
282.462,0.189
282.473,0.023
282.484,-0.071
282.495,-0.075
282.506,-0.212
282.517,-0.321
282.527,-0.486
282.538,-0.515
282.549,-0.548
282.56,-0.559
282.571,-0.506
282.582,-0.403
282.593,-0.301
282.604,-0.13
282.615,0.053
282.626,0.279
282.637,0.374
282.648,0.439
282.659,0.438
282.67,0.444
282.681,0.505
282.692,0.457
282.703,0.293
282.714,0.185
282.724,0.091
282.735,0.08
282.746,0.273
282.757,0.529
282.768,0.417
282.779,0.381
282.79,0.368
282.801,0.53
282.812,0.59
282.823,0.665
282.834,0.681
282.845,0.501
282.856,0.314
282.867,0.199
282.878,0.14
282.889,0.04
282.9,-0.106
282.91,-0.113
282.921,-0.072
282.932,0.011
282.943,0.117
282.954,0.175
282.965,0.227
282.976,0.196
282.987,0.146
282.998,0.185
283.009,0.122
283.02,0.105
283.031,-0.031
283.042,-0.181
283.053,-0.228
283.064,-0.304
283.075,-0.301
283.086,-0.331
283.096,-0.316
283.107,-0.306
283.118,-0.221
283.129,-0.083
283.14,0.069
283.151,0.174
283.162,0.324
283.173,0.435
283.184,0.506
283.195,0.533
283.206,0.519
283.217,0.388
283.228,0.243
283.239,0.07
283.25,-0.154
283.282,-0.23
283.293,-0.388
283.304,-0.556
283.315,-0.61
283.326,-0.598
283.337,-0.557
283.348,-0.444
283.359,-0.407
283.37,-0.334
283.381,-0.31
283.392,-0.247
283.403,-0.201
283.414,-0.064
283.425,0.036
283.436,0.129
283.447,0.244
283.457,0.37
283.468,0.503
283.479,0.62
283.49,0.761
283.501,0.983
283.512,1.184
283.523,1.474
283.534,1.627
283.545,1.559
283.556,1.33
283.567,1.126
283.578,0.868
283.589,0.651
283.6,0.534
283.611,0.557
283.622,0.691
283.633,0.756
283.643,0.834
283.654,0.905
283.665,0.906
283.676,0.931
283.687,0.724
283.698,0.409
283.709,0.148
283.72,-0.069
283.731,0.085
283.742,0.699
283.753,0.809
283.764,0.927
283.775,0.911
283.786,0.692
283.797,0.269
283.808,0.054
283.819,-0.058
283.829,0.384
283.84,0.699
283.851,1.134
283.862,1.437
283.873,1.412
283.884,1.443
283.895,1.268
283.906,0.737
283.917,0.155
283.928,-0.233
283.939,-0.542
283.95,-0.844
284.048,-0.503
284.059,-0.449
284.07,-0.503
284.081,-0.509
284.092,-0.471
284.103,-0.273
284.114,0.478
284.125,0.51
284.136,0.007
284.147,0.032
284.158,0.395
284.169,0.655
284.18,0.581
284.19,0.48
284.201,0.441
284.212,0.43
284.223,0.554
284.234,0.843
284.245,1.052
284.256,1.154
284.267,1.057
284.289,1.058
284.3,1.026
284.311,0.893
284.322,1.007
284.333,1.538
284.344,1.841
284.355,1.769
284.366,1.362
284.377,0.948
284.387,-0.106
284.398,0.038
284.409,0.05
284.42,0.125
284.431,0.215
284.442,0.421
284.453,0.612
284.464,0.833
284.475,1.081
284.486,1.325
284.497,1.444
284.508,1.345
284.519,1.112
284.53,0.849
284.541,0.61
284.552,0.292
284.562,0.063
284.573,-0.116
284.584,-0.19
284.595,-0.267
284.606,-0.406
284.617,-0.506
284.628,-0.623
284.639,-0.682
284.65,-0.694
284.661,-0.746
284.672,-0.739
284.683,-0.69
284.694,-0.675
284.705,-0.658
284.716,-0.643
284.738,-0.647
284.748,-0.688
284.759,-0.733
284.77,-0.768
284.781,-0.822
284.792,-0.862
284.803,-0.864
284.814,-0.883
284.825,-0.891
284.836,-0.898
284.847,-0.854
284.858,-0.781
284.869,-0.684
284.88,-0.484
284.891,-0.142
284.902,0.131
284.913,0.239
284.924,0.105
284.934,-0.27
284.945,-0.751
284.956,-0.902
285.044,-0.434
285.055,-0.282
285.066,-0.159
285.077,0.056
285.088,0.09
285.099,0.235
285.11,0.271
285.12,0.427
285.131,0.471
285.142,0.419
285.153,0.344
285.164,0.195
285.175,-0.019
285.186,-0.046
285.197,-0.072
285.208,0.02
285.219,0.131
285.23,0.237
285.241,0.372
285.252,0.395
285.263,0.461
285.274,0.58
285.285,0.64
285.296,0.832
285.307,1.015
285.317,1.176
285.328,1.227
285.339,1.276
285.35,1.243
285.361,1.151
285.372,0.903
285.383,0.703
285.394,0.497
285.405,0.231
285.416,0.101
285.427,0.057
285.438,0.113
285.449,0.173
285.46,0.282
285.471,0.401
285.482,0.281
285.492,0.2
285.503,0.037
285.514,0.249
285.525,0.169
285.536,0.323
285.547,0.309
285.558,0.27
285.569,0.192
285.58,0.14
285.591,0.076
285.602,-0.066
285.613,-0.198
285.624,-0.136
285.635,-0.109
285.646,-0.521
285.657,-0.974
285.668,-0.93
285.678,-0.848
285.689,-0.746
285.7,-0.641
285.711,-0.589
285.722,-0.581
285.733,-0.513
285.744,-0.474
285.755,-0.333
285.788,-0.237
285.799,-0.198
285.81,-0.248
285.821,-0.289
285.832,-0.409
285.843,-0.501
285.854,-0.595
285.864,-0.641
285.875,-0.671
285.886,-0.71
285.897,-0.735
285.908,-0.695
285.919,-0.686
285.93,-0.659
285.941,-0.662
285.952,-0.65
285.963,-0.546
285.974,-0.486
285.985,-0.409
285.996,-0.416
286.007,-0.337
286.018,-0.258
286.029,-0.101
286.04,0.039
286.05,0.118
286.061,0.204
286.072,0.197
286.083,0.244
286.094,0.247
286.105,0.246
286.116,0.074
286.127,-0.032
286.138,-0.231
286.149,-0.393
286.16,-0.647
286.171,-0.868
286.182,-1.038
286.193,-1.116
286.204,-1.132
286.215,-1.142
286.225,-1.09
286.236,-1.037
286.247,-0.985
286.258,-0.872
286.269,-0.695
286.28,-0.537
286.291,-0.412
286.302,-0.2
286.313,-0.054
286.324,0.043
286.335,0.103
286.346,0.136
286.357,0.287
286.368,0.341
286.379,0.163
286.39,-0.16
286.401,-0.276
286.411,-0.319
286.422,-0.36
286.433,-0.399
286.444,-0.326
286.455,-0.235
286.466,-0.185
286.477,-0.065
286.488,0.374
286.499,0.568
286.51,0.527
286.521,-0.002
286.532,-0.063
286.543,0.031
286.554,-0.048
286.565,-0.045
286.576,0.037
286.587,0.248
286.598,0.307
286.608,0.043
286.619,-0.292
286.63,-0.587
286.641,-0.527
286.652,-0.449
286.663,-0.394
286.674,-0.37
286.685,-0.344
286.696,-0.349
286.707,-0.363
286.718,-0.18
286.729,0.082
286.74,0.421
286.751,0.458
286.762,0.218
286.773,-0.175
286.784,-0.438
286.794,-0.427
286.805,-0.378
286.816,-0.312
286.827,-0.29
286.838,-0.299
286.849,-0.348
286.86,-0.395
286.871,-0.447
286.882,-0.411
286.893,-0.246
286.904,-0.074
286.915,0.203
286.926,0.552
286.937,0.662
286.948,0.804
286.959,0.871
286.97,0.821
286.98,0.78
286.991,0.703
287.002,0.656
287.013,0.68
287.024,0.731
287.035,0.73
287.046,0.515
287.057,0.392
287.068,0.744
287.079,1.012
287.09,1.204
287.101,1.38
287.112,1.42
287.123,1.325
287.134,1.087
287.145,0.947
287.155,0.752
287.166,0.613
287.177,0.486
287.188,0.296
287.199,0.154
287.21,-0.009
287.221,-0.141
287.232,-0.273
287.243,-0.314
287.254,-0.389
287.265,-0.399
287.276,-0.467
287.287,-0.515
287.298,-0.542
287.309,-0.566
287.32,-0.557
287.331,-0.514
287.341,-0.457
287.352,-0.362
287.363,-0.35
287.374,-0.288
287.385,-0.231
287.396,-0.149
287.407,-0.096
287.418,-0.12
287.429,-0.158
287.44,-0.281
287.451,-0.371
287.462,-0.508
287.473,-0.574
287.484,-0.613
287.495,-0.602
287.506,-0.478
287.517,-0.325
287.527,-0.305
287.538,-0.399
287.549,-0.412
287.56,-0.269
287.571,-0.148
287.582,-0.006
287.593,0.141
287.604,0.231
287.615,0.308
287.626,0.373
287.648,0.46
287.659,0.414
287.67,0.38
287.681,0.286
287.692,0.158
287.703,-0.008
287.714,-0.143
287.724,-0.275
287.735,-0.297
287.746,-0.234
287.757,0.111
287.768,0.122
287.779,-0.145
287.79,-0.573
287.801,-0.544
287.812,-0.258
287.823,-0.112
287.834,0.012
287.845,0.045
287.856,0.05
287.867,-0.078
287.878,-0.244
287.889,-0.398
287.9,-0.382
287.91,-0.053
287.921,0.09
287.932,-0.099
287.943,-0.727
287.954,-0.815
287.965,-0.759
287.976,-0.748
287.987,-0.857
287.998,-0.849
288.009,-0.868
288.02,-1.01
288.031,-1.018
288.042,-0.922
288.053,-0.437
288.064,0.34
288.075,0.269
288.085,0.183
288.107,0.109
288.118,-0.068
288.129,0.066
288.14,-0.133
288.151,0.046
288.162,0.015
288.173,-0.046
288.184,-0.125
288.195,-0.169
288.206,-0.288
288.217,-0.353
288.228,-0.426
288.239,-0.452
288.25,-0.494
288.261,-0.363
288.271,-0.259
288.282,-0.209
288.293,-0.394
288.304,-0.877
288.315,-0.772
288.326,-0.765
288.337,-0.785
288.348,-0.742
288.359,-0.624
288.37,-0.46
288.381,-0.315
288.392,-0.127
288.403,0.014
288.414,0.158
288.425,0.22
288.436,0.231
288.447,0.234
288.457,0.154
288.468,0.119
288.479,0.018
288.49,-0.055
288.501,0.005
288.512,0.057
288.523,-0.028
288.534,-0.343
288.545,-0.437
288.556,-0.257
288.567,-0.281
288.578,-0.66
288.589,-0.808
288.6,-0.903
288.611,-0.901
288.622,-0.955
288.633,-0.9
288.643,-0.56
288.654,-0.052
288.665,-0.067
288.676,-0.123
288.687,-0.085
288.698,0.025
288.709,0.003
288.72,-0.025
288.731,-0.095
288.742,0.022
288.753,0.137
288.764,0.172
288.775,-0.262
288.786,-0.353
288.797,-0.386
288.808,-0.231
288.819,-0.244
288.829,-0.655
288.84,-0.962
288.851,-1.049
288.862,-0.853
288.873,-0.669
288.884,-0.488
288.895,-0.328
288.906,-0.185
288.917,-0.13
288.928,0.007
288.939,0.063
288.95,0.039
288.961,0.007
288.972,-0.051
288.983,-0.081
288.994,-0.118
289.005,-0.122
289.015,-0.18
289.026,-0.309
289.037,-0.447
289.048,-0.386
289.059,-0.279
289.07,-0.209
289.081,0.031
289.092,-0.153
289.103,0.349
289.114,0.677
289.125,0.902
289.136,0.937
289.147,0.937
289.158,0.887
289.169,0.771
289.18,0.605
289.191,0.437
289.201,0.267
289.212,0.16
289.223,0.048
289.234,0.026
289.245,0.147
289.256,-0.086
289.267,-0.387
289.278,-0.675
289.289,-0.572
289.3,-0.54
289.311,-0.557
289.322,-0.558
289.333,-0.531
289.344,-0.419
289.355,-0.227
289.366,0.071
289.377,0.175
289.387,0.053
289.398,0.176
289.409,0.193
289.42,0.233
289.431,0.251
289.442,0.329
289.453,0.329
289.464,0.43
289.475,0.65
289.486,0.736
289.497,0.139
289.508,-0.493
289.519,-0.412
289.552,-0.462
289.562,-0.598
289.573,-0.63
289.584,-0.599
289.595,-0.555
289.606,-0.563
289.617,-0.609
289.628,-0.586
289.639,-0.522
289.65,-0.429
289.661,-0.359
289.672,-0.25
289.683,-0.124
289.694,0.043
289.705,0.256
289.716,0.414
289.727,0.544
289.738,0.729
289.749,0.897
289.759,0.976
289.77,1.158
289.781,1.28
289.792,0.6
289.803,0.441
289.814,0.347
289.825,0.025
289.836,-0.189
289.847,-0.243
289.858,-0.326
289.869,-0.347
289.88,-0.329
289.891,-0.071
289.902,0.528
289.913,0.612
289.924,0.309
289.934,-0.344
289.945,-0.164
289.956,0.147
289.967,0.432
289.978,0.472
289.989,0.502
290.0,0.446
290.011,0.412
290.022,0.213
290.033,0.053
290.044,-0.068
290.055,-0.147
290.066,-0.248
290.077,-0.401
290.088,-0.433
290.099,-0.465
290.11,-0.495
290.12,-0.51
290.131,-0.513
290.142,-0.419
290.153,-0.128
290.164,0.25
290.175,0.363
290.186,0.431
290.197,0.496
290.208,0.527
290.219,0.5
290.23,0.482
290.241,0.427
290.252,0.316
290.263,0.45
290.274,0.433
290.285,0.696
290.296,0.704
290.306,0.595
290.317,0.223
290.328,-0.32
290.339,-0.857
290.35,-0.847
290.361,-0.762
290.372,-0.39
290.383,-0.289
290.394,-0.196
290.405,0.03
290.416,0.2
290.427,0.403
290.438,0.708
290.449,0.943
290.46,1.207
290.471,1.354
290.482,1.214
290.492,0.994
290.503,0.753
290.514,0.494
290.525,0.205
290.536,-0.041
290.547,0.094
290.558,-0.044
290.569,-0.438
290.58,-0.538
290.591,-0.521
290.602,-0.434
290.613,-0.241
290.624,0.056
290.635,0.532
290.646,0.449
290.657,0.635
290.668,0.444
290.678,0.7
290.689,0.455
290.7,0.633
290.711,0.42
290.722,0.07
290.733,-0.055
290.744,-0.053
290.755,0.079
290.766,-0.044
290.777,-0.153
290.788,-0.233
290.799,-0.29
290.81,-0.381
290.821,-0.383
290.832,-0.326
290.843,-0.233
290.854,-0.095
290.864,0.239
290.875,0.423
290.886,0.483
290.897,0.379
290.908,0.215
290.919,0.385
290.93,0.614
290.941,0.928
290.952,1.018
290.963,0.93
290.974,0.877
290.985,0.677
290.996,0.861
291.007,0.922
291.018,0.845
291.029,0.917
291.04,0.861
291.05,0.728
291.061,0.601
291.072,0.417
291.083,0.363
291.094,0.333
291.105,0.346
291.116,0.502
291.127,0.723
291.138,0.847
291.149,1.148
291.16,0.898
291.171,1.058
291.182,0.73
291.193,0.153
291.204,0.159
291.215,0.132
291.226,0.288
291.236,0.002
291.247,-0.232
291.258,-0.401
291.269,-0.38
291.28,-0.455
291.291,-0.707
291.302,-0.96
291.313,-0.754
291.324,-0.603
291.335,-0.436
291.346,-0.327
291.357,-0.167
291.368,-0.039
291.379,0.217
291.39,0.503
291.401,0.585
291.433,0.71
291.444,0.609
291.455,0.641
291.466,0.428
291.477,0.325
291.488,0.493
291.499,0.195
291.51,-0.12
291.521,-0.471
291.532,-0.731
291.543,-0.536
291.554,-0.538
291.565,-0.567
291.576,-0.513
291.587,-0.519
291.598,-0.356
291.608,-0.507
291.619,-0.739
291.63,-0.649
291.641,-0.995
291.652,-0.756
291.663,-0.581
291.674,-0.559
291.685,-0.536
291.696,-0.508
291.707,-0.459
291.718,-0.325
291.729,-0.22
291.74,-0.151
291.751,-0.155
291.762,-0.19
291.773,-0.314
291.784,-0.425
291.794,-0.541
291.805,-0.571
291.816,-0.634
291.827,-0.646
291.838,-0.673
291.849,-0.588
291.86,-0.431
291.871,-0.238
291.882,-0.239
291.893,-0.721
291.904,-0.647
291.915,-0.527
291.926,-0.675
291.937,-0.903
291.948,-1.215
291.959,-1.37
291.97,-1.433
292.068,0.354
292.079,-0.221
292.09,-0.159
292.101,-0.199
292.112,-0.378
292.123,-0.439
292.134,-0.554
292.145,-0.601
292.155,-0.67
292.166,-0.691
292.177,-0.712
292.188,-0.711
292.199,-0.72
292.21,-0.685
292.221,-0.612
292.232,-0.52
292.243,-0.425
292.254,-0.301
292.265,-0.148
292.276,-0.004
292.287,0.082
292.298,0.177
292.309,0.211
292.32,0.259
292.331,0.234
292.341,0.256
292.352,0.179
292.363,0.118
292.374,-0.006
292.385,-0.19
292.396,-0.364
292.407,-0.5
292.418,-0.626
292.429,-0.721
292.44,-0.786
292.451,-0.884
292.462,-0.938
292.473,-0.976
292.484,-0.985
292.495,-1.003
292.506,-1.013
292.517,-1.033
292.527,-0.962
292.538,-0.856
292.549,-0.578
292.56,-0.211
292.571,-0.3
292.582,-0.331
292.593,-0.231
292.604,-0.077
292.615,0.261
292.626,0.283
292.648,0.244
292.659,0.241
292.67,0.164
292.681,0.184
292.692,0.091
292.703,-0.073
292.714,-0.158
292.724,0.049
292.735,0.764
292.746,1.007
292.757,0.575
292.768,0.255
292.779,0.287
292.79,0.324
292.801,0.341
292.812,0.165
292.823,0.038
292.834,-0.096
292.845,-0.052
292.856,0.021
292.867,-0.124
292.878,-0.144
292.889,0.031
292.899,0.256
292.91,0.426
292.921,0.659
292.932,1.044
292.943,1.536
292.954,1.992
292.965,2.208
292.976,2.383
292.987,2.518
292.998,2.518
293.009,2.464
293.02,2.292
293.031,1.905
293.042,1.588
293.053,1.399
293.064,1.151
293.075,1.072
293.085,0.82
293.096,0.701
293.107,0.563
293.118,0.488
293.129,0.551
293.14,0.829
293.151,0.67
293.162,0.593
293.173,0.456
293.184,0.548
293.195,0.43
293.206,0.483
293.217,0.662
293.228,0.775
293.239,0.968
293.25,1.066
293.261,1.094
293.271,1.055
293.282,0.979
293.293,0.891
293.304,0.773
293.315,1.02
293.326,0.591
293.337,-0.042
293.348,-0.633
293.359,-0.458
293.37,-0.597
293.381,-0.688
293.392,-0.742
293.403,-0.73
293.414,-0.687
293.425,-0.63
293.436,-0.477
293.447,-0.289
293.457,-0.079
293.468,0.074
293.479,0.122
293.49,0.295
293.501,0.58
293.512,0.476
293.523,0.766
293.534,0.601
293.545,0.525
293.556,0.384
293.567,0.583
293.578,0.694
293.589,0.571
293.6,0.563
293.611,0.439
293.622,0.318
293.633,0.257
293.643,0.15
293.654,0.031
293.665,-0.053
293.676,-0.022
293.687,-0.044
293.698,-0.263
293.709,-0.379
293.72,-0.244
293.731,-0.137
293.742,-0.038
293.753,-0.009
293.764,0.068
293.775,0.266
293.786,0.408
