Depth_m,Sr
188.261,0.472
188.272,0.19
188.282,0.096
188.293,0.096
188.304,0.19
188.315,0.003
188.479,0.842
188.49,3.104
188.501,3.768
188.512,4.336
188.523,4.995
188.534,4.808
188.545,3.495
188.556,1.994
188.567,1.149
188.578,0.771
188.589,0.392
188.6,0.201
188.611,0.384
188.622,0.286
188.633,0.003
188.643,0.001
188.753,0.07
189.158,0.331
189.169,0.612
189.18,1.647
189.19,2.587
189.201,2.214
189.212,1.558
189.223,0.808
189.234,0.244
189.245,0.054
189.694,0.109
189.705,0.202
189.716,0.859
189.727,1.704
189.738,2.925
189.749,4.334
189.759,4.712
189.77,3.778
189.781,3.032
189.792,2.1
189.803,1.169
189.814,0.707
189.825,0.433
189.836,0.251
189.967,0.069
189.978,0.067
189.989,0.25
190.0,0.245
190.033,0.237
190.044,0.228
190.055,0.032
190.164,0.087
190.175,0.271
190.186,0.269
190.197,0.174
190.394,0.19
190.405,0.562
190.416,0.749
190.427,0.654
190.438,0.372
190.449,0.372
190.46,0.465
190.471,0.653
190.482,0.746
190.492,0.653
190.503,0.559
190.514,0.277
190.525,0.181
190.635,0.252
190.646,0.345
190.657,0.72
190.668,0.908
190.679,0.908
190.689,0.72
190.7,0.345
191.061,0.44
191.072,0.816
191.083,1.288
191.094,1.666
191.105,0.919
191.226,0.463
191.237,1.118
191.247,1.585
191.258,1.865
191.269,1.77
191.28,1.206
191.291,0.641
191.302,0.074
191.422,0.134
191.433,0.887
191.444,1.358
191.455,2.015
191.466,1.547
191.477,0.983
191.488,0.7
191.499,0.51
191.51,0.508
191.521,0.505
191.532,0.5
191.543,0.495
191.554,0.584
191.565,0.486
191.576,0.296
191.773,0.172
191.784,0.542
191.794,0.911
191.805,1.187
191.816,1.089
191.827,1.086
191.838,1.272
191.849,1.928
191.86,2.773
191.871,3.336
191.882,3.243
191.893,2.494
191.904,1.557
191.915,1.182
191.926,1.652
191.937,1.652
191.948,1.184
191.959,0.622
191.97,0.155
192.035,0.465
192.046,1.031
192.057,1.878
192.068,2.631
192.079,3.102
192.09,3.384
192.101,3.478
192.112,3.572
192.123,3.477
192.134,3.101
192.145,2.537
192.156,1.88
192.166,1.222
192.177,0.659
192.188,0.189
192.199,0.187
192.21,0.374
192.221,0.56
192.232,0.654
192.243,0.748
192.254,0.842
192.265,0.187
192.363,0.093
192.374,0.185
192.615,0.222
192.626,0.034
192.746,1.069
192.757,1.915
192.768,3.043
192.779,4.17
192.79,4.078
192.801,3.047
192.812,1.359
192.823,0.327
192.834,0.42
192.845,0.887
192.856,1.636
192.867,2.197
192.878,2.569
192.889,2.471
192.899,2.092
192.91,1.432
192.921,0.96
192.932,0.583
192.943,0.112
193.053,0.297
193.064,0.859
193.075,0.859
193.085,0.857
193.096,1.136
193.107,1.32
193.118,1.129
193.129,0.657
193.14,0.094
193.25,0.105
193.261,0.668
193.271,1.136
193.282,1.322
193.293,1.319
193.304,1.128
193.315,0.749
193.326,0.557
193.337,0.179
193.523,0.067
193.753,0.044
193.764,0.416
193.775,0.602
193.786,0.696
193.797,0.603
193.808,0.418
193.819,0.327
193.961,0.138
193.972,0.233
193.983,0.049
194.026,0.254
194.037,1.101
194.048,1.103
194.059,0.917
194.07,0.542
194.081,0.166
194.201,0.069
194.212,0.539
194.223,0.822
194.234,0.636
194.245,0.732
194.256,1.11
194.267,1.489
194.278,1.773
194.289,1.775
194.3,1.495
194.311,1.121
194.322,0.557
194.42,0.067
194.431,0.439
194.442,0.623
194.453,0.901
194.464,0.993
194.475,1.085
194.486,1.273
194.497,1.555
194.508,1.744
194.519,1.84
194.53,1.936
194.541,1.845
194.552,1.379
194.562,0.819
194.573,0.351
195.153,0.007
195.164,0.196
195.175,0.196
195.186,0.197
195.197,0.103
195.241,0.198
195.252,0.574
195.263,0.198
195.317,0.192
195.328,0.376
195.339,0.465
195.35,0.65
195.361,0.741
195.372,0.74
195.383,0.645
195.394,0.271
195.624,0.104
195.635,0.388
195.646,0.674
195.657,1.055
195.668,1.53
195.678,1.91
195.689,2.007
195.7,1.729
195.711,1.45
195.722,0.982
195.733,0.607
195.744,0.231
195.864,0.295
195.875,0.859
195.886,1.331
195.897,1.522
195.908,1.243
195.919,0.589
195.93,0.028
195.963,0.031
195.974,0.219
195.985,0.22
195.996,0.22
196.007,0.221
196.018,0.221
196.029,0.316
196.04,0.599
196.05,0.789
196.061,0.981
196.072,1.079
196.083,1.271
196.094,1.369
196.105,1.279
196.116,1.0
196.127,0.721
196.138,0.442
196.149,0.255
196.215,0.724
196.226,1.473
196.236,1.939
196.247,2.217
196.258,2.212
196.269,1.926
196.28,1.361
196.291,0.796
196.302,0.232
196.488,0.109
196.499,0.295
196.51,0.481
196.521,0.575
196.532,0.576
196.543,0.484
196.554,0.299
196.565,0.02
196.674,0.165
196.685,0.349
196.696,0.348
196.707,0.536
196.718,0.63
196.729,0.537
196.74,0.258
196.937,0.077
196.948,0.452
196.959,0.827
196.97,1.015
196.98,1.015
196.991,0.829
197.002,0.363
197.09,0.305
197.101,0.588
197.112,0.869
197.123,0.961
197.134,0.584
197.145,0.114
197.166,0.017
197.177,0.11
197.188,0.204
197.199,0.299
197.21,0.395
197.221,0.492
197.232,0.402
197.243,0.218
197.341,0.072
197.352,0.356
197.363,0.639
197.374,0.921
197.385,0.921
197.396,0.639
197.407,0.263
197.56,0.448
197.571,0.819
197.582,1.283
197.593,1.559
197.604,1.646
197.615,1.452
197.626,1.072
197.637,0.693
197.648,0.502
197.659,0.312
197.67,0.123
198.129,0.12
198.14,0.495
198.151,0.777
198.162,0.87
198.173,0.588
198.184,0.213
198.315,0.415
198.326,0.979
198.337,1.45
198.348,1.826
198.359,1.827
198.37,1.64
198.381,1.454
198.392,1.268
198.403,0.893
198.414,0.331
198.501,0.157
198.512,0.536
198.523,0.072
198.556,0.178
198.567,0.65
198.578,1.121
198.589,1.591
198.6,1.967
198.611,2.249
198.622,2.25
198.633,2.062
198.643,1.78
198.654,1.498
198.665,1.121
198.676,0.932
198.687,0.742
198.698,0.46
198.709,0.083
199.059,0.269
199.07,1.212
199.081,1.498
199.092,1.409
199.103,1.132
199.114,0.853
199.125,0.759
199.136,0.476
199.147,0.004
199.223,0.08
199.234,0.548
199.245,1.017
199.256,1.862
199.267,2.519
199.278,2.614
199.289,1.583
199.3,0.647
199.311,0.367
199.398,0.289
199.475,0.757
199.486,1.318
199.497,2.254
199.508,3.097
199.519,3.471
199.53,3.282
199.541,2.625
199.552,1.875
199.562,1.22
199.573,0.659
199.584,0.192
199.672,0.026
199.683,0.402
199.694,0.871
199.705,1.433
199.716,1.336
199.727,0.864
199.738,0.485
200.011,0.007
200.022,0.381
200.033,0.756
200.044,0.943
200.055,0.851
200.066,0.665
200.077,0.292
200.088,0.011
200.482,0.038
200.492,0.322
200.503,0.888
200.514,1.642
200.525,2.021
200.536,2.214
200.547,2.311
200.558,1.845
200.569,1.284
200.58,0.722
200.591,0.441
200.602,0.16
200.613,0.066
200.624,0.065
200.635,0.159
200.646,0.064
200.81,0.351
200.821,0.725
200.832,1.099
200.843,1.285
200.854,1.283
200.864,0.997
200.875,0.522
200.886,0.235
200.897,0.04
201.029,0.118
201.04,0.497
201.05,0.782
201.061,0.786
201.072,0.789
201.083,0.697
201.094,0.51
201.105,0.135
201.554,0.292
201.565,0.668
201.576,0.857
201.587,1.139
201.597,1.607
201.608,1.701
201.619,1.608
201.63,1.608
201.641,1.515
201.652,1.14
201.663,0.765
201.674,0.483
201.685,0.483
201.696,0.667
201.707,0.85
201.718,1.035
201.729,0.844
201.74,0.464
201.827,0.347
201.838,0.72
201.849,0.906
201.86,0.999
201.871,1.186
201.882,1.185
201.893,1.185
201.904,1.185
201.915,1.092
201.926,0.717
201.937,0.436
201.948,0.156
202.002,0.361
202.013,0.739
202.024,1.209
202.035,1.491
202.046,1.584
202.057,1.675
202.068,1.484
202.079,1.199
202.09,0.822
202.101,0.353
202.276,0.102
202.287,0.29
202.298,0.479
202.309,0.575
202.32,0.485
202.331,0.397
202.341,0.218
202.527,0.341
202.538,0.72
202.549,1.098
202.56,1.382
202.571,1.382
202.582,1.287
202.593,1.285
202.604,1.283
202.615,1.188
202.626,1.093
202.637,0.718
202.648,0.343
202.768,0.034
202.779,0.314
202.79,0.595
202.801,0.784
202.812,0.88
202.823,0.695
202.834,0.416
202.845,0.043
203.042,0.125
203.053,0.216
203.064,0.119
203.075,0.399
203.085,0.586
203.096,0.68
203.107,0.869
203.118,0.776
203.129,0.495
203.14,0.12
203.337,0.13
203.348,0.321
203.359,0.512
203.37,0.514
203.381,0.516
203.392,0.423
203.403,0.33
203.414,0.143
203.425,0.144
203.6,0.117
203.611,0.303
203.622,0.771
203.633,1.24
203.643,1.897
203.654,2.273
203.665,2.462
203.676,2.651
203.687,2.464
203.698,2.089
203.709,1.525
203.72,0.772
203.731,0.112
203.851,0.274
203.862,0.648
203.873,0.741
203.884,0.364
203.895,0.175
203.906,0.268
203.917,0.08
204.311,0.111
204.322,0.485
204.333,0.951
204.344,1.23
204.355,1.04
204.366,0.662
204.377,0.66
204.387,0.565
204.398,0.564
204.409,0.658
204.42,0.659
204.431,0.099
204.519,0.78
204.53,1.438
204.541,0.783
204.552,1.067
204.562,1.537
204.573,1.819
204.584,1.725
204.595,1.443
204.606,0.88
204.617,0.317
204.628,0.223
204.639,0.223
204.65,0.224
204.661,0.133
204.672,0.042
204.847,0.021
204.858,0.302
204.869,0.679
204.88,0.869
204.891,0.871
204.902,0.592
204.913,0.031
205.033,0.312
205.044,0.218
205.055,0.124
205.263,0.037
205.274,0.409
205.285,0.781
205.296,0.683
205.306,0.302
205.394,0.112
205.405,0.491
205.416,0.588
205.427,0.498
205.438,0.218
205.514,0.028
205.525,0.403
205.536,0.965
205.547,1.715
205.558,1.901
205.569,1.243
205.58,0.49
205.832,0.08
205.843,0.641
205.854,1.201
205.864,1.385
205.875,1.288
205.886,1.003
205.897,0.53
206.171,0.139
206.182,0.324
206.193,0.322
206.204,0.133
206.39,0.041
206.401,0.415
206.411,0.883
206.422,1.257
206.433,1.444
206.444,1.444
206.455,1.443
206.466,1.348
206.477,1.535
206.488,1.439
206.499,1.25
206.51,0.872
206.521,0.216
206.587,0.14
206.597,0.518
206.608,0.989
206.619,1.553
206.63,1.929
206.641,2.398
206.652,3.054
206.663,2.116
206.674,0.52
206.685,0.519
206.696,0.611
206.707,0.609
206.718,0.607
206.729,0.323
206.849,0.472
206.86,1.222
206.871,1.878
206.882,2.535
206.893,2.911
206.904,2.724
206.915,2.068
206.926,1.224
206.937,0.472
206.948,0.001
207.112,0.348
207.123,0.446
207.134,0.449
207.145,0.64
207.155,0.736
207.166,0.925
207.177,0.927
207.188,0.554
207.199,0.181
207.341,0.0
207.352,0.002
207.549,0.076
207.56,0.826
207.571,1.951
207.582,3.64
207.593,4.953
207.604,4.015
207.615,2.513
207.626,1.856
207.637,1.294
207.648,0.637
207.659,0.168
207.67,0.074
207.681,0.075
207.692,0.169
207.703,0.075
207.713,0.076
208.053,0.212
208.064,0.582
208.075,1.047
208.085,1.324
208.096,1.415
208.107,1.224
208.118,0.752
208.129,0.0
208.217,0.098
208.228,0.568
208.239,0.661
208.25,0.753
208.261,0.563
208.359,0.0
208.37,0.189
208.381,0.284
208.392,0.284
208.403,0.097
208.436,0.098
208.447,0.475
208.457,0.851
208.468,0.851
208.479,0.851
208.49,1.132
208.501,1.882
208.512,1.788
208.523,1.412
208.534,1.037
208.545,0.475
208.633,0.394
208.643,0.961
208.654,1.529
208.665,1.909
208.676,2.006
208.687,1.633
208.698,0.976
208.709,0.225
208.851,0.033
208.862,0.033
208.873,0.032
208.906,0.127
208.917,0.128
208.928,0.13
208.939,0.038
209.015,0.04
209.212,0.42
209.223,0.986
209.234,1.459
209.245,2.024
209.256,1.745
209.267,1.277
209.278,1.183
209.289,0.808
209.3,0.339
209.431,0.002
209.442,0.471
209.453,0.845
209.464,1.312
209.475,1.591
209.486,1.682
209.497,1.772
209.508,2.144
209.519,2.421
209.53,1.854
209.541,1.569
209.552,1.567
209.562,1.19
209.573,0.627
209.672,0.058
209.683,0.339
209.694,0.526
209.705,0.432
209.716,0.244
209.727,0.057
209.759,0.152
209.77,0.435
209.781,0.718
209.792,0.719
209.803,0.533
209.814,0.065
210.153,0.06
210.164,0.344
210.175,0.533
210.186,0.629
210.197,0.63
210.208,0.725
210.219,0.819
210.23,0.913
210.241,0.913
210.252,0.914
210.263,0.82
210.274,0.913
210.285,0.914
210.296,0.914
210.306,0.727
210.317,0.353
210.471,0.185
210.482,0.47
210.492,0.659
210.503,0.568
210.514,0.288
210.788,0.511
210.799,1.165
210.81,1.915
210.821,2.571
210.832,2.758
210.843,3.039
210.854,2.945
210.864,2.664
210.875,2.758
210.886,2.852
210.897,2.666
210.908,2.48
210.919,1.919
210.93,1.357
210.941,0.889
210.952,0.513
210.963,0.23
210.974,0.04
211.072,0.106
211.083,0.575
211.094,0.951
211.105,1.139
211.116,1.044
211.127,0.667
211.138,0.383
211.149,0.098
211.937,0.445
211.948,0.723
211.959,0.814
211.969,0.717
211.98,0.339
211.991,0.056
212.254,0.03
212.265,0.396
212.276,1.044
212.287,1.507
212.298,1.223
212.309,1.223
212.32,1.224
212.331,1.226
212.341,1.324
212.352,1.141
212.363,0.583
212.374,0.024
212.418,0.506
212.429,1.35
212.44,2.287
212.451,2.941
212.462,3.313
212.473,2.839
212.484,1.895
212.495,1.233
212.506,0.573
212.517,0.008
212.681,0.013
212.692,0.576
212.703,1.044
212.713,1.607
212.724,1.981
212.735,2.073
212.746,1.882
212.757,0.94
212.768,0.373
213.151,0.227
213.162,1.257
213.173,1.911
213.184,2.471
213.195,2.843
213.206,2.559
213.217,1.15
213.337,0.19
213.348,0.558
213.359,0.739
213.37,0.829
213.381,0.641
213.392,0.171
213.468,0.257
213.479,0.632
213.49,1.196
213.501,1.29
213.512,1.478
213.523,1.666
213.534,1.76
213.545,1.573
213.556,1.01
213.567,0.354
213.687,0.136
213.698,0.423
213.709,0.709
213.72,0.899
213.731,0.712
213.742,0.712
213.753,0.804
213.764,0.895
213.775,1.079
213.786,0.981
213.797,0.788
213.808,0.876
213.819,1.153
213.829,1.431
213.84,1.429
213.851,1.241
213.862,0.773
213.873,0.118
213.906,0.127
213.917,0.599
213.928,0.977
213.939,1.354
213.95,1.636
213.961,1.825
213.972,1.919
213.983,2.107
213.994,2.106
214.005,1.918
214.015,1.728
214.026,1.632
214.037,1.628
214.048,1.343
214.059,0.964
214.07,0.491
214.081,0.206
214.191,0.013
214.201,0.483
214.212,1.046
214.223,1.609
214.234,2.171
214.245,2.827
214.256,3.106
214.267,3.009
214.278,2.538
214.289,1.784
214.3,1.126
214.311,0.469
214.322,0.28
214.716,0.092
215.099,0.323
215.11,0.699
215.12,0.794
215.131,0.514
215.142,0.328
215.153,0.142
215.164,0.331
215.175,0.894
215.186,1.457
215.197,1.739
215.208,1.363
215.219,0.894
215.23,0.52
215.241,0.333
215.252,0.24
215.263,0.24
215.274,0.147
215.394,0.504
215.405,1.628
215.416,3.222
215.427,4.347
215.438,4.628
215.449,3.879
215.46,2.381
215.471,1.259
215.482,0.888
215.492,0.517
215.613,0.364
215.624,1.027
215.635,1.598
215.646,2.073
215.657,1.981
215.668,1.606
215.679,1.134
215.689,0.754
215.7,0.561
215.711,0.274
215.722,0.46
215.733,0.739
215.744,0.268
215.755,0.079
215.897,0.479
215.908,1.047
215.919,1.426
215.93,1.241
215.941,0.867
215.952,0.024
216.324,0.246
216.335,0.531
216.346,0.442
216.357,0.54
216.368,0.451
216.379,0.454
216.39,0.547
216.401,0.544
216.411,0.447
216.422,0.349
216.433,0.343
216.444,0.148
216.466,0.225
216.477,1.062
216.488,1.807
216.499,2.179
216.51,2.273
216.521,1.993
216.532,1.058
216.652,0.037
216.663,0.037
216.948,0.115
216.959,0.485
216.97,0.949
216.98,1.226
216.991,1.505
217.002,1.691
217.013,1.971
217.024,1.971
217.035,1.502
217.046,0.848
217.057,0.194
217.243,0.257
217.254,0.543
217.265,0.736
217.276,0.741
217.287,0.744
217.298,0.651
217.309,0.556
217.32,0.271
217.484,0.087
217.495,0.095
217.506,0.195
217.517,0.198
217.528,0.107
217.538,0.013
217.604,0.105
217.615,0.104
217.626,0.197
217.637,0.196
217.648,0.289
217.659,0.287
217.67,0.287
217.681,0.381
217.692,0.476
217.703,0.57
217.714,0.665
217.724,0.571
217.735,0.664
217.746,0.944
217.757,0.942
217.768,0.377
217.823,0.268
217.834,0.453
217.845,0.544
217.856,0.448
217.954,0.068
218.173,0.077
218.184,0.357
218.195,0.449
218.206,0.54
218.217,0.443
218.228,0.44
218.239,0.345
218.25,0.251
218.261,0.256
218.271,0.357
218.282,0.273
218.293,0.001
218.49,0.661
218.501,1.223
218.512,1.878
218.523,2.346
218.534,2.626
218.545,1.969
218.556,0.75
218.567,0.377
218.578,0.099
218.906,0.319
218.917,0.974
218.928,1.441
218.939,1.626
218.95,1.529
218.961,1.432
219.037,0.204
219.048,0.485
219.059,0.674
219.07,0.675
219.081,0.958
219.092,0.959
219.103,0.49
219.18,0.037
219.191,0.697
219.201,1.262
219.212,1.547
219.223,1.268
219.234,0.802
219.245,1.367
219.256,2.026
219.267,2.59
219.278,2.966
219.289,3.153
219.3,2.967
219.311,2.408
219.322,1.568
219.376,0.448
219.53,0.268
219.541,0.731
219.552,1.476
219.562,2.314
219.573,2.871
219.584,3.054
219.595,2.675
219.606,2.015
219.617,1.45
219.628,0.698
219.639,0.04
219.727,0.123
219.738,0.965
219.749,1.9
219.759,2.74
219.77,3.205
219.781,3.203
219.792,2.827
219.803,2.451
219.814,1.888
219.825,1.325
219.836,0.951
219.847,0.578
219.858,0.205
220.186,0.79
220.197,1.731
220.208,2.672
220.219,3.329
220.23,3.328
220.241,2.482
220.252,1.353
220.263,0.411
220.405,0.207
220.416,0.583
220.427,0.678
220.438,0.585
220.449,0.209
220.635,0.007
220.646,0.194
220.657,0.381
220.668,0.473
220.679,0.564
220.689,0.561
220.7,0.371
220.711,0.276
220.722,0.182
220.832,0.181
220.843,0.652
220.854,0.935
220.864,1.03
220.875,0.843
220.886,0.656
220.897,0.469
220.908,0.376
220.919,0.19
220.93,0.097
220.952,0.004
220.963,0.098
220.974,0.098
220.985,0.098
221.072,0.282
221.083,0.753
221.094,1.226
221.105,1.322
221.116,1.325
221.127,1.328
221.138,1.05
221.149,0.583
221.269,0.022
221.28,0.209
221.291,0.395
221.302,0.77
221.313,0.957
221.324,0.957
221.335,1.145
221.346,1.708
221.357,2.084
221.368,1.992
221.379,2.277
221.39,2.281
221.401,2.099
221.412,1.543
221.422,0.706
221.805,0.224
221.816,0.509
221.827,0.702
221.838,0.707
221.849,0.618
221.86,0.338
222.134,0.174
222.298,0.296
222.309,0.764
222.32,1.137
222.331,1.416
222.341,1.882
222.352,2.161
222.363,2.252
222.374,2.063
222.385,1.689
222.396,1.223
222.407,0.851
222.418,0.573
222.429,0.294
222.44,0.297
222.451,0.204
222.462,0.11
222.473,0.11
222.484,0.109
222.495,0.014
222.517,0.013
222.528,0.201
222.538,0.577
222.549,1.707
222.56,2.275
222.571,2.094
222.582,1.915
222.593,1.548
222.604,1.555
222.615,2.031
222.626,1.943
222.637,1.573
222.648,1.108
222.659,0.455
222.79,0.271
222.801,0.364
222.812,0.269
222.823,0.078
222.976,0.375
222.987,0.659
222.998,0.751
223.009,0.559
223.02,0.179
223.096,0.443
223.107,1.1
223.118,1.289
223.129,0.822
223.14,0.356
223.195,0.091
223.206,0.186
223.217,0.091
223.228,0.184
223.239,0.558
223.25,0.839
223.261,0.932
223.271,0.838
223.282,0.745
223.293,0.557
223.304,0.65
223.315,1.024
223.326,1.398
223.337,1.865
223.348,2.052
223.359,1.77
223.37,1.489
223.381,1.209
223.392,1.024
223.403,0.933
223.414,1.124
223.425,1.315
223.436,1.224
223.447,1.039
223.457,0.666
223.468,0.198
223.479,0.104
223.49,0.198
223.501,0.385
223.512,0.291
223.523,0.195
223.753,0.021
223.764,0.49
223.775,0.772
223.786,0.772
223.797,0.023
223.972,0.032
223.983,0.125
223.994,0.031
224.005,0.03
224.015,0.03
224.256,0.124
224.267,0.589
224.278,0.585
224.453,0.107
224.464,0.577
224.475,0.952
224.486,1.14
224.497,1.233
224.508,1.139
224.519,0.858
224.53,0.296
224.639,0.683
224.65,1.24
224.661,1.325
224.672,1.784
224.683,1.682
224.694,1.207
224.705,1.108
224.716,1.198
224.727,1.101
224.738,0.818
224.749,0.535
224.759,0.159
224.891,0.031
224.902,0.03
225.088,0.088
225.099,1.03
225.11,1.315
225.121,1.696
225.131,2.264
225.142,2.833
225.153,2.84
225.164,2.47
225.175,1.818
225.186,1.071
225.197,0.417
225.569,0.195
225.58,0.573
225.591,0.762
225.602,0.951
225.613,0.952
225.624,0.859
225.635,0.483
225.646,0.107
225.744,0.375
225.755,0.847
225.766,1.506
225.777,2.167
225.788,2.64
225.799,2.643
225.81,2.176
225.821,1.521
225.832,0.582
226.007,0.032
226.018,0.222
226.029,0.225
226.04,0.041
226.116,0.152
226.127,0.248
226.138,0.062
226.269,0.174
226.28,0.27
226.291,0.46
226.302,0.838
226.313,1.309
226.324,1.873
226.335,2.343
226.346,2.531
226.357,2.249
226.368,1.873
226.379,1.121
226.39,0.368
226.641,0.165
226.652,0.537
226.663,1.003
226.674,1.468
226.685,1.747
226.696,0.806
226.783,0.247
226.794,0.53
226.805,0.72
226.816,0.815
226.827,0.91
226.838,0.91
226.849,0.817
226.86,0.723
226.871,0.722
226.882,0.721
226.893,0.624
226.904,0.339
226.937,0.049
226.948,0.423
226.959,0.891
226.97,1.267
226.98,1.455
226.991,1.268
227.002,1.081
227.013,0.8
227.024,0.707
227.035,0.801
227.046,1.176
227.057,1.083
227.068,0.145
227.166,0.175
227.177,0.175
227.188,0.081
227.407,0.558
227.418,1.31
227.429,2.062
227.44,3.191
227.451,3.851
227.462,3.196
227.473,1.882
227.484,1.599
227.495,1.035
227.506,0.471
227.604,0.644
227.615,1.676
227.626,2.427
227.637,2.802
227.648,2.521
227.659,1.959
227.67,1.117
227.681,0.555
227.692,0.275
227.703,0.088
227.713,0.088
227.724,0.462
227.735,1.117
227.746,2.241
227.757,2.52
227.768,2.33
227.779,1.859
227.79,1.388
227.801,0.918
227.812,0.261
227.943,0.224
227.954,0.882
227.965,0.975
227.976,0.974
227.987,0.692
227.998,0.317
228.195,0.035
228.206,0.127
228.217,0.031
228.381,0.136
228.392,0.416
228.403,0.508
228.414,0.693
228.425,0.596
228.436,0.03
228.6,0.149
228.611,0.431
228.622,0.712
228.633,0.804
228.643,0.333
228.654,0.049
228.84,0.135
228.851,0.417
228.862,0.793
228.873,1.169
228.884,1.45
228.895,1.635
228.906,1.632
228.917,1.253
228.928,0.779
228.939,0.21
229.114,0.035
229.125,0.225
229.136,0.13
229.147,0.127
229.158,0.029
229.201,0.005
229.223,0.083
229.355,0.414
229.366,0.978
229.376,1.355
229.387,0.888
229.398,0.702
229.409,0.518
229.42,0.334
229.431,0.244
229.617,0.17
229.628,0.733
229.639,0.827
229.65,0.825
229.661,0.632
229.672,0.344
229.683,0.055
229.792,0.125
229.803,0.409
229.814,1.911
229.825,4.351
229.836,5.291
229.847,4.916
229.858,4.072
229.869,2.571
229.88,0.976
230.044,0.312
230.055,0.687
230.066,0.875
230.077,0.782
230.088,0.219
230.197,0.991
230.208,2.123
230.219,1.751
230.23,1.661
230.285,1.57
230.296,1.572
230.306,1.666
230.317,1.854
230.328,1.666
230.339,1.29
230.35,0.821
230.361,0.352
230.514,0.004
230.525,0.196
230.536,0.202
230.547,0.115
230.558,0.028
230.755,0.126
230.766,0.036
231.007,0.413
231.018,0.414
231.029,0.133
231.127,0.016
231.138,0.11
231.149,0.204
231.16,0.205
231.171,0.207
231.182,0.302
231.193,0.398
231.204,0.588
231.215,0.685
231.226,0.689
231.236,0.786
231.247,0.696
231.258,0.51
231.269,0.324
231.28,0.136
231.291,0.136
231.302,0.135
231.313,0.133
231.324,0.223
231.335,0.313
231.346,0.309
231.357,0.116
231.488,0.018
