Depth,S
1980.535,11.527
1980.545,10.893
1980.555,11.721
1980.565,13.338
1980.575,14.702
1980.585,16.058
1980.615,17.118
1980.625,17.063
1980.635,15.985
1980.645,14.796
1980.655,13.979
1980.665,13.631
1980.675,14.112
1980.685,15.772
1980.695,16.849
1980.705,17.118
1980.715,16.992
1980.725,16.701
1980.735,16.611
1980.745,16.87
1980.755,17.299
1980.765,18.669
1980.775,20.005
1980.785,21.011
1980.795,20.59
1980.805,20.219
1980.815,20.271
1980.825,21.357
1980.835,22.758
1980.845,23.168
1980.855,23.132
1980.865,21.434
1980.875,19.057
1980.885,16.623
1980.895,14.482
1980.905,12.205
1980.915,11.033
1980.925,10.813
1980.935,11.991
1980.945,13.377
1980.955,15.116
1980.965,16.577
1980.975,16.223
1980.985,15.242
1980.995,13.784
1981.005,12.86
1981.015,12.17
1981.025,12.02
1981.035,13.44
1981.045,15.103
1981.055,16.015
1981.065,17.011
1981.075,18.556
1981.085,18.875
1981.095,18.696
1981.105,17.973
1981.115,17.653
1981.125,17.643
1981.135,18.235
1981.145,19.481
1981.155,21.555
1981.165,23.029
1981.175,23.937
1981.185,24.728
1981.195,22.524
1981.205,19.006
1981.215,15.479
1981.225,13.133
1981.235,12.72
1981.245,12.95
1981.255,14.079
1981.265,15.141
1981.275,15.614
1981.285,16.114
1981.295,16.385
1981.305,16.485
1981.315,15.524
1981.325,14.28
1981.335,13.845
1981.345,13.868
1981.355,14.407
1981.365,15.391
1981.375,16.61
1981.385,16.875
1981.395,17.223
1981.405,17.287
1981.415,15.34
1981.425,13.769
1981.435,13.002
1981.445,13.286
1981.455,14.096
1981.465,15.23
1981.475,16.803
1981.485,17.333
1981.495,17.929
1981.505,17.599
1981.515,15.784
1981.525,13.469
1981.535,12.064
1981.545,11.008
1981.555,10.73
1981.565,11.15
1981.575,11.972
1981.585,12.593
1981.595,12.751
1981.605,12.46
1981.615,12.251
1981.625,12.288
1981.635,12.892
1981.645,14.066
1981.655,14.968
1981.665,15.638
1981.675,16.839
1981.685,17.261
1981.695,15.334
1981.705,12.884
1981.715,12.334
1981.725,12.277
1981.735,13.197
1981.745,14.376
1981.755,16.322
1981.765,18.77
1981.775,20.864
1981.785,21.012
1981.795,19.541
1981.805,17.957
1981.815,16.637
1981.825,15.89
1981.835,16.683
1981.845,16.937
1981.855,17.663
1981.865,18.81
1981.875,19.007
1981.885,18.473
1981.895,16.589
1981.905,15.486
1981.915,14.565
1981.925,13.072
1981.935,12.0
1981.945,11.711
1981.955,11.294
1981.965,12.042
1981.975,12.786
1981.985,13.148
1981.995,14.419
1982.005,15.08
1982.015,15.945
1982.025,17.56
1982.035,19.32
1982.045,20.247
1982.055,19.249
1982.065,16.991
1982.075,14.544
1982.085,12.878
1982.095,11.547
1982.105,11.44
1982.115,11.744
1982.125,12.19
1982.135,13.734
1982.145,14.648
1982.155,15.687
1982.165,15.745
1982.175,14.82
1982.185,14.374
1982.195,13.925
1982.205,13.72
1982.215,14.635
1982.225,15.186
1982.235,15.491
1982.245,15.986
1982.255,16.488
1982.265,16.488
1982.275,16.617
1982.285,16.748
1982.295,16.541
1982.305,16.568
1982.315,16.889
1982.325,17.115
1982.335,17.209
1982.345,17.555
1982.355,18.4
1982.365,18.33
1982.375,17.437
1982.385,17.342
1982.395,19.125
1982.405,21.53
1982.415,23.662
1982.425,24.966
1982.435,26.089
1982.445,25.756
1982.455,25.04
1982.465,24.476
1982.475,23.711
1982.485,21.551
1982.495,17.915
1982.505,14.844
1982.515,13.23
1982.525,13.231
1982.535,13.446
1982.545,13.655
1982.555,14.608
1982.565,15.379
1982.575,15.782
1982.585,15.758
1982.595,15.588
1982.605,15.958
1982.615,17.25
1982.625,19.096
1982.635,22.288
1982.655,25.731
1982.665,27.465
1982.675,26.916
1982.685,24.826
1982.695,20.903
1982.705,17.661
1982.715,15.746
1982.725,14.971
1982.735,16.027
1982.745,17.152
1982.755,17.966
1982.765,18.202
1982.775,17.317
1982.785,16.305
1982.795,15.646
1982.805,16.11
1982.815,17.964
1982.825,19.959
1982.835,21.992
1982.845,24.178
1982.855,24.254
1982.865,22.621
1982.875,20.197
1982.885,17.739
1982.895,15.59
1982.945,13.595
1982.955,13.001
1982.965,13.403
1982.975,13.857
1982.985,15.651
1982.995,17.021
1983.005,16.855
1983.015,16.252
1983.025,15.214
1983.035,14.219
1983.045,13.874
1983.055,14.109
1983.065,15.111
1983.075,16.594
1983.085,17.904
1983.095,18.25
1983.105,17.461
1983.115,15.724
1983.125,12.814
1983.135,11.334
1983.145,10.492
1983.155,10.447
1983.165,11.089
1983.175,11.88
1983.185,13.273
1983.195,14.487
1983.205,15.944
1983.215,17.126
1983.225,17.56
1983.255,17.053
1983.265,15.728
1983.275,14.256
1983.285,13.117
1983.295,12.335
1983.305,12.242
1983.315,12.705
1983.325,13.753
1983.335,15.048
1983.345,16.381
1983.355,17.084
1983.365,17.09
1983.375,16.949
1983.385,16.113
1983.395,14.518
1983.405,13.094
1983.415,12.623
1983.425,12.963
1983.435,14.134
1983.445,16.037
1983.455,17.712
1983.465,18.853
1983.475,20.57
1983.485,20.791
1983.495,19.617
1983.505,15.557
1983.515,10.175
1983.525,8.231
1983.535,10.472
1983.545,10.963
1983.555,11.257
1983.565,12.018
1983.575,12.25
1983.585,13.185
1983.595,15.332
1983.605,16.9
1983.615,17.337
1983.625,16.941
1983.635,16.302
1983.645,12.882
1983.655,11.139
1983.665,16.373
1983.675,22.03
1983.685,24.701
1983.695,25.359
1983.705,24.064
1983.715,22.392
1983.725,20.662
1983.735,18.743
1983.745,16.359
1983.755,14.181
1983.765,13.516
1983.775,13.323
1983.785,13.784
1983.795,14.332
1983.805,14.56
1983.815,15.957
1983.825,16.899
1983.835,16.596
1983.845,16.35
1983.855,16.267
1983.865,15.004
1983.875,14.011
1983.885,14.541
1983.895,15.643
1983.905,17.313
1983.915,20.527
1983.925,23.847
1983.935,27.376
1983.945,31.328
1983.955,31.784
1983.965,29.458
1983.975,25.649
1983.985,21.638
1983.995,18.755
1984.005,17.456
1984.015,18.121
1984.025,19.566
1984.035,20.956
1984.045,21.486
1984.055,21.102
1984.065,19.532
1984.075,17.838
1984.085,15.996
1984.095,14.594
1984.105,13.457
1984.115,12.54
1984.125,12.972
1984.135,13.392
1984.145,13.62
1984.155,13.316
1984.165,12.492
1984.175,11.677
1984.185,11.551
1984.195,12.255
1984.205,12.692
1984.215,13.95
1984.225,16.09
1984.235,17.758
1984.245,18.999
1984.255,19.07
1984.265,17.365
1984.275,14.82
1984.285,12.903
1984.295,12.74
1984.305,13.731
1984.315,15.082
1984.325,16.557
1984.335,18.732
1984.345,18.954
1984.355,17.616
1984.365,15.615
1984.375,14.286
1984.385,13.879
1984.395,14.672
1984.405,15.893
1984.415,17.177
1984.425,19.82
1984.435,22.687
1984.445,23.254
1984.455,22.434
1984.465,20.463
1984.475,19.089
1984.485,18.091
1984.495,18.04
1984.505,19.351
1984.515,19.23
1984.525,17.661
1984.535,15.461
1984.545,13.484
1984.555,12.741
1984.565,13.099
1984.575,14.255
1984.585,15.838
1984.595,15.735
1984.605,14.839
1984.615,14.297
1984.625,13.464
1984.635,11.903
1984.645,10.771
1984.655,10.6
1984.665,11.392
1984.675,12.364
1984.685,13.688
1984.695,15.4
1984.705,17.386
1984.715,19.225
1984.725,19.749
1984.735,19.075
1984.745,18.467
1984.755,17.793
1984.765,17.498
1984.775,17.404
1984.785,18.481
1984.795,19.935
1984.805,21.06
1984.815,22.186
1984.825,22.189
1984.835,20.515
1984.845,17.76
1984.855,16.459
1984.865,17.091
1984.875,19.336
1984.885,22.321
1984.895,24.411
1984.905,25.813
1984.915,25.415
1984.925,24.404
1984.935,24.826
1984.945,26.81
1984.955,28.206
1984.965,29.853
1984.975,30.523
1984.985,28.487
1984.995,25.363
1985.005,22.218
1985.015,20.539
1985.025,18.985
1985.035,18.8
1985.045,19.4
1985.055,20.517
1985.065,22.669
1985.075,25.481
1985.085,27.652
1985.095,26.839
1985.105,24.111
1985.115,21.931
1985.125,20.433
1985.135,19.079
1985.145,19.324
1985.155,21.284
1985.165,22.378
1985.175,22.024
1985.185,19.529
1985.195,16.378
1985.205,12.951
1985.215,9.422
1985.225,7.344
1985.235,20.577
1985.245,24.264
1985.255,25.931
1985.265,28.109
1985.275,25.003
1985.285,21.398
1985.295,20.63
1985.305,20.531
1985.315,23.031
1985.325,25.412
1985.335,27.787
1985.345,29.648
1985.355,29.859
1985.365,28.622
1985.375,26.543
1985.385,25.248
1985.395,22.65
1985.405,20.49
1985.415,20.464
1985.425,20.449
1985.435,20.657
1985.445,20.614
1985.455,19.734
1985.465,19.156
1985.475,18.913
1985.485,18.451
1985.495,18.446
1985.505,19.27
1985.515,20.049
1985.525,20.241
1985.535,20.459
1985.545,21.022
1985.555,20.712
1985.565,19.57
1985.575,18.791
1985.585,19.65
1985.595,20.315
1985.605,20.146
1985.615,18.998
1985.625,17.359
1985.635,15.305
1985.645,13.385
1985.655,12.411
1985.665,12.073
1985.675,12.063
1985.685,12.443
1985.695,12.529
1985.705,12.145
1985.715,11.157
1985.725,10.415
1985.735,10.449
1985.745,10.686
1985.755,11.134
1985.765,12.315
1985.775,14.364
1985.785,16.739
1985.795,18.063
1985.805,17.566
1985.815,16.041
1985.825,15.187
1985.835,14.947
1985.845,15.451
1985.855,16.39
1985.865,18.061
1985.875,19.148
1985.885,19.048
1985.895,18.865
1985.905,18.288
1985.915,16.813
1985.925,15.018
1985.935,13.769
1985.945,12.518
1985.955,11.604
1985.965,11.408
1985.975,11.605
1985.985,11.807
1985.995,12.082
1986.005,13.025
1986.015,13.513
1986.025,13.651
1986.035,13.524
1986.045,13.035
1986.055,12.792
1986.065,12.184
1986.075,11.882
1986.085,12.362
1986.095,13.106
1986.105,13.864
1986.115,14.891
1986.125,15.833
1986.135,15.673
1986.165,15.387
1986.175,14.451
1986.185,13.904
1986.195,14.084
1986.205,14.834
1986.215,16.756
1986.225,18.97
1986.235,19.919
1986.245,20.662
1986.255,20.952
1986.265,20.837
1986.275,20.58
1986.285,19.527
1986.295,19.34
1986.305,20.194
1986.315,21.97
1986.325,23.887
1986.335,25.117
1986.345,25.828
1986.355,26.071
1986.365,24.952
1986.375,23.992
1986.385,24.655
1986.395,25.3
1986.405,25.679
1986.415,25.537
1986.425,24.053
1986.435,22.564
1986.445,21.87
1986.455,20.762
1986.465,19.41
1986.475,18.745
1986.485,18.686
1986.495,18.623
1986.505,17.984
1986.515,16.933
1986.525,16.161
1986.535,14.694
1986.545,13.96
1986.555,14.372
1986.565,14.74
1986.575,16.095
1986.585,17.527
1986.595,18.911
1986.605,20.688
1986.615,21.793
1986.625,20.831
1986.635,19.604
1986.645,19.697
1986.655,18.309
1986.665,16.817
1986.675,16.287
1986.685,16.18
1986.695,16.09
1986.705,16.009
1986.715,15.89
1986.725,15.97
1986.735,15.916
1986.745,15.61
1986.755,17.02
1986.765,18.663
1986.775,20.365
1986.785,22.998
1986.795,25.172
1986.805,24.335
1986.815,21.089
1986.825,19.27
1986.835,18.121
1986.845,17.566
1986.855,17.495
1986.865,18.717
1986.875,19.34
1986.885,19.015
1986.895,17.605
1986.905,15.408
1986.915,13.132
1986.925,11.069
1986.935,10.055
1986.945,9.63
1986.955,9.78
1986.965,9.787
1986.975,9.549
1986.985,9.87
1986.995,10.441
1987.005,11.455
1987.015,12.093
1987.025,12.609
1987.035,12.651
1987.045,12.639
1987.055,12.376
1987.065,12.974
1987.075,13.873
1987.085,14.986
1987.095,15.648
1987.105,15.586
1987.115,14.91
1987.125,14.288
1987.135,14.067
1987.145,14.984
1987.155,16.859
1987.165,18.592
1987.175,20.155
1987.185,22.353
1987.195,22.475
1987.205,19.781
1987.215,16.017
1987.225,13.512
1987.235,12.462
1987.245,12.299
1987.255,12.928
1987.265,13.889
1987.275,14.859
1987.285,15.287
1987.295,15.191
1987.305,13.64
1987.315,12.116
1987.325,11.918
1987.335,12.317
1987.345,13.575
1987.355,14.909
1987.365,16.184
1987.375,16.393
1987.385,16.476
1987.395,16.047
1987.405,15.155
1987.415,13.865
1987.425,12.963
1987.435,13.592
1987.445,14.272
1987.455,14.83
1987.465,15.859
1987.475,16.802
1987.485,18.168
1987.495,18.654
1987.505,18.774
1987.515,18.22
1987.525,18.662
1987.535,20.852
1987.545,22.619
1987.555,24.266
1987.565,25.825
1987.575,25.669
1987.585,23.77
1987.595,22.164
1987.605,20.229
1987.615,17.696
1987.625,16.111
1987.635,15.285
1987.645,15.69
1987.655,15.767
1987.665,15.587
1987.675,15.475
1987.685,15.149
1987.695,15.255
1987.705,15.314
1987.715,15.327
1987.725,15.598
1987.735,16.414
1987.745,17.66
1987.755,19.096
1987.765,21.461
1987.775,23.135
1987.785,22.915
1987.795,21.557
1987.805,20.493
1987.815,19.184
1987.825,18.41
1987.835,19.768
1987.845,21.177
1987.855,21.393
1987.865,19.874
1987.875,17.289
1987.885,15.025
1987.895,13.63
1987.905,13.419
1987.915,14.185
1987.925,15.539
1987.935,17.784
1987.945,19.677
1987.955,20.282
1987.965,20.484
1987.975,19.401
1987.985,17.608
1987.995,15.886
1988.005,14.502
1988.015,14.087
1988.025,14.71
1988.035,16.501
1988.045,18.7
1988.055,20.395
1988.065,21.271
1988.075,20.695
1988.085,18.879
1988.095,16.157
1988.105,14.608
1988.115,14.841
1988.125,15.805
1988.135,16.814
1988.145,18.149
1988.155,19.278
1988.165,19.395
1988.175,18.774
1988.185,18.968
1988.195,19.979
1988.205,21.5
1988.215,24.843
1988.225,25.78
1988.235,24.971
1988.245,24.115
1988.255,23.125
1988.265,22.177
1988.275,22.206
1988.285,22.815
1988.295,23.039
1988.305,21.566
1988.315,20.095
1988.325,18.398
1988.335,17.506
1988.345,17.09
1988.355,16.96
1988.365,16.74
1988.375,16.543
1988.385,15.445
1988.395,14.544
1988.405,13.858
1988.415,13.71
1988.425,13.813
1988.435,14.865
1988.445,16.655
1988.455,18.866
1988.465,19.767
1988.475,19.469
1988.485,18.118
1988.495,16.029
1988.505,14.305
1988.515,12.442
1988.525,11.092
1988.535,10.611
1988.545,10.453
1988.555,10.642
1988.565,11.53
1988.575,12.974
1988.585,13.916
1988.595,14.066
1988.605,13.953
1988.615,13.483
1988.625,12.921
1988.635,12.459
1988.645,13.284
1988.655,14.947
1988.665,16.282
1988.675,17.239
1988.685,17.779
1988.695,18.688
1988.705,19.148
1988.715,19.304
1988.725,19.326
1988.735,18.074
1988.745,16.506
1988.755,15.906
1988.765,16.083
1988.775,17.154
1988.785,18.724
1988.795,21.277
1988.805,23.359
1988.815,23.943
1988.825,23.34
1988.835,21.184
1988.845,18.558
1988.855,16.244
1988.865,15.027
1988.875,14.887
1988.885,14.933
1988.895,14.601
1988.905,13.535
1988.915,12.686
1988.925,12.587
1988.935,12.203
1988.945,12.062
1988.955,12.161
1988.965,12.574
1988.975,12.739
1988.985,12.989
1988.995,13.367
1989.005,13.508
1989.015,13.409
1989.025,14.045
1989.035,15.296
1989.045,16.182
1989.055,16.826
1989.065,17.389
1989.075,16.359
1989.085,14.367
1989.095,12.506
1989.105,10.638
1989.115,9.976
1989.125,10.812
1989.135,11.595
1989.145,11.547
1989.155,11.408
1989.165,10.952
1989.175,10.673
1989.185,10.533
1989.195,11.105
1989.205,11.634
1989.215,12.632
1989.225,13.19
1989.235,13.296
1989.245,13.121
1989.255,12.639
1989.265,11.75
1989.275,10.402
1989.285,9.669
1989.295,9.807
1989.305,10.327
1989.315,11.04
1989.325,12.662
1989.335,14.79
1989.345,17.28
1989.355,19.942
1989.365,22.103
1989.375,22.884
1989.385,22.515
1989.395,21.207
1989.405,19.197
1989.415,17.326
1989.425,16.263
1989.435,16.346
1989.445,16.964
1989.455,17.338
1989.465,17.887
1989.475,19.0
1989.485,19.078
1989.495,19.151
1989.505,18.851
1989.515,20.132
1989.525,21.98
1989.535,22.871
1989.545,22.866
1989.555,21.597
1989.565,19.885
1989.575,18.525
1989.585,18.456
1989.595,18.74
1989.605,19.023
1989.615,19.272
1989.625,19.073
1989.635,18.054
1989.645,17.145
1989.655,16.183
1989.665,15.1
1989.675,14.504
1989.685,15.406
1989.695,16.936
1989.705,18.06
1989.715,18.886
1989.725,19.032
1989.735,18.652
1989.745,18.913
1989.755,19.258
1989.765,20.409
1989.775,21.445
1989.785,22.314
1989.795,22.996
1989.805,23.142
1989.815,21.443
1989.825,18.818
1989.835,16.495
1989.845,15.359
1989.855,15.193
1989.865,15.205
1989.875,16.018
1989.885,17.126
1989.895,17.797
1989.905,16.986
1989.915,14.696
1989.925,13.369
1989.935,13.064
1989.945,12.972
1989.955,14.315
1989.965,14.962
1989.975,15.261
1989.985,15.096
1989.995,14.086
1990.005,13.518
1990.015,13.486
1990.025,12.87
1990.035,12.4
1990.045,13.369
1990.055,15.007
1990.065,16.601
1990.075,17.349
1990.085,17.615
1990.095,17.437
1990.105,16.438
1990.115,15.979
1990.125,16.053
1990.135,16.793
1990.145,19.121
1990.155,21.808
1990.165,23.741
1990.175,25.503
1990.185,25.567
1990.195,24.195
1990.205,20.684
1990.215,17.254
1990.225,13.218
1991.235,7.867
1991.245,9.164
1991.255,11.412
1991.265,13.1
1991.275,14.292
1991.285,14.473
1991.295,13.826
1991.315,12.193
1991.325,11.613
1991.335,12.478
1991.345,14.44
1991.355,15.232
1991.365,16.053
1991.375,16.946
1991.385,16.76
1991.395,15.107
1991.405,14.171
1991.415,13.429
1991.425,13.047
1991.435,12.228
1991.445,12.678
1991.455,13.145
1991.465,15.557
1991.475,17.281
1991.485,17.622
1991.495,18.605
1991.505,16.651
1991.515,14.176
1991.525,12.673
1991.535,11.821
1991.545,11.163
1991.555,10.556
1991.565,10.806
1991.575,11.055
1991.585,11.236
1991.595,12.321
1991.605,13.611
1991.615,15.346
1991.625,16.087
1991.635,16.517
1991.645,16.364
1991.655,16.571
1991.665,17.574
1991.675,18.91
1991.685,18.41
1991.695,16.199
1991.705,14.425
1991.715,12.752
1991.725,10.741
1991.735,9.765
1991.745,10.06
1991.755,10.499
1991.765,10.985
1991.775,11.444
1991.785,11.788
1991.795,12.121
1991.805,12.343
1991.815,12.518
1991.825,13.817
1991.835,15.191
1991.845,16.557
1991.855,16.719
1991.865,16.811
1991.875,16.559
1991.885,15.833
1991.895,14.956
1991.905,14.957
1991.915,14.648
1991.925,15.27
1991.935,16.183
1991.945,16.341
1991.955,17.219
1991.965,18.342
1991.975,19.146
1991.985,19.464
1991.995,20.901
1992.005,22.248
1992.015,22.572
1992.025,21.448
1992.035,20.552
1992.045,20.786
1992.055,21.897
1992.065,22.649
1992.075,24.016
1992.085,24.294
1992.095,24.083
1992.105,22.318
1992.115,18.807
1992.125,16.613
1992.135,15.845
1992.145,15.48
1992.155,16.451
1992.165,20.003
1992.175,21.6
1992.185,22.015
1992.195,22.08
1992.205,20.68
1992.215,20.691
1992.225,20.14
1992.235,18.918
1992.245,18.966
1992.255,17.28
1992.265,16.558
1992.275,16.801
1992.285,16.712
1992.295,17.094
1992.305,16.268
1992.315,15.539
1992.325,15.293
1992.335,14.978
1992.345,14.773
1992.355,14.068
1992.365,14.032
1992.375,15.215
1992.385,16.295
1992.395,18.229
1992.405,20.248
1992.415,21.889
1992.425,22.942
1992.435,24.011
1992.445,23.241
1992.455,21.815
1992.465,20.156
1992.475,19.897
1992.485,19.862
1992.495,20.61
1992.505,20.636
1992.515,21.425
1992.525,22.672
1992.535,22.957
1992.545,23.152
1992.555,23.59
1992.565,21.608
1992.575,18.201
1992.585,14.864
1992.595,13.556
1992.605,14.122
1992.615,14.631
1992.625,15.097
1992.635,15.509
1992.645,15.398
1992.655,15.916
1992.715,15.855
1992.725,16.054
1992.735,15.381
1992.745,15.083
1992.775,15.168
1992.785,15.621
1992.795,17.024
1992.805,19.245
1992.815,20.646
1992.825,20.527
1992.835,20.619
1992.845,20.608
1992.855,19.653
1992.865,21.75
1992.875,23.403
1992.885,23.102
1992.895,22.071
1992.905,20.277
1992.915,18.501
1992.925,17.712
1992.935,17.666
1992.945,18.238
1992.955,19.389
1992.965,21.779
1992.975,21.192
1992.985,20.504
1992.995,18.209
1993.005,15.313
1993.015,13.532
1993.025,12.291
1993.035,10.511
1993.045,9.685
1993.055,10.114
1993.065,10.182
1993.075,11.021
1993.085,12.79
1993.095,13.883
1993.105,13.588
1993.115,11.869
1993.125,10.607
1993.135,10.789
1993.145,11.186
1993.155,11.953
1993.165,13.214
1993.175,14.269
1993.185,14.969
1993.195,15.416
1993.205,15.634
1993.215,14.97
1993.225,13.462
1993.235,13.421
1993.245,12.925
1993.255,13.047
1993.265,12.925
1993.275,13.094
1993.285,14.359
1993.295,15.411
1993.305,17.023
1993.315,18.302
1993.325,17.243
1993.335,16.782
1993.345,16.174
1993.355,14.912
1993.365,13.046
1993.375,11.869
1993.385,11.972
1993.395,11.649
1993.405,12.171
1993.415,13.216
1993.425,13.945
1993.435,13.869
1993.445,14.511
1993.455,14.628
1993.465,14.495
1993.475,15.039
1993.485,15.341
1993.495,15.389
1993.505,15.666
1993.515,15.389
1993.525,14.848
1993.535,13.441
1993.545,12.234
1993.555,11.633
1993.565,11.583
1993.575,11.723
1993.585,12.367
1993.595,13.768
1993.605,14.26
1993.615,14.392
1993.625,13.841
1993.635,12.653
1993.645,11.356
1993.655,10.504
1993.665,10.402
1993.675,10.436
1993.685,11.588
1993.695,12.521
1993.705,13.603
1993.715,13.54
1993.725,13.62
1993.735,13.201
1993.745,13.043
1993.755,12.524
1993.765,13.272
1993.775,13.893
1993.785,14.138
1993.795,14.152
1993.805,14.093
1993.815,15.206
1993.825,15.924
1993.835,15.806
1993.845,17.088
1993.855,18.034
1993.865,17.773
1993.875,17.391
1993.885,17.201
1993.895,16.137
1993.905,14.493
1993.915,13.242
1993.925,12.792
1993.935,12.245
1993.945,12.35
1993.955,12.609
1993.965,12.16
1993.975,13.44
1993.985,15.373
1993.995,17.097
1994.005,16.504
1994.015,15.921
1994.025,15.512
1994.035,16.291
1994.045,19.058
1994.055,20.311
1994.065,23.496
1994.075,27.352
1994.085,28.533
1994.095,28.605
1994.105,27.434
1994.115,23.853
1994.125,20.978
1994.135,20.632
1994.145,20.167
1994.155,20.814
1994.165,20.366
1994.175,19.26
1994.185,16.765
1994.195,13.976
1994.205,12.941
1994.215,12.21
1994.225,12.515
1994.235,13.496
1994.245,13.903
1994.255,13.903
1994.265,13.767
1994.275,13.521
1994.285,12.859
1994.295,11.307
1994.305,10.729
1994.315,10.977
1994.325,13.445
1994.335,15.213
1994.345,16.824
1994.355,18.888
1994.365,19.733
1994.375,17.097
1994.395,13.025
1994.405,11.184
1994.415,10.005
1994.425,9.908
1994.435,12.247
1994.445,13.534
1994.455,14.638
1994.465,15.893
1994.475,17.036
1994.485,19.272
1994.495,20.409
1994.505,15.364
1994.515,12.837
1994.525,14.129
1994.535,16.237
1994.545,17.806
1994.555,19.378
1994.565,20.181
1994.575,19.246
1994.585,17.172
1994.595,16.847
1994.605,16.198
1994.615,15.67
1994.625,16.535
1994.635,17.338
1994.645,17.126
1994.655,16.959
1994.665,15.649
1994.675,14.89
1994.685,15.173
1994.695,15.406
1994.705,15.093
1994.715,15.338
1994.725,15.926
1994.735,17.293
1994.745,16.978
1994.755,17.179
1994.765,17.031
1994.775,16.649
1994.785,17.17
1994.795,20.089
1994.805,25.035
1994.815,22.444
1994.825,14.762
1994.835,13.533
1994.845,14.628
1994.855,14.846
1994.865,16.002
1994.875,17.597
1994.885,18.88
1994.895,20.592
1994.905,22.39
1994.915,23.016
1994.925,23.767
1994.935,22.432
1994.945,21.326
1994.955,22.025
1994.965,21.194
1994.975,20.412
1994.985,22.041
1994.995,23.842
1995.005,24.233
1995.015,23.061
1995.025,21.473
1995.035,19.043
1995.045,16.928
1995.055,16.101
1995.065,15.339
1995.075,14.849
1995.085,14.945
1995.095,14.99
1995.105,14.489
1995.115,13.663
1995.125,13.375
1995.135,13.407
1995.145,13.502
1995.155,13.862
1995.165,15.969
1995.175,18.835
1995.185,22.009
1995.195,21.567
1995.205,20.823
1995.215,19.187
1995.225,17.924
1995.235,16.789
1995.245,17.09
1995.255,17.298
1995.265,18.065
1995.275,18.472
1995.285,18.734
1995.295,18.569
1995.305,17.0
1995.315,14.897
1995.325,12.972
1995.335,11.972
1995.345,11.604
1995.355,13.505
1995.365,15.493
1995.375,16.18
1995.385,15.982
1995.395,16.348
1995.405,16.402
1995.415,16.313
1995.425,15.877
1995.435,15.31
1995.445,16.342
1995.455,17.322
1995.465,16.623
1995.475,16.213
1995.485,14.539
1995.495,13.046
1995.505,13.016
1995.515,13.444
1995.525,15.223
1995.535,16.071
1995.545,15.867
1995.555,15.26
1995.565,16.36
1995.575,16.631
1995.585,15.118
1995.595,14.769
1995.605,14.05
1995.615,12.443
1995.625,13.105
1995.635,14.851
1995.645,15.169
1995.655,14.543
1995.665,13.33
1995.675,12.33
1995.685,11.374
1995.695,11.02
1995.705,11.322
1995.715,11.757
1995.725,12.743
1995.735,13.439
1995.745,14.851
1995.755,16.331
1995.765,17.482
1995.775,19.698
1995.785,21.435
1995.795,21.78
1995.805,22.545
1995.815,22.227
1995.825,21.513
1995.835,18.425
1995.845,16.835
1995.855,15.668
1995.865,15.037
1995.875,14.134
1995.885,14.208
1995.895,14.547
1995.905,15.212
1995.915,14.47
1995.925,14.509
1995.935,14.527
1995.945,15.422
1995.955,17.729
1995.965,19.497
1995.975,20.529
1996.005,21.921
1996.015,21.718
1996.025,23.21
1996.035,23.973
1996.045,22.52
1996.055,21.774
1996.065,21.634
1996.075,22.012
1996.085,23.041
1996.095,23.105
1996.105,23.989
1996.115,25.491
1996.125,25.594
1996.135,24.941
1996.145,23.535
1996.155,21.045
1996.165,18.172
1996.175,15.722
1996.185,13.007
1996.195,11.722
1996.205,11.192
1996.215,11.449
1996.225,12.49
1996.235,12.27
1996.245,13.733
1996.255,14.52
1996.265,15.56
1996.275,15.7
1996.285,15.039
1996.295,16.1
1996.305,18.331
1996.315,19.383
1996.325,19.155
1996.335,18.541
1996.345,18.331
1996.355,17.59
1996.365,17.871
1996.375,17.1
1996.385,15.419
1996.395,13.803
1996.405,12.258
1996.415,12.552
1996.425,13.116
1996.435,13.367
1996.445,14.609
1996.455,16.141
1996.465,14.938
1996.475,14.278
1996.485,14.37
1996.495,13.262
1996.505,11.908
1996.515,11.603
1996.525,11.635
1996.535,11.193
1996.545,11.073
1996.555,11.563
1996.565,12.564
1996.575,14.538
1996.585,16.972
1996.595,19.097
1996.605,20.926
1996.615,22.458
1996.625,24.076
1996.635,22.81
1996.645,22.21
1996.655,19.966
1996.665,20.436
1996.675,19.214
1996.685,17.278
1996.695,16.541
1996.705,15.406
1996.715,14.399
1996.725,13.89
1996.735,13.435
1996.745,13.095
1996.755,12.944
1996.765,14.017
1996.775,15.246
1996.785,16.271
1996.795,17.656
1996.805,18.915
1996.815,19.634
1996.825,20.851
1996.835,21.674
1996.845,21.887
1996.855,21.94
1996.865,21.481
1996.875,20.886
1996.885,19.931
1996.895,18.834
1996.905,18.914
1996.915,19.589
1996.925,20.406
1996.935,20.756
1996.945,20.8
1996.955,21.351
1996.965,22.17
1996.975,23.433
1996.985,25.031
1996.995,26.436
1997.005,27.629
1997.015,28.926
1997.025,31.574
1997.035,33.465
1997.045,35.263
1997.055,36.45
1997.065,34.975
1997.075,33.274
1997.085,33.692
1997.095,33.326
1997.105,31.507
1997.115,29.16
1997.125,29.025
1997.135,28.647
1997.145,29.447
1997.155,31.063
1997.165,31.938
1997.175,34.153
1997.185,28.193
1997.195,17.77
1997.205,12.623
1997.215,10.022
1997.225,8.748
1997.235,9.48
1997.245,9.13
1997.255,10.775
1997.265,12.356
1997.275,12.686
1997.285,12.623
