Depth,S
2295.355,14.088
2295.365,14.897
2295.375,16.701
2295.385,17.493
2295.395,16.08
2295.405,14.122
2295.415,13.813
2295.425,13.316
2295.435,12.976
2295.445,12.34
2295.455,12.05
2295.465,12.924
2295.475,13.254
2295.485,14.164
2295.495,16.859
2295.505,19.078
2295.515,20.457
2295.525,21.065
2295.535,21.855
2295.545,25.028
2295.555,24.95
2295.565,24.228
2295.575,22.503
2295.585,18.126
2295.595,15.638
2295.605,13.217
2295.615,12.889
2295.625,13.283
2295.635,13.05
2295.645,13.912
2295.655,14.581
2295.665,15.606
2295.675,15.603
2295.685,13.841
2295.695,14.258
2295.705,14.224
2295.715,13.336
2295.725,12.246
2295.735,11.891
2295.745,12.393
2295.755,12.971
2295.765,14.559
2295.775,14.015
2295.785,13.412
2295.795,14.21
2295.805,14.547
2295.815,14.998
2295.825,14.057
2295.835,12.462
2295.845,11.648
2295.855,12.443
2295.865,13.162
2295.875,13.141
2295.885,13.19
2295.895,13.718
2295.905,14.912
2295.915,15.301
2295.925,15.456
2295.935,16.06
2295.945,13.998
2295.955,11.846
2295.965,11.306
2295.975,10.309
2295.985,10.116
2295.995,10.468
2296.005,11.071
2296.015,10.975
2296.025,11.76
2296.035,12.048
2296.045,12.118
2296.055,13.346
2296.065,14.085
2296.075,14.912
2296.085,14.377
2296.095,13.956
2296.105,12.555
2296.115,10.959
2296.125,10.585
2296.135,11.621
2296.145,11.142
2296.155,11.016
2296.165,10.804
2296.175,11.024
2296.185,9.903
2296.195,9.565
2296.205,9.974
2296.215,10.006
2296.225,10.981
2296.235,11.819
2296.245,12.898
2296.255,12.465
2296.265,11.903
2296.275,11.972
2296.285,13.435
2296.295,15.27
2296.305,16.447
2296.315,16.581
2296.325,18.493
2296.335,18.479
2296.345,18.19
2296.355,17.868
2296.365,17.703
2296.375,17.807
2296.385,19.971
2296.395,21.675
2296.405,22.047
2296.415,24.417
2296.425,27.893
2296.435,29.566
2296.445,30.927
2296.455,29.729
2296.475,28.097
2296.485,27.285
2296.495,25.984
2296.505,21.756
2296.515,18.629
2296.525,17.221
2296.535,15.013
2296.545,13.229
2296.555,12.621
2296.565,12.526
2296.585,12.268
2296.595,12.249
2296.605,13.112
2296.615,15.074
2296.625,16.683
2296.635,15.372
2296.645,13.78
2296.655,14.288
2296.665,14.28
2296.675,15.232
2296.685,15.146
2296.695,14.484
2296.705,15.034
2296.715,15.248
2296.725,15.545
2296.735,15.719
2296.745,14.832
2296.755,14.414
2296.765,13.895
2296.775,12.657
2296.785,11.939
2296.795,11.2
2296.805,10.99
2296.815,12.296
2296.825,13.235
2296.835,13.179
2296.845,13.456
2296.855,13.27
2296.865,13.216
2296.875,15.087
2296.885,16.263
2296.895,17.072
2296.905,18.76
2296.915,18.523
2296.925,17.335
2296.935,16.22
2296.945,15.363
2296.955,15.225
2296.965,16.26
2296.975,17.829
2296.985,20.495
2296.995,22.97
2297.005,23.856
2297.015,23.223
2297.025,21.347
2297.035,20.387
2297.045,20.9
2297.055,22.986
2297.065,24.267
2297.075,24.438
2297.085,17.629
2297.095,13.571
2297.105,16.453
2297.115,18.101
2297.125,17.173
2297.135,17.469
2297.145,17.943
2297.155,17.218
2297.165,16.041
2297.175,13.091
2297.185,11.164
2297.195,9.076
2297.205,5.736
2297.215,7.168
2297.225,13.087
2297.235,16.486
2297.245,18.811
2297.255,18.924
2297.265,18.824
2297.275,18.539
2297.285,16.823
2297.295,15.483
2297.305,15.018
2297.315,14.929
2297.325,14.881
2297.335,14.537
2297.345,15.369
2297.355,15.552
2297.365,14.433
2297.375,13.825
2297.385,12.955
2297.395,12.444
2297.405,13.808
2297.415,14.896
2297.425,15.384
2297.435,14.334
2297.445,15.094
2297.455,17.171
2297.465,16.985
2297.475,16.655
2297.485,15.991
2297.495,15.079
2297.505,15.586
2297.515,16.151
2297.525,16.959
2297.535,19.456
2297.545,18.765
2297.555,17.881
2297.565,17.885
2297.575,17.703
2297.585,18.321
2297.595,17.766
2297.605,17.018
2297.615,17.436
2297.625,16.103
2297.635,14.397
2297.645,13.627
2297.655,13.658
2297.665,13.732
2297.675,13.46
2297.685,13.369
2297.695,13.291
2297.705,13.442
2297.715,13.597
2297.725,14.915
2297.735,15.998
2297.745,16.713
2297.755,16.846
2297.765,16.695
2297.775,14.353
2297.785,12.913
2297.795,12.833
2297.805,13.556
2297.815,15.193
2297.825,16.369
2297.835,18.194
2297.845,20.261
2297.855,21.143
2297.865,21.471
2297.875,21.337
2297.885,21.582
2297.895,20.938
2297.905,22.33
2297.915,22.999
2297.925,21.716
2297.935,21.659
2297.945,21.214
2297.955,21.217
2297.965,20.38
2297.975,19.106
2297.985,17.153
2297.995,15.674
2298.005,15.053
2298.015,14.088
2298.025,14.241
2298.035,15.892
2298.045,17.701
2298.055,19.952
2298.065,17.464
2298.075,14.924
2298.085,14.265
2298.095,14.061
2298.105,14.243
2298.115,14.462
2298.125,15.453
2298.135,15.849
2298.145,14.573
2298.155,13.562
2298.165,14.502
2298.175,14.766
2298.185,17.404
2298.195,18.848
2298.205,18.81
2298.215,19.329
2298.225,18.339
2298.235,16.571
2298.245,14.996
2298.255,15.187
2298.265,16.402
2298.275,17.434
2298.285,18.84
2298.295,18.362
2298.305,17.515
2298.315,17.347
2298.325,16.701
2298.335,15.866
2298.345,16.094
2298.355,16.462
2298.365,17.084
2298.375,17.993
2298.385,20.233
2298.395,20.593
2298.405,20.338
2298.415,20.589
2298.425,20.649
2298.435,22.201
2298.445,23.152
2298.455,21.348
2298.465,20.235
2298.475,21.193
2298.485,23.089
2298.495,24.317
2298.505,24.476
2298.515,23.639
2298.525,23.567
2298.535,24.087
2298.545,23.729
2298.555,24.854
2298.565,26.276
2298.575,28.186
2298.585,28.307
2298.595,26.271
2298.605,24.454
2298.615,22.553
2298.625,20.808
2298.635,20.648
2298.645,20.762
2298.655,20.426
2298.665,20.419
2298.675,18.136
2298.685,17.925
2298.695,18.552
2298.705,18.961
2298.715,18.599
2298.725,18.539
2298.735,17.916
2298.745,18.416
2298.755,18.757
2298.765,18.933
2298.775,18.239
2298.785,17.016
2298.795,16.552
2298.805,15.28
2298.815,13.994
2298.825,13.996
2298.835,15.695
2298.845,15.989
2298.855,16.167
2298.865,16.952
2298.875,16.421
2298.885,18.691
2298.895,20.875
2298.905,21.185
2298.915,20.836
2298.925,19.178
2298.935,17.774
2298.945,17.059
2298.955,15.932
2298.975,15.788
2298.985,17.011
2298.995,17.957
2299.005,18.427
2299.015,17.987
2299.025,16.974
2299.035,16.824
2299.045,17.919
2299.055,18.593
2299.065,18.947
2299.075,17.558
2299.085,15.535
2299.095,15.103
2299.105,15.059
2299.115,15.185
2299.125,15.266
2299.135,16.657
2299.145,17.16
2299.155,17.804
2299.165,18.115
2299.175,18.304
2299.185,17.919
2299.195,18.123
2299.205,17.081
2299.215,17.335
2299.225,17.332
2299.235,16.955
2299.245,15.528
2299.255,14.082
2299.265,14.818
2299.275,16.028
2299.285,16.803
2299.295,16.461
2299.305,16.191
2299.315,16.707
2299.325,16.167
2299.335,15.973
2299.345,15.132
2299.355,15.197
2299.365,15.086
2299.375,16.065
2299.385,17.613
2299.395,18.088
2299.405,17.959
2299.415,16.447
2299.425,15.227
2299.435,15.126
2299.445,16.224
2299.455,17.537
2299.465,19.211
2299.475,20.918
2299.485,24.539
2299.495,29.216
2299.505,33.187
2299.515,35.475
2299.525,33.992
2299.535,34.03
2299.545,32.215
2299.555,24.864
2299.565,19.968
2299.575,17.373
2299.585,15.558
2299.595,13.902
2299.605,12.683
2299.615,11.434
2299.625,11.252
2299.635,13.07
2299.645,13.926
2299.655,13.942
2299.665,13.64
2299.675,12.689
2299.685,12.594
2299.695,13.29
2299.705,14.509
2299.715,14.687
2299.725,13.123
2299.735,12.132
2299.745,10.172
2299.755,9.059
2299.765,9.487
2299.775,10.769
2299.785,10.997
2299.795,12.534
2299.805,14.546
2299.815,14.196
2299.825,13.221
2299.835,12.931
2299.845,13.411
2299.855,13.931
2299.865,14.213
2299.875,13.758
2299.885,13.668
2299.895,14.406
2299.905,14.608
2299.915,13.94
2299.925,16.306
2299.935,18.037
2299.945,18.906
2299.955,18.509
2299.965,18.545
2299.975,18.472
2299.985,18.347
2299.995,17.608
2300.005,17.399
2300.015,16.749
2300.025,15.75
2300.035,14.092
2300.045,13.95
2300.055,13.905
2300.065,13.89
2300.075,14.086
2300.085,14.166
2300.095,14.508
2300.105,15.126
2300.115,15.406
2300.125,15.67
2300.135,16.328
2300.145,16.764
2300.155,17.99
2300.165,20.178
2300.175,20.525
2300.185,20.222
2300.195,20.196
2300.205,19.3
2300.215,19.336
2300.225,18.774
2300.235,18.166
2300.245,18.502
2300.255,18.053
2300.265,17.406
2300.275,17.532
2300.285,17.167
2300.295,17.831
2300.305,18.236
2300.315,18.084
2300.325,17.972
2300.335,18.185
2300.345,17.963
2300.355,16.9
2300.375,15.567
2300.385,15.546
2300.395,15.827
2300.405,14.104
2300.415,14.094
2300.425,15.664
2300.435,14.906
2300.445,14.113
2300.455,13.905
2300.465,14.083
2300.475,14.067
2300.485,13.484
2300.495,13.678
2300.505,15.206
2300.515,16.096
2300.525,16.088
2300.535,15.518
2300.545,17.238
2300.555,19.614
2300.565,19.319
2300.575,19.527
2300.585,18.796
2300.595,17.185
2300.605,17.402
2300.615,18.132
2300.625,17.999
2300.635,17.479
2300.645,18.097
2300.655,18.606
2300.665,18.801
2300.675,19.2
2300.685,19.372
2300.695,18.807
2300.705,19.607
2300.715,20.918
2300.725,21.684
2300.735,22.272
2300.745,22.345
2300.755,22.578
2300.765,23.92
2300.775,23.964
2300.785,20.849
2300.795,18.614
2300.805,19.0
2300.815,19.864
2300.825,19.743
2300.835,19.462
2300.845,22.229
2300.855,25.082
2300.865,25.467
2300.875,23.269
2300.885,21.205
2300.895,19.109
2300.905,18.854
2300.915,19.833
2300.925,19.635
2300.935,20.616
2300.945,24.052
2300.955,26.817
2300.965,27.187
2300.975,24.071
2300.985,19.49
2300.995,18.929
2301.005,19.423
2301.015,18.255
2301.025,17.625
2301.035,18.385
2301.045,18.286
2301.055,18.991
2301.065,18.582
2301.075,19.94
2301.085,20.724
2301.095,20.355
2301.105,20.773
2301.115,18.885
2301.125,16.867
2301.135,16.85
2301.145,16.618
2301.155,16.64
2301.165,14.477
2301.175,13.628
2301.185,13.518
2301.195,14.558
2301.205,13.446
2301.215,14.938
2301.225,14.786
2301.235,14.273
2301.245,13.219
2301.255,12.827
2301.265,12.737
2301.275,13.855
2301.285,13.725
2301.295,13.621
2301.305,12.443
2301.315,12.165
2301.325,12.619
2301.335,12.428
2301.345,12.803
2301.355,13.58
2301.365,14.165
2301.375,14.323
2301.385,14.648
2301.395,16.936
2301.405,17.409
2301.415,17.248
2301.425,18.553
2301.435,18.744
2301.445,19.039
2301.455,20.046
2301.465,19.802
2301.475,19.429
2301.485,19.158
2301.495,17.188
2301.505,15.566
2301.515,15.919
2301.525,16.58
2301.535,16.962
2301.545,17.18
2301.555,16.493
2301.565,15.76
2301.575,15.005
2301.585,15.036
2301.595,16.772
2301.605,18.684
2301.615,19.246
2301.625,19.568
2301.635,18.025
2301.645,16.533
2301.655,16.123
2301.665,15.361
2301.675,15.052
2301.685,15.313
2301.695,15.721
2301.705,15.834
2301.715,14.905
2301.725,15.536
2301.735,16.638
2301.755,18.978
2301.765,20.438
2301.775,20.158
2301.785,21.191
2301.795,21.213
2301.805,21.091
2301.815,22.512
2301.825,22.44
2301.835,24.108
2301.845,25.272
2301.855,26.266
2301.865,27.975
2301.875,27.456
2301.885,25.511
2301.895,22.35
2301.905,21.399
2301.915,23.84
2301.925,24.495
2301.935,23.142
2301.945,23.573
2301.955,21.962
2301.965,21.817
2301.975,22.149
2301.985,21.332
2301.995,19.88
2302.005,17.841
2302.015,15.911
2302.025,16.037
2302.035,16.526
2302.045,16.786
2302.055,17.819
2302.065,18.037
2302.075,18.276
2302.085,18.833
2302.095,19.66
2302.105,19.217
2302.115,20.12
2302.125,21.355
2302.135,23.581
2302.145,26.079
2302.155,29.398
2302.165,30.321
2302.175,30.157
2302.185,30.42
2302.195,29.65
2302.205,27.434
2302.215,24.217
2302.225,22.286
2302.235,20.607
2302.245,19.085
2302.255,16.986
2302.265,16.66
2302.275,16.875
2302.285,17.217
2302.295,18.484
2302.305,18.721
2302.315,17.176
2302.325,16.642
2302.335,17.774
2302.345,19.11
2302.355,21.876
2302.365,23.522
2302.375,21.066
2302.385,19.364
2302.395,17.705
2302.405,15.916
2302.415,14.298
2302.425,13.662
2302.435,13.519
2302.445,14.171
2302.455,16.213
2302.465,17.472
2302.475,16.913
2302.485,16.857
2302.495,16.442
2302.505,15.708
2302.515,16.308
2302.525,18.741
2302.535,18.552
2302.545,17.671
2302.555,20.077
2302.565,22.656
2302.575,23.171
2302.585,24.515
2302.595,27.196
2302.605,29.687
2302.615,32.135
2302.625,33.134
2302.635,33.845
2302.645,33.072
2302.655,30.116
2302.665,25.239
2302.675,21.247
2302.685,17.844
2302.695,15.288
2302.705,15.782
2302.715,16.917
2302.725,17.938
2302.735,18.858
2302.745,19.404
2302.755,20.03
2302.765,19.703
2302.775,17.201
2302.785,16.228
2302.795,17.166
2302.805,16.103
2302.815,13.428
2302.825,12.238
2302.835,12.609
2302.845,12.494
2302.855,11.715
2302.865,12.05
2302.875,13.313
2302.885,14.399
2302.895,14.242
2302.905,13.021
2302.915,13.07
2302.925,14.604
2302.935,14.051
2302.945,13.905
2302.955,16.677
2302.965,17.757
2302.975,18.09
2302.985,18.487
2302.995,17.898
2303.005,17.431
2303.015,15.937
2303.025,17.091
2303.035,20.309
2303.045,21.232
2303.055,20.924
2303.065,20.603
2303.075,18.782
2303.085,18.648
2303.095,18.502
2303.105,16.317
2303.125,16.307
2303.135,16.909
2303.145,16.796
2303.155,15.531
2303.165,13.395
2303.175,10.596
2303.185,7.977
2303.195,5.676
2303.205,3.847
2303.235,19.461
2303.245,19.709
2303.255,18.351
2303.265,15.51
2303.275,14.884
2303.285,15.049
2303.295,15.07
2303.305,16.719
2303.315,16.711
2303.325,15.692
2303.335,14.992
2303.345,15.426
2303.355,15.072
2303.365,13.559
2303.375,11.909
2303.385,11.338
2303.395,11.781
2303.405,13.241
2303.415,14.852
2303.425,15.92
2303.435,16.572
2303.445,18.301
2303.455,19.784
2303.465,20.796
2303.475,20.539
2303.485,17.077
2303.495,15.992
2303.505,14.936
2303.515,14.965
2303.525,16.736
2303.535,17.798
2303.545,18.603
2303.555,18.768
2303.565,18.35
2303.575,18.822
2303.585,18.96
2303.595,18.981
2303.605,19.588
2303.615,20.664
2303.625,21.03
2303.635,20.376
2303.645,20.559
2303.655,22.953
2303.665,25.203
2303.675,26.295
2303.685,27.322
2303.695,28.066
2303.705,27.137
2303.715,24.573
2303.725,21.241
2303.735,19.499
2303.745,20.535
2303.755,21.861
2303.765,23.337
2303.775,24.184
2303.785,22.297
2303.795,18.692
2303.805,17.756
2303.815,15.836
2303.825,14.223
2303.835,14.392
2303.845,16.002
2303.855,16.887
2303.865,15.828
2303.875,14.455
2303.885,13.876
2303.895,13.57
2303.905,13.517
2303.915,14.081
2303.925,15.706
2303.935,16.74
2303.945,15.967
2303.955,15.442
2303.965,16.373
2303.975,17.338
2303.985,17.734
2303.995,18.015
2304.005,18.813
2304.015,18.41
2304.025,17.03
2304.035,16.486
2304.045,17.208
2304.055,17.781
2304.065,16.811
2304.075,16.272
2304.085,16.318
2304.095,14.9
2304.105,13.905
2304.115,12.899
2304.125,12.004
2304.135,11.614
2304.145,11.302
2304.155,11.611
2304.165,12.686
2304.175,12.812
2304.185,13.402
2304.195,14.94
2304.205,15.367
2304.215,14.833
2304.225,15.613
2304.235,17.004
2304.245,18.029
2304.255,18.931
2304.265,19.893
2304.275,20.949
2304.285,21.711
2304.295,21.306
2304.315,17.458
2304.325,15.918
2304.335,16.425
2304.345,17.558
2304.355,18.684
2304.365,21.266
2304.375,25.067
2304.385,25.705
2304.395,25.125
2304.405,20.331
2304.415,15.531
2304.425,13.677
2304.435,13.351
2304.445,13.823
2304.455,14.971
2304.465,16.127
2304.475,16.551
2304.485,18.106
2304.495,20.099
2304.505,20.843
2304.515,21.994
2304.525,23.314
2304.535,22.946
2304.545,22.94
2304.555,21.615
2304.565,20.732
2304.575,21.117
2304.585,21.105
2304.595,21.05
2304.605,21.27
2304.615,20.852
2304.625,20.35
2304.635,20.272
2304.645,20.346
2304.655,19.094
2304.665,16.865
2304.675,17.073
2304.685,17.324
2304.695,16.457
2304.705,17.266
2304.715,17.972
2304.725,16.413
2304.735,15.396
2304.745,15.222
2304.755,14.338
2304.765,15.06
2304.775,15.373
2304.785,15.089
2304.795,14.836
2304.805,14.244
2304.815,14.295
2304.825,14.991
2304.835,15.53
2304.845,16.25
2304.855,17.352
2304.865,18.743
2304.875,19.076
2304.885,18.269
2304.895,18.071
2304.905,19.38
2304.915,19.947
2304.925,23.759
2304.935,25.577
2304.945,23.799
2304.955,25.579
2304.965,24.355
2304.975,21.047
2304.985,19.745
2304.995,17.684
2305.005,14.13
2305.015,14.239
2305.025,14.955
2305.035,14.922
2305.045,15.809
2305.055,17.746
2305.065,18.727
2305.075,19.783
2305.085,21.589
2305.095,21.626
2305.105,22.133
2305.115,20.826
2305.125,18.851
2305.135,18.428
2305.145,17.542
2305.155,16.102
2305.165,15.399
2305.175,15.412
2305.185,15.142
2305.195,13.471
2305.205,13.497
2305.215,13.648
2305.225,13.164
2305.235,12.3
2305.245,11.296
2305.255,9.985
2305.265,10.722
2305.275,12.312
2305.285,13.083
2305.295,13.649
2305.305,14.682
2305.315,15.516
2305.325,16.525
2305.335,16.955
2305.345,15.314
2305.355,14.763
2305.365,15.809
2305.375,16.078
2305.385,15.885
2305.395,16.681
2305.405,17.391
2305.415,17.536
2305.425,18.167
2305.435,18.237
2305.445,17.226
2305.455,16.257
2305.465,16.472
2305.475,16.579
2305.485,18.786
2305.495,19.999
2305.505,20.625
2305.515,21.914
2305.525,21.819
2305.535,20.49
2305.545,19.945
2305.555,19.919
2305.565,20.777
2305.575,21.477
2305.585,21.417
2305.595,21.846
2305.605,23.181
2305.615,24.632
2305.625,25.189
2305.635,25.539
2305.645,25.73
2305.655,27.851
2305.665,29.284
2305.675,29.444
2305.685,29.9
2305.695,27.0
2305.705,24.405
2305.715,23.267
2305.725,23.133
2305.735,23.289
2305.745,23.13
2305.755,21.972
2305.765,20.367
2305.775,20.488
2305.785,19.699
2305.795,17.934
2305.805,17.464
2305.815,16.61
2305.825,17.061
2305.835,18.538
2305.845,19.042
2305.855,20.205
2305.865,19.901
2305.875,19.769
2305.885,18.448
2305.895,17.457
2305.905,17.742
2305.915,18.146
2305.925,18.842
2305.935,18.716
2305.945,18.372
2305.955,18.368
2305.965,18.347
2305.975,18.052
2305.985,16.946
2305.995,16.077
2306.005,14.739
2306.015,13.891
2306.025,14.861
2306.035,16.029
2306.045,15.769
2306.055,14.151
2306.065,12.316
2306.075,11.895
2306.085,12.965
2306.095,13.593
2306.105,13.383
2306.115,13.651
2306.125,14.225
2306.135,13.514
2306.145,12.855
2306.155,13.156
2306.165,13.255
2306.175,12.434
2306.185,12.786
2306.195,13.227
2306.205,13.135
2306.215,12.062
2306.225,12.529
2306.235,13.325
2306.245,15.136
2306.255,16.505
2306.265,17.586
2306.275,18.165
2306.285,17.891
2306.295,16.952
2306.305,17.125
2306.315,17.993
2306.325,19.282
2306.335,21.162
2306.345,22.253
2306.355,20.727
2306.365,19.118
2306.375,17.392
2306.385,14.451
2306.395,12.055
2306.405,11.718
2306.415,11.969
2306.425,13.137
2306.435,14.181
2306.445,14.082
2306.455,15.897
2306.465,17.676
2306.475,18.764
2306.485,20.144
2306.495,21.199
2306.505,24.836
2306.515,28.056
2306.525,19.456
2306.535,10.827
2306.545,14.725
2306.555,16.61
2306.565,15.37
2306.575,15.567
2306.585,15.688
2306.595,15.972
2306.605,15.763
2306.615,15.414
2306.625,16.404
2306.635,17.966
2306.645,17.574
2306.655,17.334
2306.665,16.923
2306.675,16.138
2306.685,14.874
2306.695,14.204
2306.705,13.758
2306.715,13.349
2306.725,13.7
2306.735,13.998
2306.745,13.48
2306.755,13.526
2306.765,13.826
2306.775,15.153
2306.785,15.285
2306.795,15.231
2306.805,16.112
2306.815,17.137
2306.825,18.106
2306.835,18.643
2306.845,18.09
2306.855,16.707
2306.865,15.186
2306.875,14.571
2306.885,14.276
2306.895,14.427
2306.905,15.664
2306.915,15.927
2306.925,16.366
2306.935,16.273
2306.945,15.422
2306.955,14.295
2306.965,13.302
2306.975,13.901
2306.985,14.966
2306.995,17.312
2307.005,19.426
2307.015,19.362
2307.025,17.485
2307.035,19.993
2307.045,20.138
2307.055,17.137
2307.065,16.398
2307.075,16.376
2307.085,15.81
2307.095,16.062
2307.105,16.598
2307.115,16.74
2307.125,15.452
2307.135,14.628
2307.145,15.105
2307.155,15.28
2307.165,15.591
2307.175,15.484
2307.185,15.195
2307.195,14.767
2307.205,15.681
2307.215,16.136
2307.225,15.633
2307.235,14.618
2307.245,14.342
2307.255,14.42
2307.265,15.15
2307.275,15.862
2307.285,14.92
2307.295,13.278
2307.305,12.506
2307.315,12.096
2307.325,12.611
2307.335,13.607
2307.345,14.966
2307.355,14.664
2307.365,13.831
2307.375,13.645
2307.385,12.835
2307.395,12.289
2307.405,12.62
2307.415,13.956
2307.425,14.497
2307.435,15.538
2307.445,17.977
2307.455,19.709
2307.465,18.161
2307.475,15.473
2307.485,15.178
2307.495,15.81
2307.505,15.633
2307.515,16.492
2307.525,17.451
2307.535,17.025
2307.545,16.768
2307.555,17.354
2307.565,18.172
2307.575,18.419
2307.585,19.16
2307.595,18.946
2307.605,19.211
2307.615,18.609
2307.625,17.882
2307.635,17.702
2307.645,17.268
2307.655,18.087
2307.665,19.986
2307.675,20.489
2307.685,18.721
2307.695,17.222
2307.705,17.132
2307.715,16.936
2307.725,17.503
2307.735,18.212
2307.745,18.038
2307.755,16.955
2307.765,14.933
2307.775,13.284
2307.785,12.392
2307.795,12.41
2307.805,13.324
2307.815,14.094
2307.825,14.74
2307.835,16.018
2307.845,16.999
2307.855,16.867
2307.865,16.837
2307.875,17.83
2307.885,17.818
2307.895,17.792
2307.905,18.07
2307.915,17.613
2307.925,17.46
2307.935,16.677
2307.945,16.634
2307.955,17.254
2307.965,16.562
2307.975,16.385
2307.985,16.828
2307.995,16.401
2308.005,16.347
2308.015,16.636
2308.025,17.536
2308.035,18.746
2308.045,18.12
2308.055,16.698
2308.065,15.64
2308.075,15.655
2308.085,15.684
2308.095,15.783
2308.105,15.46
2308.115,15.663
2308.125,16.336
2308.135,16.26
2308.145,15.075
2308.155,13.8
2308.165,14.279
2308.175,14.78
2308.185,15.177
2308.195,15.98
2308.205,16.434
2308.215,16.296
2308.225,16.431
2308.235,16.696
2308.245,16.615
2308.255,16.585
2308.265,17.018
2308.275,18.694
2308.285,18.142
2308.295,17.179
2308.305,16.178
2308.315,16.136
2308.325,16.63
2308.335,17.49
2308.345,18.112
2308.355,18.271
2308.365,18.497
2308.375,18.473
2308.385,18.391
2308.395,18.656
2308.405,18.803
2308.415,18.194
2308.425,18.289
2308.435,18.699
2308.445,19.725
2308.455,22.905
2308.465,24.667
2308.475,24.142
2308.485,24.029
2308.495,22.297
2308.505,21.03
2308.515,21.039
2308.525,20.74
2308.535,20.776
2308.545,21.396
2308.555,22.109
2308.565,22.402
2308.575,23.967
2308.585,26.979
2308.595,30.075
2308.605,33.217
2308.615,38.048
2308.625,43.15
2308.635,52.821
2308.645,63.934
2308.655,75.064
2308.665,85.458
2308.675,97.572
2308.685,110.524
2308.695,123.437
2308.705,124.521
2308.715,125.311
2308.725,133.4
2308.735,134.876
2308.745,127.888
2308.755,114.548
2308.765,104.956
2308.775,89.207
2308.785,72.225
2308.795,58.267
2308.805,45.913
2308.815,33.932
2308.825,24.265
2308.835,19.089
2308.845,16.845
2308.855,17.266
2308.865,19.363
2308.875,19.968
2308.885,17.794
2308.895,16.967
2308.905,16.139
2308.915,14.877
2308.925,15.057
2308.935,15.63
2308.945,17.02
2308.955,16.802
2308.965,16.884
2308.975,16.361
2308.985,15.498
2308.995,15.984
2309.005,16.406
2309.015,16.495
2309.025,15.753
2309.035,13.81
2309.045,13.307
2309.055,13.641
2309.065,15.053
2309.075,16.945
2309.085,18.019
2309.095,19.27
2309.105,19.349
2309.115,17.172
2309.125,14.12
2309.135,12.396
2309.145,13.514
2309.155,14.949
2309.165,14.688
2309.175,13.996
2309.185,13.657
2309.195,13.057
2309.205,13.016
2309.215,13.392
2309.225,15.187
2309.235,16.481
2309.245,16.544
2309.255,16.353
2309.265,15.85
2309.275,15.253
2309.285,14.761
2309.295,15.602
2309.305,17.795
2309.315,19.222
2309.325,18.078
2309.335,17.122
2309.345,15.911
2309.355,15.795
2309.365,16.598
2309.375,18.182
2309.385,19.04
2309.395,19.854
2309.405,19.866
2309.415,20.056
2309.425,20.015
2309.435,20.039
2309.455,20.07
2309.465,20.527
2309.475,20.789
2309.485,19.362
2309.495,18.256
2309.505,17.05
2309.515,15.847
2309.525,16.541
2309.535,16.289
2309.545,15.007
2309.555,14.002
2309.565,12.85
2309.575,12.467
2309.585,13.444
2309.595,14.768
2309.605,16.007
2309.615,16.899
2309.625,16.861
2309.635,16.52
2309.645,16.264
2309.655,16.587
2309.665,16.84
2309.675,16.622
2309.685,15.811
2309.695,15.222
2309.705,15.454
2309.715,15.35
2309.725,15.67
2309.735,16.569
2309.745,16.965
2309.755,16.541
2309.765,16.338
2309.775,16.533
2309.785,16.763
2309.795,17.263
2309.805,17.479
2309.815,16.654
2309.825,15.812
2309.835,16.975
2309.845,18.736
2309.855,18.061
2309.865,16.728
2309.875,15.75
2309.885,15.097
2309.895,15.761
2309.905,15.814
2309.915,15.732
2309.925,15.226
2309.935,14.719
2309.945,13.744
2309.955,11.501
2309.965,10.523
2309.975,10.228
2309.985,9.766
2309.995,9.722
2310.005,10.408
2310.015,11.397
2310.025,11.858
2310.035,11.771
2310.045,11.518
2310.055,11.29
2310.065,11.339
2310.075,11.999
2310.085,12.676
2310.095,13.351
2310.105,14.422
2310.115,14.708
2310.125,14.8
2310.135,15.177
2310.145,14.504
2310.155,14.285
2310.165,14.534
2310.175,14.419
2310.185,14.256
2310.195,14.168
2310.205,13.977
2310.215,13.385
2310.225,12.78
2310.235,12.325
2310.245,11.738
2310.255,11.467
2310.265,11.1
2310.275,11.082
2310.285,12.428
2310.295,14.696
2310.305,16.431
2310.315,19.03
2310.325,20.545
2310.335,21.202
2310.345,22.058
2310.355,21.295
2310.365,19.775
2310.375,17.864
2310.385,14.28
2310.395,11.453
2310.405,10.985
2310.415,10.747
2310.425,12.181
2310.435,14.282
2310.445,15.229
2310.455,16.027
2310.465,15.823
2310.475,14.624
2310.485,12.761
2310.495,11.102
2310.505,10.751
2310.515,11.263
2310.525,11.986
2310.535,12.784
2310.545,13.388
2310.555,13.849
2310.565,14.548
2310.575,15.292
2310.585,16.568
2310.595,16.744
2310.605,15.305
2310.615,14.161
2310.625,12.809
2310.635,11.574
2310.645,11.195
2310.655,12.448
2310.665,14.246
2310.675,15.613
2310.685,16.076
2310.695,15.061
2310.705,13.119
2310.715,11.626
2310.725,11.32
2310.735,11.68
2310.745,12.26
2310.755,13.236
2310.775,13.695
2310.785,13.66
2310.795,13.348
2310.805,13.136
2310.815,14.016
2310.825,14.445
2310.835,14.822
2310.845,14.799
2310.855,14.336
2310.865,13.853
2310.875,13.648
2310.885,13.937
2310.895,13.989
2310.905,13.285
2310.915,12.594
2310.925,11.892
2310.935,11.37
2310.945,11.531
2310.955,12.63
2310.965,14.398
2310.975,16.652
2310.985,19.019
2310.995,20.306
