Depth_m,nssS_Na_ratio
507.867,-0.127
507.878,-0.234
507.889,-0.252
507.9,-0.118
507.91,0.061
507.921,0.263
507.932,0.451
507.943,0.757
507.954,0.949
507.965,1.022
507.976,1.048
507.987,0.987
508.009,0.866
508.02,0.948
508.031,0.851
508.042,0.816
508.053,0.468
508.064,0.358
508.075,0.2
508.085,0.007
508.096,-0.194
508.107,-0.296
508.118,-0.362
508.129,-0.415
508.14,-0.471
508.151,-0.545
508.162,-0.624
508.173,-0.64
508.184,-0.593
508.195,-0.5
508.206,-0.427
508.217,-0.367
508.228,-0.298
508.239,-0.11
508.25,-0.17
508.261,0.035
508.271,-0.025
508.282,0.027
508.293,-0.039
508.304,-0.08
508.315,-0.323
508.326,-0.507
508.337,-0.537
508.348,-0.53
508.359,-0.554
508.37,-0.582
508.381,-0.599
508.392,-0.606
508.403,-0.56
508.414,-0.504
508.425,-0.386
508.436,-0.235
508.447,0.221
508.457,0.4
508.468,0.48
508.479,-0.023
508.49,0.054
508.501,-0.104
508.512,0.073
508.523,-0.143
508.534,-0.238
508.545,-0.533
508.556,-0.536
508.567,-0.532
508.578,-0.551
508.589,-0.64
508.6,-0.671
508.611,-0.746
508.622,-0.697
508.633,-0.677
508.643,-0.66
508.654,-0.595
508.665,-0.567
508.676,-0.442
508.687,-0.26
508.698,-0.05
508.709,0.135
508.72,0.095
508.731,-0.039
508.742,-0.194
508.753,-0.19
508.764,-0.322
508.775,-0.314
508.786,-0.494
508.797,-0.598
508.808,-0.624
508.819,-0.667
508.829,-0.698
508.84,-0.741
508.851,-0.75
508.862,-0.694
508.873,-0.756
508.884,-0.747
508.895,-0.697
508.906,-0.71
508.917,-0.55
508.928,-0.242
508.939,0.248
508.95,0.844
508.961,-0.382
509.037,-0.513
509.048,-0.583
509.059,-0.677
509.07,-0.608
509.081,-0.619
509.092,-0.581
509.103,-0.498
509.114,-0.549
509.125,-0.314
509.136,-0.035
509.147,0.296
509.158,0.648
509.169,1.113
509.18,1.522
509.191,1.384
509.201,1.311
509.212,0.937
509.223,0.665
509.234,0.199
509.245,-0.017
509.256,-0.236
509.267,-0.416
509.278,-0.575
509.289,-0.703
509.3,-0.805
509.311,-0.855
509.322,-0.813
509.333,-0.843
509.344,-0.852
509.355,-0.827
509.366,-0.717
509.376,-0.605
509.387,-0.475
509.398,-0.224
509.409,0.444
509.42,0.731
509.431,0.677
509.442,0.787
509.453,0.312
509.464,0.157
509.475,-0.264
509.486,-0.509
509.497,-0.432
509.508,-0.478
509.519,-0.585
509.53,-0.667
509.541,-0.717
509.552,-0.749
509.562,-0.794
509.573,-0.793
509.584,-0.783
509.595,-0.655
509.606,-0.253
509.628,1.025
509.639,1.513
509.65,0.69
509.661,0.215
509.672,-0.105
509.683,-0.568
509.694,-0.658
509.705,-0.697
509.716,-0.718
509.727,-0.589
509.738,-0.447
509.748,-0.164
509.759,-0.151
509.77,-0.223
509.781,0.08
509.792,0.359
509.803,0.633
509.814,0.801
509.825,0.687
509.836,0.499
509.847,0.24
509.858,0.141
509.869,-0.056
509.88,-0.24
509.891,-0.495
509.902,-0.594
509.913,-0.653
509.924,-0.563
509.934,-0.705
509.945,-0.607
509.956,-0.081
509.967,0.678
509.978,1.399
509.989,1.201
510.0,1.061
510.011,0.693
510.022,0.35
510.033,-0.107
510.044,-0.429
510.055,-0.637
510.066,-0.654
510.077,-0.656
510.088,-0.738
510.099,-0.831
510.11,-0.736
510.12,-0.583
510.131,-0.36
510.142,0.025
510.153,0.359
510.164,0.635
510.175,0.82
510.186,0.754
510.197,0.622
510.208,0.373
510.219,0.233
510.23,0.02
510.241,-0.166
510.252,-0.333
510.263,-0.451
510.274,-0.547
510.285,-0.619
510.296,-0.519
510.306,-0.662
510.317,-0.71
510.328,-0.739
510.339,-0.822
510.35,-0.796
510.361,-0.747
510.372,-0.684
510.383,-0.624
510.394,-0.46
510.405,-0.13
510.416,0.217
510.427,0.854
510.438,1.241
510.449,1.247
510.46,1.174
510.471,1.153
510.482,0.605
510.493,0.272
510.503,0.006
510.514,-0.129
510.525,-0.307
510.536,-0.45
510.547,-0.529
510.558,-0.624
510.569,-0.655
510.58,-0.647
510.591,-0.622
510.602,-0.551
510.613,-0.554
510.624,-0.54
510.635,-0.461
510.646,-0.433
510.657,-0.372
510.668,-0.24
510.678,0.07
510.689,0.143
510.7,0.503
510.711,0.752
510.722,0.177
510.733,0.266
510.744,0.141
510.755,-0.133
510.766,-0.376
510.777,-0.582
510.788,-0.703
510.799,-0.796
510.81,-0.835
510.821,-0.861
510.832,-0.878
510.843,-0.884
510.854,-0.824
510.865,-0.784
510.875,-0.747
510.886,-0.594
510.897,-0.379
510.908,1.453
510.919,0.788
510.93,1.485
510.941,2.133
510.952,2.53
510.963,2.85
510.974,2.446
510.985,1.302
510.996,0.777
511.007,0.489
511.018,0.179
511.029,-0.056
511.04,-0.361
511.051,-0.531
511.061,-0.624
511.072,-0.616
511.083,-0.574
511.094,-0.498
511.105,-0.29
511.116,-0.039
511.127,0.414
511.138,1.126
511.149,1.531
511.16,1.502
511.171,0.935
511.182,0.483
511.193,0.262
511.204,0.134
511.215,-0.16
511.226,-0.542
511.237,-0.52
511.247,-0.543
511.258,-0.646
511.269,-0.719
511.28,-0.739
511.291,-0.75
511.302,-0.786
511.313,-0.741
511.324,-0.587
511.335,-0.436
511.346,-0.386
511.357,-0.412
511.368,-0.483
511.379,-0.615
511.39,-0.64
511.401,-0.596
511.412,-0.491
511.433,-0.553
511.444,-0.349
511.455,-0.503
511.466,-0.623
511.488,-0.615
511.499,-0.467
511.51,-0.326
511.521,-0.238
511.532,-0.036
511.543,0.192
511.554,0.332
511.565,0.532
511.576,0.607
511.587,0.447
511.598,0.273
511.608,0.033
511.619,-0.184
511.63,-0.315
511.641,-0.3
511.652,-0.027
511.663,-0.038
511.674,-0.354
511.685,-0.763
511.696,-0.669
511.707,-0.623
511.718,-0.475
511.729,-0.357
511.74,-0.15
511.751,0.279
511.762,0.483
511.773,0.704
511.784,0.329
511.794,0.432
511.805,0.315
511.816,0.164
511.827,-0.261
511.838,-0.482
511.849,-0.579
511.86,-0.628
511.871,-0.686
511.882,-0.666
511.893,-0.611
511.904,-0.506
511.915,-0.137
511.926,0.358
511.937,1.251
511.948,1.216
511.959,1.248
511.97,0.811
511.98,0.343
511.991,-0.144
512.002,-0.433
512.013,-0.579
512.024,-0.697
512.035,-0.915
512.046,-0.994
512.057,-0.938
512.068,-0.935
512.079,-0.855
512.09,-0.636
512.101,-0.428
512.112,-0.006
512.123,0.595
512.134,0.708
512.145,1.563
512.156,2.188
512.166,2.939
512.177,3.879
512.188,4.286
512.199,4.478
512.21,3.783
512.221,3.355
512.232,2.409
512.243,1.751
512.254,0.864
512.265,0.298
512.276,-0.485
512.287,-0.913
512.298,-0.938
512.309,-0.936
512.32,-0.939
512.331,-0.964
512.342,-0.945
512.352,-0.887
512.363,-0.819
512.374,-0.699
512.385,-0.605
512.396,-0.313
512.407,0.06
512.418,0.389
512.429,0.445
512.44,0.332
512.451,0.111
512.462,-0.13
512.473,-0.421
512.484,-0.728
512.495,-0.851
512.506,-0.901
512.517,-0.787
512.528,-0.825
512.538,-1.01
512.549,-1.174
512.56,-1.101
512.571,-1.081
512.582,-1.08
512.593,-1.025
512.604,-0.925
512.615,-0.801
512.626,-0.743
512.637,-0.693
512.648,-0.574
512.659,-0.368
512.67,-0.126
512.681,0.087
512.692,0.424
512.703,0.515
512.713,0.261
512.724,-0.474
512.735,-0.476
512.746,-0.679
512.757,-0.851
512.768,-0.981
512.779,-1.01
512.79,-0.98
512.801,-0.98
512.812,-0.982
512.823,-1.03
512.834,-0.864
512.845,-0.868
512.856,-0.816
512.867,-0.641
512.878,-0.347
512.888,0.11
512.899,0.512
512.91,0.968
512.921,1.141
512.932,0.606
512.943,-0.08
513.731,-0.019
513.742,-0.136
513.753,-0.282
513.764,-0.478
513.775,-0.569
513.786,-0.729
513.797,-0.816
513.808,-0.806
513.818,-0.777
513.829,-0.606
513.84,-0.436
513.851,-0.072
513.862,0.477
513.873,0.981
513.884,1.476
513.895,1.912
513.906,1.83
513.917,1.774
513.928,1.779
513.939,2.308
513.95,2.281
513.961,-0.484
514.048,-0.931
514.059,-0.876
514.07,-0.801
514.081,-0.688
514.092,-0.412
514.103,-0.045
514.114,0.153
514.125,0.982
514.136,1.843
514.147,1.685
514.158,1.682
514.169,1.201
514.18,0.69
514.191,0.226
514.201,-0.348
514.212,-0.796
514.223,-0.91
514.234,-1.022
514.245,-1.078
514.256,-1.093
514.267,-1.071
514.278,-1.025
514.289,-0.972
514.3,-0.856
514.311,-0.687
514.322,-0.434
514.333,-0.363
514.344,-0.348
514.355,-0.342
514.366,-0.175
514.376,-0.021
514.387,-0.193
514.398,-0.432
514.409,-0.547
514.42,-0.707
514.431,-0.751
514.442,-0.828
514.453,-0.853
514.464,-0.888
514.475,-0.924
514.486,-0.907
514.497,-0.924
514.508,-0.866
514.519,-0.843
514.53,-0.759
514.541,-0.805
514.552,-0.854
514.562,-0.777
514.573,-0.568
514.584,-0.446
514.595,-0.328
514.606,-0.382
514.617,0.024
514.628,1.061
514.639,1.674
514.65,2.514
514.661,2.145
514.672,2.237
514.683,2.17
514.694,1.333
514.705,0.431
514.727,0.041
514.738,-0.213
514.748,-0.444
514.759,-0.604
514.77,-0.557
514.781,-0.269
514.792,0.217
514.803,1.156
514.814,1.071
514.825,1.371
514.836,1.984
514.847,2.204
514.858,2.496
514.869,2.855
514.88,2.835
514.891,3.166
514.902,3.461
514.913,3.453
514.924,3.311
514.935,3.337
514.945,3.445
514.956,0.449
515.044,0.361
515.055,0.014
515.066,0.24
515.077,0.438
515.088,0.98
515.099,1.529
515.11,1.769
515.12,1.457
515.131,0.899
515.142,0.443
515.153,-0.476
515.164,-1.011
515.175,-1.006
515.186,-0.979
515.197,-0.949
515.208,-0.863
515.219,-0.785
515.23,-0.612
515.241,-0.49
515.252,-0.44
515.263,-0.317
515.274,-0.03
515.285,0.094
515.296,0.121
515.307,0.057
515.317,0.072
515.328,-0.157
515.339,-0.452
515.35,-0.619
515.361,-0.526
515.372,-0.613
515.383,-0.869
515.394,-0.963
515.405,-0.835
515.416,-0.857
515.427,-0.791
515.438,-0.622
515.449,-0.403
515.46,-0.26
515.471,-0.474
515.482,-0.146
515.492,0.111
515.503,0.547
515.514,0.92
515.525,1.031
515.536,1.108
515.547,0.929
515.558,0.675
515.569,0.387
515.58,0.062
515.591,-0.205
515.602,-0.169
515.613,-0.274
515.624,-0.416
515.635,-0.545
515.646,-0.711
515.657,-0.553
515.668,-0.556
515.678,-0.615
515.689,-0.675
515.7,-0.71
515.711,-0.813
515.722,-0.751
515.733,-0.762
515.744,-0.619
515.755,-0.39
515.766,0.234
515.777,0.518
515.788,1.199
515.799,1.508
515.81,1.352
515.821,1.02
515.832,0.517
515.843,0.092
515.854,-0.176
515.865,-0.367
515.875,-0.409
515.886,-0.422
515.897,-0.428
515.908,-0.437
515.919,-0.358
515.93,-0.052
515.941,0.408
515.952,1.215
515.963,2.026
515.974,3.023
515.985,3.87
515.996,4.865
516.007,5.294
516.018,4.126
516.029,2.231
516.04,0.791
516.05,0.454
516.061,-0.111
516.072,-0.367
516.083,-0.557
516.094,-0.663
516.105,-0.571
516.116,-0.594
516.127,-0.818
516.138,-0.83
516.149,-0.763
516.16,-0.684
516.171,-0.587
516.182,-0.447
516.193,-0.412
516.204,-0.337
516.215,-0.218
516.226,-0.126
516.236,0.126
516.247,0.364
516.258,0.491
516.269,0.798
516.28,0.573
516.291,0.412
516.313,0.069
516.324,-0.187
516.335,-0.389
516.346,-0.576
516.357,-0.745
516.368,-0.904
516.379,-1.062
516.39,-1.127
516.401,-1.149
516.412,-1.132
516.422,-1.13
516.433,-1.083
516.444,-0.97
516.455,-0.571
516.466,0.098
516.477,-0.259
516.488,-0.338
516.499,-0.475
516.51,-0.661
516.521,-0.722
516.532,-0.661
516.543,-0.633
516.554,-0.768
516.565,-1.047
516.576,-1.061
516.587,-1.075
516.598,-1.073
516.608,-0.988
516.619,-0.868
516.63,-0.65
516.641,-0.356
516.652,0.215
516.663,0.648
516.674,0.834
516.685,0.695
516.696,0.19
516.707,-0.316
516.718,-0.691
516.729,-0.976
516.74,-1.119
516.751,-1.209
516.762,-1.251
516.773,-1.209
516.784,-1.101
516.794,-0.917
516.805,-0.627
516.816,-0.332
516.827,0.095
516.838,0.363
516.849,0.355
516.86,0.185
516.871,-0.377
516.882,-0.326
516.893,-0.719
516.904,-0.875
516.915,-1.007
516.926,-1.083
516.937,-1.121
516.948,-1.194
516.959,-1.211
516.969,-1.212
516.98,-1.213
516.991,-1.175
517.002,-1.026
517.013,-0.902
517.024,-0.782
517.035,-0.779
517.046,-0.366
517.057,0.012
517.068,0.549
517.079,1.204
517.09,1.737
517.101,2.07
517.112,2.527
517.123,2.278
517.134,2.193
517.145,1.661
517.156,1.273
517.166,0.842
517.177,0.318
517.188,0.045
517.199,-0.045
517.21,-0.276
517.221,-0.344
517.232,-0.468
517.243,-0.591
517.254,-0.864
517.265,-0.958
517.276,-0.812
517.287,-0.741
517.298,-0.431
517.309,-0.005
517.32,0.452
517.331,1.454
517.341,2.019
517.352,2.579
517.363,2.938
517.374,2.567
517.385,1.794
517.396,1.226
517.407,0.773
517.418,0.322
517.429,-0.061
517.44,-0.102
517.451,-0.119
517.462,-0.252
517.473,-0.724
517.484,-1.034
517.495,-0.886
517.506,-0.842
517.517,-0.709
517.528,-0.72
517.538,-0.796
517.549,-0.785
517.56,-0.707
517.571,-0.648
517.582,-0.52
517.593,-0.265
517.604,0.114
517.615,0.235
517.626,0.0
517.637,-0.232
517.648,-0.489
517.659,-0.62
517.67,-0.864
517.681,-1.008
517.692,-1.114
517.703,-1.113
517.713,-1.192
517.724,-1.203
517.735,-1.212
517.746,-1.061
517.757,-0.957
517.768,-1.068
517.779,-0.824
517.79,-0.613
517.801,-0.323
517.812,-0.104
517.823,-0.09
517.834,0.136
517.845,0.212
517.856,0.443
517.867,0.342
517.878,0.292
517.889,0.294
517.899,0.003
517.91,0.075
517.921,-0.174
517.932,-0.333
517.943,-0.815
517.954,-0.942
517.965,-0.991
517.976,-0.996
517.987,-0.964
517.998,-0.858
518.009,-0.568
518.02,0.495
518.031,0.451
518.042,0.364
518.053,0.057
518.064,-0.188
518.075,-0.428
518.085,-0.705
518.096,-0.829
518.118,-0.912
518.129,-1.007
518.14,-1.008
518.151,-0.964
518.162,-0.888
518.173,-0.859
518.184,-0.81
518.195,-0.727
518.206,-0.69
518.217,-0.623
518.228,-0.495
518.239,-0.531
518.25,-0.542
518.26,-0.688
518.271,-0.831
518.282,-0.821
518.293,-0.744
518.304,-0.6
518.315,-0.286
518.326,0.418
518.337,0.432
518.348,0.359
518.359,0.474
518.37,0.6
518.381,0.807
518.392,0.758
518.403,0.79
518.414,0.9
518.425,0.907
518.436,1.028
518.447,1.004
518.457,1.012
518.468,1.05
518.479,1.243
518.49,1.293
518.501,1.029
518.512,0.75
518.523,0.734
518.534,0.68
518.545,0.501
518.556,1.271
518.567,1.765
518.578,2.26
518.589,2.165
518.6,1.991
518.611,1.689
518.622,1.523
518.633,1.185
518.643,0.865
518.654,0.765
518.665,0.583
518.676,0.26
518.687,0.029
518.698,-0.1
518.709,-0.122
518.72,-0.088
518.731,0.186
518.742,0.086
518.753,0.385
518.764,0.546
518.775,1.104
518.786,1.286
518.797,1.29
518.808,1.983
518.819,2.676
518.829,3.151
518.84,3.581
518.851,3.589
518.862,3.534
518.873,3.368
518.884,3.21
518.895,2.545
518.906,1.63
518.917,1.027
518.928,0.376
518.939,-0.017
518.95,-0.198
518.961,-0.325
518.972,-0.457
518.983,-0.423
518.994,-0.411
519.005,-0.214
519.015,0.028
519.026,0.279
519.037,0.819
519.048,0.904
519.059,0.935
519.07,1.001
519.081,1.116
519.092,0.641
519.103,0.115
519.114,-0.301
519.125,-0.605
519.136,-0.78
519.147,-0.825
519.158,-0.837
519.169,-0.813
519.18,-0.761
519.19,-0.754
519.201,-0.701
519.212,-0.624
519.223,-0.513
519.234,-0.294
519.245,-0.083
519.256,0.093
519.267,0.354
519.278,0.789
519.289,1.198
519.3,1.411
519.311,1.785
519.322,1.681
519.333,2.29
519.344,1.876
519.355,0.669
519.366,0.274
519.376,-0.092
519.387,-0.254
519.398,-0.22
519.409,-0.187
519.42,-0.01
519.431,0.042
519.442,0.039
519.453,0.21
519.464,0.28
519.475,0.328
519.486,0.358
519.497,0.255
519.508,0.142
519.519,-0.02
519.53,-0.294
519.541,-0.417
519.552,-0.462
519.562,-0.681
519.573,-0.832
519.584,-0.91
519.595,-1.006
519.606,-1.111
519.617,-1.113
519.628,-1.1
519.639,-1.074
519.65,-1.041
519.661,-0.999
519.672,-0.797
519.683,-0.633
519.694,-0.174
519.705,0.001
519.716,-0.231
519.727,0.195
519.738,0.355
519.749,0.571
519.759,1.301
519.77,1.518
519.781,0.39
519.792,0.208
519.803,-0.308
519.814,-0.66
519.825,-0.773
519.836,-0.789
519.847,-0.84
519.858,-0.841
519.869,-0.779
519.88,-0.716
519.891,-0.628
519.902,-0.596
519.924,-0.617
519.934,-0.537
519.945,-0.528
519.956,0.715
520.044,1.066
520.055,0.75
520.066,0.536
520.077,0.424
520.088,0.174
520.099,-0.104
520.11,-0.283
520.12,-0.341
520.131,-0.415
520.142,-0.536
520.153,-0.604
520.164,-0.611
520.175,-0.605
520.186,-0.565
520.197,-0.544
520.208,-0.437
520.219,-0.359
520.23,-0.152
520.241,-0.302
520.252,0.048
520.263,0.113
520.274,-0.066
520.285,0.124
520.296,0.028
520.307,-0.119
520.317,-0.266
520.328,-0.316
520.339,-0.379
520.35,-0.467
520.361,-0.452
520.372,-0.59
520.383,-0.767
520.394,-0.711
520.405,-0.815
520.416,-0.783
520.427,-0.775
520.438,-0.784
520.449,-0.863
520.46,-0.871
520.471,-0.772
520.482,-0.587
520.492,-0.576
520.503,-0.319
520.514,-0.172
520.525,0.119
520.536,0.202
520.547,-0.146
520.558,-0.253
520.569,-0.376
520.58,-0.463
520.591,-0.558
520.602,-0.546
520.613,-0.62
520.624,-0.752
520.635,-0.937
520.646,-0.912
520.657,-0.842
520.668,-0.627
520.678,-0.274
520.689,0.158
520.7,0.211
520.711,0.173
520.722,-0.076
520.733,-0.357
520.744,-0.575
520.755,-0.673
520.766,-0.723
520.777,-0.805
520.788,-0.874
520.799,-0.924
520.81,-0.944
520.821,-0.968
520.832,-0.967
520.843,-0.951
520.854,-0.892
520.865,-0.818
520.875,-0.777
520.886,-0.746
520.897,-0.638
520.908,-0.451
520.919,-0.273
520.93,0.077
520.941,0.422
520.952,0.042
521.039,-0.792
521.05,-0.718
521.061,-0.647
521.072,-0.587
521.083,-0.447
521.094,-0.398
521.105,-0.246
521.116,-0.106
521.127,0.041
521.138,0.191
521.149,0.296
521.16,0.125
521.171,-0.352
521.182,-0.474
521.193,-0.473
521.204,-0.588
521.215,-0.685
521.225,-0.744
521.236,-0.808
521.247,-0.862
521.258,-0.953
521.269,-0.988
521.28,-0.955
521.291,-0.946
521.302,-0.875
521.313,-0.809
521.324,-0.684
521.335,-0.391
521.346,-0.081
521.357,0.235
521.368,0.729
521.379,0.966
521.39,1.215
521.401,1.193
521.412,0.959
521.422,0.38
521.433,-0.375
521.455,-0.636
521.466,-0.785
521.477,-0.901
521.488,-0.978
521.499,-0.989
521.51,-0.993
521.521,-1.005
521.532,-0.98
521.543,-0.965
521.554,-0.9
521.565,-0.78
521.576,-0.606
521.587,-0.368
521.598,-0.26
521.609,-0.199
521.619,0.433
521.63,1.296
521.641,1.465
521.652,2.62
521.663,3.288
521.674,3.823
521.685,3.082
521.696,2.36
521.707,1.536
521.718,0.719
521.729,0.07
521.74,-0.293
521.751,-0.57
521.762,-0.724
521.773,-0.795
521.784,-0.848
521.794,-0.845
521.805,-0.862
521.816,-0.884
521.827,-0.903
521.838,-0.799
521.849,-0.645
521.86,-0.493
521.871,-0.247
521.882,-0.467
521.893,-0.242
521.904,-0.097
521.915,0.313
521.926,0.568
521.937,0.774
521.948,0.666
521.959,0.311
521.969,-0.042
521.98,-0.193
521.991,-0.27
522.002,-0.526
522.013,-0.48
522.024,-0.392
522.035,-0.514
522.046,-0.514
522.057,-0.478
522.068,-0.294
522.079,-0.13
522.09,0.061
522.101,0.273
522.112,0.407
522.123,0.52
522.134,0.381
522.145,0.152
522.156,0.079
522.166,0.342
522.177,0.087
522.188,-0.37
522.199,-0.582
522.21,-0.543
522.221,-0.59
522.232,-0.54
522.243,-0.505
522.254,-0.494
522.265,-0.448
522.276,-0.346
522.287,-0.165
522.298,0.184
522.309,0.828
522.32,1.293
522.331,1.998
522.341,2.459
522.352,2.42
522.363,2.01
522.374,1.597
522.385,1.178
522.396,0.788
522.407,0.52
522.418,0.384
522.429,0.163
522.44,-0.182
522.451,-0.397
522.462,-0.503
522.473,-0.368
522.484,-0.475
522.495,-0.559
522.506,-0.685
522.517,-0.682
522.528,-0.791
522.538,-0.815
522.549,-0.851
522.56,-0.76
522.571,-0.668
522.582,-0.487
522.593,-0.244
522.604,-0.095
522.615,-0.04
522.626,-0.138
522.637,-0.213
522.648,-0.396
522.659,-0.344
522.67,-0.43
522.681,-0.593
522.692,-0.863
522.703,-0.783
522.714,-0.736
522.724,-0.688
522.735,-0.671
522.746,-0.634
522.757,-0.379
522.768,-0.049
522.779,0.154
522.79,0.28
522.801,0.32
522.812,0.282
522.823,0.087
522.834,-0.16
522.845,-0.404
522.856,-0.484
522.867,-0.585
522.878,-0.636
522.889,-0.69
522.899,-0.738
522.91,-0.742
522.921,-0.737
522.932,-0.676
522.943,-0.638
522.954,-0.482
522.965,-0.246
522.976,0.148
522.987,0.635
522.998,1.516
523.009,1.746
523.02,2.619
523.031,2.233
523.042,2.015
523.053,2.222
523.064,1.73
523.075,1.252
523.085,0.755
523.096,-0.073
523.107,0.12
523.118,0.059
523.129,0.419
523.14,-0.544
523.151,-0.671
523.162,-0.648
523.173,-0.586
523.184,-0.529
523.195,-0.441
523.206,-0.311
523.217,-0.219
523.228,-0.013
523.239,0.03
523.25,0.162
523.26,0.253
523.271,0.285
523.282,0.023
523.293,-0.177
523.304,-0.57
523.315,-0.732
523.326,-0.79
523.348,-0.807
523.359,-0.766
523.37,-0.721
523.381,-0.723
523.392,-0.706
523.403,-0.657
523.414,-0.613
523.425,-0.511
523.436,-0.476
523.447,-0.365
523.458,-0.42
523.468,-0.514
523.479,-0.464
523.49,-0.498
523.501,-0.864
523.512,-0.898
523.523,-0.832
523.534,-0.717
523.545,-0.619
523.556,-0.485
523.567,-0.567
523.578,-0.403
523.589,-0.142
523.6,0.073
523.611,0.487
523.622,0.903
523.633,1.148
523.643,1.765
523.654,2.056
523.665,2.966
523.676,3.353
523.687,3.171
523.698,2.289
523.709,1.312
523.72,0.747
523.731,0.103
523.742,-0.199
523.753,-0.219
523.764,-0.433
523.775,-0.517
523.786,-0.318
523.797,-0.197
523.808,-0.264
523.819,-0.318
523.83,-0.102
523.84,-0.01
523.851,-0.025
523.862,-0.028
523.873,-0.048
523.884,0.022
523.895,0.09
523.906,0.121
523.917,0.28
523.928,0.467
523.939,1.694
523.95,4.132
523.961,4.477
523.972,3.467
523.983,2.506
523.994,1.039
524.005,0.154
524.015,-0.039
524.026,-0.067
524.037,0.142
524.048,0.553
524.059,0.914
524.07,1.579
524.081,1.089
524.092,1.668
524.103,1.961
524.114,2.001
524.125,3.214
524.136,2.966
524.147,2.45
524.158,2.119
524.169,1.892
524.18,1.479
524.19,1.067
524.201,0.555
524.212,-0.099
524.223,-0.473
524.234,-0.638
524.245,-0.716
524.256,-0.789
524.267,-0.831
524.278,-0.779
524.289,-0.758
524.3,-0.711
524.311,-0.651
524.322,-0.599
524.333,-0.523
524.344,-0.497
524.355,-0.426
524.366,-0.379
524.377,-0.343
524.387,-0.351
524.398,-0.348
524.409,-0.424
524.42,-0.428
524.431,-0.391
524.442,-0.482
524.453,-0.476
524.475,-0.402
524.486,-0.653
524.497,-0.123
524.508,0.093
524.519,-0.554
524.53,-0.547
524.541,-0.619
524.552,-0.626
524.562,-0.663
524.573,-0.717
524.584,-0.705
524.595,-0.678
524.606,-0.611
524.617,-0.483
524.628,-0.295
524.639,-0.096
524.65,0.174
524.661,0.416
524.672,0.607
524.683,0.472
524.694,-0.093
524.705,-0.535
524.716,-0.844
524.727,-0.851
524.738,-0.872
524.749,-0.889
524.759,-0.811
524.77,-0.772
524.781,-0.501
524.792,-0.607
524.803,-0.365
524.814,0.04
524.825,0.454
524.836,1.02
524.847,1.472
524.858,2.133
524.869,2.197
524.88,2.062
524.891,1.81
524.902,1.333
524.913,1.311
524.924,1.121
524.935,0.539
524.945,0.566
524.956,-0.141
524.967,-0.748
524.978,-0.785
524.989,-0.844
525.0,-0.867
525.011,-0.89
525.022,-0.898
525.033,-0.897
525.044,-0.817
525.055,-0.612
525.066,-0.247
525.077,0.217
525.088,0.488
525.099,0.553
525.11,0.214
525.121,-0.29
525.131,-0.352
525.142,-0.299
525.153,-0.309
525.164,-0.233
525.175,-0.151
525.186,0.099
525.197,0.379
525.219,0.641
525.274,0.977
525.285,0.626
525.296,1.164
525.306,1.131
525.317,1.124
525.328,1.27
525.339,0.798
525.35,-0.15
525.361,-0.384
525.372,-0.653
525.383,-0.758
525.394,-0.821
525.405,-0.888
525.416,-0.933
525.427,-0.941
525.438,-0.908
525.449,-0.839
525.46,-0.801
525.471,-0.706
525.482,-0.65
525.492,-0.593
525.503,-0.387
525.514,-0.16
525.525,0.429
525.536,0.607
525.547,0.731
525.558,0.409
525.569,0.455
525.58,0.015
525.591,-0.163
525.602,-0.356
525.613,-0.544
525.624,-0.629
525.635,-0.709
525.646,-0.733
525.657,-0.724
525.668,-0.786
525.679,-0.881
525.689,-0.859
525.7,-0.766
525.711,-0.654
525.722,-0.47
525.733,-0.091
525.744,0.504
525.755,0.858
525.766,0.896
525.777,0.795
525.788,0.624
525.799,0.288
525.81,-0.078
525.821,-0.417
525.832,-0.622
525.843,-0.763
525.854,-0.848
525.865,-0.941
525.875,-0.965
525.886,-0.995
525.897,-0.915
525.908,-0.976
525.919,-1.063
525.93,-1.023
525.941,-0.967
525.952,-0.74
525.963,-0.358
525.974,0.011
525.985,0.107
526.007,-0.027
526.018,-0.181
526.029,-0.55
526.039,-0.828
526.05,-1.019
526.061,-1.039
526.072,-1.101
526.083,-1.127
526.094,-1.127
526.105,-1.11
526.116,-1.078
526.127,-1.026
526.138,-0.92
526.149,-0.831
526.16,-0.769
526.171,-0.686
526.182,-0.782
526.193,-0.906
526.204,-0.947
526.215,-0.979
526.226,-1.045
526.237,-1.038
526.247,-0.983
526.258,-0.869
526.269,-0.994
526.28,-1.021
526.291,-0.961
526.302,-0.905
526.313,-0.777
526.324,-0.606
526.335,-0.343
526.346,0.153
526.357,0.561
526.368,1.579
526.379,1.752
526.39,2.426
526.401,2.416
526.412,3.174
526.422,2.725
526.433,1.314
526.444,0.38
526.455,0.084
526.466,-0.156
526.477,-0.369
526.488,-0.596
526.499,-0.723
526.51,-0.836
526.521,-0.872
526.532,-0.911
526.543,-0.952
526.554,-0.862
526.565,-0.689
526.576,-0.381
526.587,-0.469
526.598,-0.154
526.608,0.1
526.619,0.386
526.63,0.742
526.641,0.841
526.652,1.616
526.663,1.316
526.674,1.718
526.685,1.523
526.696,0.94
526.707,0.538
526.718,0.328
526.729,0.03
526.74,-0.102
526.751,-0.239
526.762,-0.301
526.773,-1.104
526.784,-1.121
526.794,-1.117
526.805,-0.497
526.816,-0.519
526.827,-0.566
526.838,-0.559
526.849,-0.588
526.86,-0.552
526.871,-0.497
526.882,-0.413
526.893,-0.336
