Depth(m),NO3(ng/g)
579.4433000000029,50.39259168516827
579.4676000000029,25.59599370167808
579.4919000000029,24.461491865081957
579.516200000003,31.392605348228628
579.540500000003,29.24817794084482
579.5648000000031,25.502923869324587
579.5891000000031,14.577546180466701
579.6134000000031,32.610633692374996
579.6377000000032,31.876999048984036
579.6620000000032,29.073136332538514
579.6863000000033,17.69084350491013
579.7106000000033,22.63516790029447
579.7349000000033,23.23993868825593
579.7592000000034,22.135406762149753
579.7835000000034,23.07803390997954
579.8078000000035,41.85257198373873
579.8321000000035,42.68447090917041
579.8564000000035,30.450838322040415
579.8807000000036,30.256433075355822
579.9050000000036,28.535151510274677
579.9293000000036,26.36136615586533
579.9536000000037,20.836008718137567
579.9779000000037,15.260714872350839
580.0040000000038,20.94957930164963
580.0289000000038,24.434227744300074
580.0537000000038,39.69741565658306
580.0785000000038,42.329744188889364
580.1033000000039,31.15882522097939
580.1281000000039,33.805436071338754
580.1529000000039,21.433803410561907
580.1777000000039,30.181747684463403
580.202500000004,24.586723745157638
580.227300000004,23.66761450825289
580.252100000004,54.48791233179754
580.276900000004,58.915442407969486
580.3017000000041,70.09507482022859
580.3265000000041,61.5788250256151
580.3513000000041,27.766131619535898
580.3761000000042,28.66438535742873
580.4009000000042,30.88777579808173
580.4257000000042,36.5623867773718
580.4505000000042,41.678729203031395
580.4753000000043,45.18102233465374
580.5001000000043,47.71274520973084
580.5249000000043,43.05544072469409
580.5497000000043,31.259829941728444
580.5745000000044,40.56491930421336
580.5993000000044,33.97096298354264
580.6241000000044,35.65638931658876
580.6489000000045,30.28349160425097
580.6737000000045,28.922269132403883
580.6985000000045,31.40658133409679
580.7233000000045,29.534305184790153
580.7481000000046,40.509091982973594
580.7729000000046,38.253145925659666
580.7977000000046,47.54969204126896
580.8225000000047,51.28646877858297
580.8473000000047,52.42963719321074
580.8721000000047,48.99204497201903
580.8969000000047,33.64909179385167
580.9217000000048,32.40510077003292
580.9465000000048,35.3942782635854
580.9713000000048,35.43701871137843
580.9961000000048,30.605291477655573
581.0210000000048,24.56755178535176
581.0460000000048,32.70151744097337
581.0705000000048,28.780672909582375
581.0950000000048,22.767728008680358
581.1195000000048,25.71465798271203
581.1440000000048,41.06437881927494
581.1685000000048,42.522950249935526
581.1930000000048,37.8169001856265
581.2175000000047,36.22344936132158
581.2420000000047,19.021594438361596
581.2665000000047,17.595315679350062
581.2910000000047,30.4913660170939
581.3155000000047,31.81379999056343
581.3400000000047,40.952963491121004
581.3645000000047,44.92338668390082
581.3890000000047,31.472649630928093
581.4135000000047,27.039240987965776
581.4380000000046,18.09447572376337
581.4625000000046,13.186975330993578
581.4870000000046,15.47819259162635
581.5115000000046,17.408743373297362
581.5360000000046,31.44552215531834
581.5605000000046,46.30808526011441
581.5850000000046,52.999055985681814
581.6095000000046,49.22600632596603
581.6340000000046,40.68359791863639
581.6585000000046,51.22929837582846
581.6830000000045,40.166983385093886
581.7075000000045,37.96185633815133
581.7320000000045,30.655323482547843
581.7565000000045,19.77161323256402
581.7810000000045,21.65473131590683
581.8055000000045,20.032802908541875
581.8300000000045,33.078718732675256
581.8545000000045,36.84644700174134
581.8790000000045,25.57647765345738
581.9035000000044,31.670519933459186
581.9280000000044,18.68555864943145
581.9525000000044,21.398811881974254
581.9770000000044,21.430268512569704
582.0020000000044,23.726484864041947
582.0265000000044,34.49937602941723
582.0507000000043,33.42233273491285
582.0749000000043,27.777060155607778
582.0991000000042,26.341021253497054
582.1233000000042,17.523080647246992
582.1475000000041,28.335041806450203
582.1717000000041,32.866013070511386
582.195900000004,18.61601853723615
582.220100000004,14.22939297439103
582.2443000000039,21.41750390671588
582.2685000000039,14.733230193381056
582.2927000000038,16.871984246985384
582.3169000000038,23.765918632804166
582.3411000000037,26.549457195180633
582.3653000000037,34.576165523106326
582.3895000000036,38.345379391306494
582.4137000000036,34.020603334137256
582.4379000000035,22.566070931436826
582.4621000000035,28.77274327003341
582.4863000000034,16.40275288172556
582.5105000000034,19.17417526928727
582.5347000000033,23.148253064871746
582.5589000000033,30.30629008302159
582.5831000000032,29.05425206295146
582.6073000000032,32.507771107275964
582.6315000000031,38.035127442390106
582.6557000000031,34.10098200358886
582.679900000003,24.221255574827904
582.704100000003,21.13177390653015
582.728300000003,19.767312412711966
582.7525000000029,21.70894120048636
582.7767000000028,23.007054486678637
582.8009000000028,29.06284495684558
582.8251000000027,38.354463316405194
582.8493000000027,21.60729766689974
582.8735000000027,23.79141540351517
582.8977000000026,27.264091466167553
582.9219000000026,25.144577848892016
582.9461000000025,24.971275113893697
582.9703000000025,28.439576289271617
583.0190000000024,25.887913965094437
583.0434000000024,30.12018681564982
583.0671000000024,24.22591780470178
583.0908000000023,20.05568189244636
583.1145000000023,21.19292163812983
583.1382000000023,23.916408970723456
583.1619000000022,29.60434917214178
583.1856000000022,33.782474578214135
583.2093000000021,28.40712630638714
583.2330000000021,20.935040680048502
583.2567000000021,23.769700997968343
583.280400000002,19.85913151958694
583.304100000002,30.55655380932576
583.327800000002,37.000267486438176
583.3515000000019,65.33801614855898
583.3752000000019,76.91654858201248
583.3989000000018,73.32578320535023
583.4226000000018,61.23705324454113
583.4463000000018,46.862893584705795
