Depth_m,Na
507.134,1.671
507.145,2.2
507.156,2.433
507.166,2.275
507.177,1.964
507.188,1.678
507.199,1.33
507.21,0.835
507.221,0.489
507.232,0.329
507.243,0.271
507.254,0.251
507.265,0.19
507.276,0.113
507.287,0.018
507.309,0.08
507.32,0.168
507.495,0.121
507.506,0.24
507.517,0.406
507.527,0.317
507.538,0.135
507.549,0.008
507.604,0.204
507.615,0.721
507.626,1.501
507.637,2.327
507.648,2.965
507.659,2.698
507.67,2.426
507.681,0.962
507.692,0.019
507.867,0.01
507.878,0.146
507.889,0.141
507.9,0.044
508.129,0.219
508.14,0.435
508.151,0.57
508.162,0.803
508.173,0.87
508.184,0.523
508.195,0.121
508.228,0.045
508.239,0.0
508.326,0.062
508.337,0.132
508.348,0.133
508.359,0.1
508.37,0.043
508.381,0.026
508.589,0.024
508.6,0.202
508.611,0.482
508.633,0.63
508.643,0.827
508.654,0.847
508.665,0.613
508.676,0.28
508.764,0.093
508.775,0.403
508.786,0.662
508.797,0.856
508.808,1.312
508.819,1.419
508.829,1.665
508.84,1.889
508.851,2.065
508.862,1.944
508.873,1.494
508.884,0.856
508.895,0.309
509.037,0.273
509.048,0.564
509.059,0.788
509.07,0.904
509.081,0.892
509.092,0.796
509.103,0.471
509.114,0.115
509.267,0.51
509.278,1.133
509.289,1.68
509.3,2.271
509.311,2.636
509.322,2.546
509.333,2.138
509.344,1.719
509.355,1.114
509.366,0.549
509.376,0.114
509.464,0.038
509.475,0.388
509.486,0.601
509.497,0.656
509.508,0.575
509.519,0.539
509.53,0.558
509.541,0.869
509.552,1.289
509.562,1.845
509.573,2.389
509.584,1.964
509.595,1.32
509.606,0.593
509.683,0.033
509.694,0.497
509.705,0.765
509.716,0.894
509.727,0.93
509.738,0.826
509.748,0.564
509.759,0.27
509.88,0.206
509.891,0.637
509.902,1.04
509.913,1.445
509.924,1.398
509.934,0.773
509.945,0.179
510.044,0.345
510.055,0.871
510.066,1.663
510.077,2.387
510.088,2.211
510.099,1.686
510.11,0.984
510.142,0.203
510.296,0.112
510.306,0.29
510.317,0.49
510.328,0.66
510.339,0.715
510.35,0.762
510.361,0.776
510.372,0.59
510.383,0.305
510.536,0.029
510.547,0.054
510.558,0.151
510.569,0.198
510.58,0.122
510.744,0.066
510.755,0.564
510.766,0.929
510.777,1.138
510.788,1.381
510.799,1.548
510.81,1.869
510.821,2.39
510.832,3.137
510.843,3.012
510.854,2.172
510.865,1.079
510.875,0.188
511.029,0.014
511.04,0.017
511.083,0.192
511.094,0.206
511.105,0.166
511.269,0.264
511.28,0.631
511.291,0.853
511.302,0.78
511.313,0.459
511.324,0.086
511.368,0.01
511.379,0.207
511.39,0.31
511.401,0.372
511.412,0.346
511.422,0.239
511.433,0.117
511.641,0.058
511.652,0.066
511.663,0.027
511.674,0.021
511.685,0.019
511.827,0.13
511.838,0.3
511.849,0.39
511.86,0.483
511.871,0.559
511.882,0.539
511.893,0.414
511.904,0.19
512.035,0.244
512.046,0.563
512.057,0.82
512.068,0.924
512.079,0.681
512.09,0.204
512.287,0.3
512.298,0.654
512.309,0.985
512.32,1.068
512.331,0.853
512.342,0.511
512.352,0.292
512.363,0.084
512.473,0.237
512.484,0.479
512.495,0.717
512.506,0.913
512.517,1.14
512.528,1.217
512.538,1.006
512.549,0.849
512.56,0.722
512.571,0.614
512.582,0.386
512.593,0.164
512.648,0.052
512.757,0.064
512.768,0.444
512.779,0.734
512.79,0.838
512.801,0.849
512.812,0.84
512.823,0.815
512.834,0.711
512.845,0.575
512.856,0.325
512.867,0.063
513.775,0.202
513.786,0.696
513.797,1.003
513.808,1.09
513.818,0.861
513.829,0.275
514.015,0.361
514.026,0.69
514.037,0.859
514.048,0.82
514.059,0.529
514.212,0.423
514.223,0.937
514.234,1.399
514.245,1.867
514.256,2.066
514.267,2.04
514.278,1.872
514.289,1.395
514.3,0.771
514.311,0.114
514.409,0.088
514.42,0.278
514.431,0.683
514.442,1.473
514.453,1.572
514.464,1.335
514.475,0.968
514.486,0.542
514.497,0.184
514.508,0.0
514.573,0.017
514.748,0.883
514.759,0.668
515.142,0.078
515.153,0.627
515.164,1.21
515.175,1.652
515.186,1.746
515.197,1.353
515.208,0.707
515.219,0.161
515.35,0.045
515.361,0.331
515.372,0.504
515.383,0.472
515.394,0.432
515.405,0.368
515.416,0.314
515.427,0.186
515.438,0.063
515.744,0.037
515.755,0.012
515.865,0.0
515.875,0.125
515.886,0.228
515.897,0.273
515.908,0.19
516.072,0.17
516.083,0.273
516.094,0.296
516.105,0.26
516.116,0.303
516.127,0.419
516.138,0.439
516.149,0.459
516.16,0.392
516.171,0.316
516.182,0.242
516.193,0.196
516.204,0.076
516.258,0.038
516.269,0.215
516.28,0.41
516.291,0.597
516.302,0.901
516.313,1.266
516.324,1.513
516.335,1.604
516.346,1.498
516.357,1.21
516.368,1.17
516.379,1.437
516.39,1.921
516.401,2.235
516.412,2.308
516.422,1.905
516.433,1.209
516.444,0.398
516.576,0.112
516.587,0.245
516.598,0.198
516.718,0.236
516.729,0.787
516.74,1.357
516.751,1.776
516.762,1.89
516.773,1.786
516.784,1.335
516.794,0.627
516.805,0.103
516.926,0.119
516.937,0.415
516.948,0.588
516.959,0.681
516.969,0.822
516.98,1.613
516.991,2.409
517.002,2.127
517.013,1.783
517.024,1.39
517.035,0.91
517.046,0.308
517.232,0.249
517.243,0.497
517.254,0.708
517.265,0.796
517.276,0.695
517.287,0.549
517.298,0.342
517.44,0.019
517.451,0.217
517.462,0.327
517.473,0.208
517.484,0.048
517.571,0.024
517.681,0.244
517.692,0.863
517.703,1.653
517.713,2.777
517.724,3.795
517.735,4.449
517.746,4.374
517.757,3.667
517.768,2.459
517.779,1.204
517.79,0.204
517.943,0.632
517.954,1.512
517.965,2.358
517.976,3.018
517.987,2.918
517.998,1.151
518.009,0.113
518.096,0.055
518.107,0.371
518.118,0.661
518.129,0.867
518.14,0.912
518.151,0.841
518.162,0.683
518.173,0.531
518.184,0.381
518.195,0.202
518.282,0.402
518.293,0.787
518.304,1.045
518.315,0.98
518.326,0.653
518.337,0.068
518.512,0.045
518.523,0.019
518.983,0.032
518.994,0.116
519.005,0.011
519.125,0.379
519.136,0.945
519.147,1.287
519.158,1.38
519.169,1.265
519.18,1.059
519.19,0.827
519.201,0.699
519.212,0.583
519.223,0.367
519.234,0.043
519.552,0.156
519.562,0.254
519.573,0.322
519.584,0.61
519.595,1.061
519.606,1.258
519.617,1.684
519.628,2.103
519.639,2.291
519.65,2.347
519.661,2.012
519.672,1.427
519.683,0.678
519.858,0.246
519.869,0.356
519.88,0.247
520.317,0.029
520.328,0.388
520.339,0.639
520.35,0.738
520.361,0.587
520.372,0.352
520.383,0.165
520.394,0.126
520.405,0.189
520.416,0.225
520.427,0.308
520.438,0.3
520.449,0.353
520.46,0.463
520.471,0.587
520.482,0.576
520.492,0.37
520.503,0.024
520.569,0.216
520.58,0.629
520.591,1.085
520.602,1.386
520.613,1.388
520.624,1.079
520.635,0.762
520.646,0.351
520.744,0.286
520.755,0.91
520.766,1.739
520.777,2.687
520.788,3.717
520.799,4.556
520.81,4.874
520.821,4.833
520.832,4.065
520.843,2.746
520.854,1.36
520.865,0.702
520.875,0.399
520.886,0.261
520.897,0.205
521.007,0.729
521.018,0.733
521.029,0.573
521.039,0.204
521.204,0.097
521.215,0.378
521.225,0.506
521.236,0.483
521.247,0.36
521.258,0.298
521.269,0.344
521.28,0.559
521.291,0.801
521.302,0.849
521.313,0.809
521.324,0.581
521.335,0.27
521.466,0.57
521.477,1.032
521.488,1.465
521.499,1.63
521.51,1.529
521.521,1.359
521.532,1.132
521.543,0.853
521.554,0.592
521.565,0.421
521.576,0.229
521.587,0.017
521.762,0.02
521.773,0.427
521.784,0.867
521.794,1.203
521.805,1.345
521.816,1.262
521.827,0.857
521.838,0.365
521.849,0.081
522.199,0.013
522.21,0.369
522.221,0.763
522.232,0.976
522.243,0.88
522.254,0.682
522.265,0.339
522.429,0.172
522.44,0.302
522.451,0.29
522.462,0.135
522.473,0.114
522.484,0.283
522.495,0.584
522.506,0.852
522.517,0.952
522.528,0.94
522.538,0.889
522.549,0.822
522.56,0.738
522.571,0.624
522.582,0.431
522.593,0.246
522.604,0.022
522.637,0.248
522.648,0.559
522.659,0.931
522.67,1.005
522.681,0.92
522.692,0.777
522.703,0.589
522.714,0.395
522.724,0.29
522.735,0.055
522.845,0.275
522.856,0.701
522.867,1.071
522.878,1.232
522.889,1.129
522.899,0.869
522.91,0.609
522.921,0.441
522.932,0.326
522.943,0.229
522.954,0.212
522.965,0.126
523.14,0.132
523.151,0.196
523.162,0.242
523.173,0.104
523.304,0.081
523.315,0.417
523.326,0.743
523.337,0.891
523.348,0.916
523.359,0.918
523.37,0.868
523.381,0.766
523.392,0.792
523.403,0.796
523.414,0.827
523.425,0.679
523.436,0.469
523.447,0.184
523.458,0.029
523.468,0.141
523.479,0.536
523.49,1.184
523.501,1.796
523.512,2.573
523.523,2.962
523.556,2.566
523.567,1.812
523.578,0.909
523.589,0.215
523.742,0.416
523.753,0.905
523.764,1.377
523.775,1.59
523.786,1.462
523.797,1.155
523.808,0.751
523.819,0.435
523.83,0.225
523.84,0.042
524.245,0.075
524.256,0.178
524.267,0.189
524.278,0.117
524.289,0.105
524.3,0.076
524.333,0.001
524.453,0.035
524.464,0.163
524.475,0.284
524.486,0.369
524.497,0.304
524.508,0.098
524.716,0.293
524.727,0.987
524.738,1.615
524.749,2.018
524.759,2.03
524.77,1.648
524.781,0.944
524.792,0.185
524.967,0.443
524.978,0.634
524.989,0.834
525.0,1.192
525.011,1.498
525.022,1.636
525.033,1.646
525.044,1.409
525.055,1.119
525.066,0.63
525.077,0.108
525.372,0.056
525.383,0.239
525.394,0.258
525.405,0.294
525.416,0.917
525.427,1.247
525.438,1.154
525.449,0.949
525.46,0.637
525.471,0.257
525.613,0.321
525.624,0.676
525.635,0.961
525.646,1.142
525.657,1.167
525.668,1.071
525.679,0.919
525.689,0.703
525.7,0.323
525.832,0.106
525.843,0.803
525.854,1.606
525.865,2.22
525.875,2.616
525.886,2.739
525.897,2.904
525.908,3.013
525.919,2.914
525.93,2.393
525.941,1.558
525.952,0.524
526.05,0.329
526.061,0.894
526.072,1.883
526.083,2.919
526.094,3.839
526.105,4.032
526.116,3.61
526.127,2.368
526.138,1.086
526.149,0.148
526.193,0.303
526.204,0.76
526.215,1.329
526.226,1.793
526.237,2.091
526.247,2.226
526.258,1.982
526.269,1.383
526.28,0.976
526.291,0.909
526.302,0.978
526.313,0.94
526.324,0.64
526.335,0.027
526.51,0.1
526.521,0.187
526.532,0.249
526.543,0.321
526.554,0.362
526.565,0.252
526.576,0.119
526.959,0.095
527.199,0.066
527.254,0.0
527.265,0.177
527.276,0.234
527.287,0.196
527.298,0.123
527.309,0.063
527.495,0.025
527.506,0.252
527.517,0.397
527.528,0.378
527.538,0.332
527.549,0.231
527.56,0.061
527.681,0.182
527.692,0.487
527.703,0.734
527.713,0.954
527.724,1.05
527.735,1.11
527.746,1.012
527.757,0.902
527.768,0.595
527.779,0.151
528.348,0.11
528.359,0.341
528.37,0.503
528.381,0.615
528.392,0.776
528.403,0.904
528.414,0.95
528.425,0.9
528.436,0.766
528.447,0.654
528.458,0.641
528.468,0.797
528.479,1.211
528.49,1.764
528.501,2.655
528.512,3.586
528.523,4.262
528.534,4.693
528.545,4.262
528.556,2.045
528.567,1.213
528.578,0.44
528.589,0.145
528.6,0.23
528.611,0.508
528.622,0.824
528.633,1.052
528.643,0.886
528.654,0.476
529.158,0.118
529.169,0.126
529.355,0.055
529.366,0.244
529.377,0.454
529.387,0.535
529.398,0.472
529.409,0.154
529.595,0.617
529.606,1.176
529.617,1.482
529.628,1.813
529.639,2.065
529.65,2.071
529.661,1.859
529.672,1.417
529.683,0.969
529.694,0.492
529.705,0.072
529.814,0.063
529.825,0.38
529.836,0.664
529.847,0.899
529.858,1.055
529.869,0.961
529.88,0.674
529.891,0.215
530.088,0.069
530.099,0.445
530.11,0.886
530.12,1.232
530.131,1.425
530.142,1.59
530.153,1.722
530.164,1.772
530.175,1.583
530.186,1.229
530.197,0.75
530.208,0.322
530.219,0.009
530.241,0.204
530.252,0.748
530.263,1.572
530.274,2.391
530.285,3.013
530.296,2.907
530.307,2.309
530.317,1.368
530.328,0.273
530.46,0.233
530.471,0.799
530.482,1.359
530.493,1.862
530.503,2.27
530.514,2.276
530.525,2.059
530.536,1.616
530.547,1.248
530.558,0.826
530.569,0.494
530.58,0.242
530.591,0.066
530.722,0.147
530.733,0.416
530.744,0.591
530.755,0.734
530.766,0.762
530.777,0.568
530.788,0.208
530.908,0.19
530.919,0.464
530.93,0.494
530.941,0.427
530.952,0.303
530.963,0.22
530.974,0.086
531.335,0.014
531.346,0.281
531.357,0.882
531.368,1.418
531.379,1.023
531.39,0.444
531.401,0.277
531.412,0.477
531.422,0.735
531.433,0.975
531.444,1.158
531.455,1.265
531.466,1.026
531.477,0.495
531.608,0.212
531.619,0.537
531.63,0.847
531.641,0.994
531.652,0.799
531.663,0.456
531.674,0.171
531.762,0.142
531.773,0.594
531.784,0.805
531.794,0.994
531.805,1.1
531.816,1.096
531.827,0.967
531.838,0.759
531.849,0.634
531.86,0.639
531.871,0.668
531.882,0.601
531.893,0.399
531.904,0.211
531.915,0.05
531.948,0.021
531.959,0.206
531.97,0.397
531.98,0.527
531.991,0.578
532.002,0.622
532.024,0.655
532.035,0.697
532.046,0.674
532.057,0.516
532.068,0.213
532.166,0.189
532.177,0.357
532.188,0.475
532.199,0.451
532.21,0.386
532.221,0.266
532.232,0.113
532.659,0.057
532.67,0.49
532.681,1.039
532.692,1.609
532.703,2.169
532.713,2.687
532.724,2.835
532.735,2.645
532.746,1.956
532.757,1.158
532.768,0.557
532.779,0.226
532.79,0.056
533.184,0.111
533.195,0.465
533.206,0.762
533.217,0.958
533.228,1.107
533.239,1.136
533.25,1.158
533.261,1.021
533.271,0.787
533.282,0.557
533.293,0.348
533.304,0.205
533.315,0.057
533.447,0.063
533.457,0.38
533.468,0.719
533.479,0.996
533.49,1.115
533.501,1.099
533.512,0.791
533.523,0.27
533.709,0.023
533.72,0.102
533.731,0.143
533.742,0.138
533.753,0.153
533.764,0.213
533.775,0.369
533.786,0.531
533.797,0.704
533.808,0.807
533.818,0.833
533.829,0.788
533.84,0.688
533.851,0.591
533.862,0.361
533.873,0.167
534.059,0.165
534.07,0.353
534.081,0.392
534.092,0.352
534.103,0.092
534.158,0.013
534.169,0.07
534.18,0.085
534.191,0.069
534.201,0.012
534.42,0.143
534.431,0.266
534.442,0.264
534.453,0.199
534.464,0.18
534.475,0.208
534.486,0.246
534.497,0.125
534.672,0.095
534.683,0.278
534.694,0.52
534.705,0.853
534.716,1.17
534.727,1.542
534.738,1.681
534.748,1.696
534.759,1.399
534.77,0.895
534.781,0.421
534.792,0.058
534.825,0.187
534.836,0.537
534.847,0.831
534.858,1.054
534.869,0.967
534.88,0.641
534.891,0.298
534.902,0.018
534.924,0.046
534.935,0.323
534.945,0.561
534.956,0.81
534.967,1.068
534.978,1.286
534.989,1.295
535.0,1.186
535.011,0.903
535.022,0.526
535.033,0.17
535.164,0.017
535.175,0.434
535.186,0.843
535.197,1.313
535.208,1.852
535.219,2.292
535.23,2.574
535.241,2.733
535.252,2.843
535.263,2.872
535.274,2.863
535.285,2.841
535.296,2.829
535.307,2.549
535.317,2.209
535.328,1.644
535.339,1.022
535.35,0.436
535.471,0.008
535.482,0.085
535.493,0.087
535.503,0.026
535.799,0.096
535.81,0.156
535.821,0.15
535.832,0.134
535.843,0.056
536.007,0.429
536.018,0.345
536.029,0.233
536.04,0.078
536.182,0.065
536.193,0.137
536.204,0.041
536.346,0.193
536.357,0.403
536.368,0.474
536.379,0.363
536.39,0.169
536.532,0.114
536.543,0.289
536.554,0.418
536.565,0.494
536.576,0.49
536.587,0.432
536.598,0.336
536.608,0.267
536.619,0.23
536.63,0.189
536.641,0.146
536.652,0.06
536.794,0.161
536.805,0.401
536.816,0.63
536.827,0.744
536.838,0.781
536.849,0.714
536.86,0.456
536.871,0.102
537.024,0.009
537.035,0.278
537.046,0.502
537.057,0.771
537.068,0.883
537.079,0.956
537.09,1.0
537.101,0.947
537.112,0.836
537.123,0.676
537.134,0.411
537.145,0.236
537.156,0.157
537.167,0.103
537.177,0.073
537.188,0.053
537.331,0.015
537.341,0.165
537.352,0.248
537.363,0.246
537.374,0.239
537.385,0.242
537.396,0.146
537.79,0.02
537.801,0.277
537.812,0.59
537.823,0.902
537.834,1.071
537.845,1.071
537.856,1.05
537.867,1.036
537.878,0.979
537.889,0.798
537.899,0.461
537.91,0.028
538.009,0.107
538.02,0.448
538.031,0.826
538.042,1.092
538.053,1.163
538.064,1.006
538.075,0.616
538.086,0.188
538.228,0.156
538.239,0.395
538.25,0.632
538.261,0.779
538.271,0.912
538.282,1.018
538.293,1.101
538.304,1.275
538.315,1.365
538.326,1.327
538.337,1.221
538.348,0.973
538.359,0.736
538.37,0.545
538.381,0.313
538.392,0.157
538.501,0.177
538.512,0.427
538.523,0.622
538.534,0.767
538.545,0.843
538.556,0.906
538.567,0.914
538.578,0.867
538.589,0.622
538.6,0.21
538.742,0.0
538.753,0.222
538.764,0.33
538.775,0.324
538.786,0.225
538.797,0.066
538.851,0.032
538.862,0.057
538.873,0.115
538.884,0.18
538.895,0.23
538.906,0.208
538.917,0.147
538.928,0.042
538.972,0.149
538.983,0.353
538.994,0.565
539.005,0.771
539.015,0.949
539.026,0.976
539.037,0.984
539.048,0.839
539.059,0.616
539.07,0.4
539.081,0.15
539.256,0.11
539.267,0.178
539.278,0.345
539.289,0.447
539.3,0.447
539.311,0.431
539.322,0.406
539.333,0.403
539.344,0.372
539.355,0.261
539.366,0.093
539.398,0.03
539.409,0.233
539.42,0.453
539.431,0.752
539.442,1.028
539.453,1.298
539.464,1.512
539.475,1.657
539.486,1.65
539.497,1.418
539.508,0.962
539.519,0.35
539.716,0.11
539.727,0.076
540.153,0.179
540.164,0.319
540.175,0.195
540.405,0.076
540.416,0.264
540.427,0.505
540.438,0.779
540.449,1.047
540.46,1.187
540.471,1.186
540.482,1.024
540.492,0.777
540.503,0.547
540.514,0.244
540.58,0.255
540.591,0.574
540.602,0.798
540.613,0.863
540.624,0.792
540.635,0.605
540.646,0.344
540.657,0.078
541.335,0.017
541.346,0.142
541.357,0.269
541.368,0.387
541.379,0.468
541.39,0.602
541.401,0.66
541.412,0.727
541.422,0.715
541.433,0.605
541.444,0.52
541.455,0.315
541.466,0.109
541.762,0.039
541.773,0.224
541.784,0.344
541.794,0.475
541.805,0.586
541.816,0.726
541.827,0.908
541.838,1.329
541.882,1.825
541.893,2.22
541.904,2.519
541.915,2.53
541.926,2.522
541.937,2.445
541.948,2.076
541.959,1.757
541.97,1.31
541.98,0.99
541.991,0.673
542.002,0.522
542.013,0.498
542.024,0.601
542.035,0.8
542.046,1.036
542.057,1.197
542.068,1.298
542.079,1.264
542.09,1.188
542.101,1.009
542.112,0.793
542.123,0.6
542.134,0.417
542.145,0.236
542.156,0.046
542.407,0.06
542.418,0.269
542.429,0.439
542.44,0.589
542.451,0.716
542.462,0.697
542.473,0.677
542.484,0.685
542.495,0.483
542.506,0.199
542.713,0.116
542.724,0.468
542.735,0.818
542.746,1.116
542.757,1.313
542.768,1.52
542.779,1.616
542.79,1.619
542.801,1.583
542.812,1.588
542.823,1.773
542.834,2.095
542.845,2.781
542.856,3.434
542.867,3.896
542.878,3.902
542.889,3.476
542.9,2.626
542.911,1.604
542.921,0.51
543.206,0.044
543.217,0.193
543.228,0.293
543.239,0.364
543.25,0.377
543.26,0.293
543.271,0.161
543.381,0.009
543.392,0.521
543.403,1.09
543.414,1.645
543.425,2.081
543.436,2.266
543.447,2.137
543.457,1.683
543.468,1.183
543.479,0.596
543.49,0.072
543.654,0.019
543.665,0.091
543.676,0.109
543.687,0.067
543.895,0.002
543.906,0.181
543.917,0.213
543.928,0.234
543.939,0.198
543.95,0.116
543.961,0.004
544.081,0.123
544.092,0.597
544.103,1.274
544.114,2.115
544.125,2.909
544.136,3.309
544.147,3.388
544.158,2.918
544.169,2.23
544.18,1.45
544.19,0.761
544.201,0.299
544.212,0.042
544.355,0.424
544.366,0.965
544.377,1.384
544.387,1.69
544.398,1.906
544.409,1.873
544.42,1.646
544.431,1.366
544.442,0.955
544.453,0.556
544.464,0.222
544.595,0.027
544.606,0.247
544.617,0.497
544.628,0.694
544.639,0.799
544.65,0.789
544.661,0.742
544.672,0.659
544.683,0.566
544.694,0.493
544.705,0.381
544.716,0.31
544.727,0.269
544.738,0.259
544.749,0.252
544.759,0.269
544.77,0.205
544.781,0.11
544.924,0.154
544.935,0.339
544.945,0.523
544.956,0.605
544.967,0.643
544.978,0.481
544.989,0.245
545.033,0.052
545.044,0.516
545.055,0.992
545.066,1.285
545.077,1.207
545.088,1.011
545.099,0.907
545.11,1.018
545.121,1.182
545.131,1.431
545.142,1.514
545.153,1.404
545.164,1.261
545.175,0.89
545.186,0.339
545.252,0.03
545.263,0.163
545.274,0.313
545.285,0.469
545.296,0.61
545.307,0.764
545.317,0.857
545.328,0.906
545.339,0.981
545.35,0.97
545.361,0.886
545.372,0.731
545.383,0.5
545.394,0.209
545.493,0.244
545.503,0.431
545.514,0.446
545.525,0.291
545.536,0.042
545.744,0.027
545.755,0.269
545.766,0.45
545.777,0.548
545.788,0.545
545.799,0.471
545.81,0.406
545.821,0.351
545.832,0.203
545.843,0.114
545.919,0.016
545.93,0.092
545.941,0.086
546.072,0.032
546.083,0.033
546.138,0.034
546.149,0.263
546.16,0.463
546.171,0.611
546.182,0.65
546.193,0.547
546.204,0.28
546.324,0.019
546.335,0.284
546.346,0.491
546.357,0.58
546.368,0.594
546.379,0.557
546.39,0.516
546.401,0.578
546.412,0.627
546.422,0.726
546.433,0.765
546.444,0.681
546.455,0.445
546.466,0.176
547.538,0.127
547.549,0.41
547.56,0.684
547.571,0.77
547.582,0.724
547.593,0.545
547.604,0.228
547.724,0.195
547.735,0.294
547.746,0.272
547.757,0.205
547.768,0.075
547.779,0.005
547.998,0.291
548.009,0.687
548.02,1.153
548.031,1.554
548.042,1.752
548.053,1.736
548.064,1.499
548.075,1.121
548.086,0.658
548.096,0.262
548.293,0.021
548.304,0.01
548.381,0.31
548.392,0.973
548.403,1.809
548.414,2.617
548.425,3.316
548.436,3.801
548.447,4.042
548.457,3.978
548.468,3.227
548.479,2.361
548.49,1.458
548.501,0.568
548.611,0.117
548.622,0.356
548.632,0.556
548.643,0.747
548.654,0.994
548.665,1.335
548.676,1.185
548.687,1.114
548.698,1.046
548.709,1.051
548.72,1.052
548.731,0.988
548.742,0.83
548.753,0.667
548.764,0.511
548.775,0.218
548.873,0.096
548.884,0.451
548.895,0.71
548.906,0.825
548.917,0.861
548.928,0.625
548.939,0.269
549.125,0.352
549.136,0.945
549.147,1.512
549.158,2.112
549.169,2.604
549.179,2.89
549.19,3.076
549.201,3.0
549.212,2.691
549.223,2.162
549.234,1.471
549.245,0.764
549.256,0.268
549.355,0.076
549.366,0.194
549.376,0.284
549.387,0.369
549.398,0.426
549.409,0.41
549.42,0.39
549.431,0.359
549.442,0.271
549.453,0.171
549.464,0.049
549.573,0.057
549.584,0.163
549.595,0.226
549.606,0.24
549.617,0.238
549.628,0.137
549.759,0.138
549.77,0.337
549.781,0.462
549.792,0.48
549.803,0.452
549.814,0.358
549.825,0.172
549.891,0.038
549.902,0.177
549.913,0.307
549.924,0.42
549.935,0.458
549.946,0.409
549.956,0.323
549.967,0.215
549.978,0.078
550.011,0.104
550.022,0.306
550.033,0.561
550.044,0.827
550.055,0.96
550.066,1.07
550.077,1.073
550.088,1.029
550.099,1.01
550.11,0.992
550.12,0.996
550.131,1.115
550.142,1.306
550.153,1.438
550.164,1.502
550.175,1.463
550.186,1.3
550.197,1.014
550.208,0.578
550.219,0.149
550.306,0.021
550.317,0.268
550.361,0.393
550.372,0.595
550.383,0.61
550.394,0.525
550.405,0.351
550.416,0.054
550.514,0.271
550.525,0.595
