Depth_m,nh4
463.873,0.422
463.884,0.733
463.895,0.942
463.906,1.046
463.917,1.048
463.928,1.049
463.939,0.743
463.95,0.436
463.961,0.129
464.158,0.034
464.169,0.035
464.409,0.078
464.42,0.294
464.431,0.304
464.442,0.208
464.453,0.109
464.464,0.006
464.475,0.108
464.486,0.208
464.497,0.207
464.508,0.206
464.519,0.001
464.672,0.119
464.683,0.422
464.694,0.622
464.705,0.72
464.716,0.613
464.727,0.303
464.738,0.095
465.022,0.057
465.033,0.055
465.219,0.047
465.23,0.354
465.241,0.559
465.252,0.662
465.263,0.766
465.274,0.563
465.285,0.36
465.296,0.158
465.306,0.057
465.492,0.105
465.503,0.108
465.514,0.212
465.525,0.316
465.536,0.214
465.547,0.215
465.558,0.113
465.569,0.216
465.58,0.217
465.591,0.32
465.602,0.219
465.613,0.118
465.624,0.119
465.635,0.119
465.646,0.324
465.657,0.529
465.668,0.836
465.678,1.043
465.689,1.353
465.7,1.664
465.711,1.873
465.722,1.877
465.733,1.573
465.744,1.269
465.755,0.861
465.766,0.554
465.777,0.246
465.919,0.022
465.93,0.125
465.941,0.228
465.952,0.332
465.963,0.332
465.974,0.333
465.985,0.231
465.996,0.128
466.116,0.108
466.127,0.211
466.138,0.314
466.149,0.418
466.16,0.521
466.171,0.829
466.182,1.239
466.193,1.546
466.204,1.955
466.215,1.852
466.226,1.238
466.236,0.521
466.247,0.008
466.401,0.007
466.412,0.316
466.423,0.522
466.433,0.627
466.444,0.731
466.455,0.734
466.466,0.736
466.477,0.636
466.488,0.638
466.499,0.638
466.51,0.535
466.521,0.534
466.532,0.328
466.543,0.122
466.762,0.296
466.773,0.497
466.784,0.801
466.794,1.002
466.805,1.101
466.816,0.996
466.827,0.584
466.838,0.07
466.959,0.043
466.97,0.348
466.98,0.551
466.991,0.857
467.002,1.265
467.013,1.47
467.024,1.472
467.035,1.473
467.046,1.475
467.057,1.579
467.068,1.376
467.079,0.967
467.09,0.456
467.232,0.113
467.243,0.317
467.254,0.623
467.265,0.621
467.276,0.619
467.287,0.412
467.298,0.205
468.884,0.481
468.895,0.99
468.906,1.398
468.917,1.602
468.928,1.807
468.939,1.706
468.95,1.707
468.961,1.504
468.972,1.403
468.983,1.097
468.994,0.484
469.07,0.07
469.081,0.479
469.092,0.785
469.103,1.091
469.114,1.295
469.125,1.395
469.136,1.188
469.147,0.878
469.158,0.465
469.169,0.259
469.18,0.155
469.191,0.154
469.201,0.358
469.212,0.356
469.223,0.355
469.234,0.253
469.245,0.15
469.256,0.251
469.267,0.25
469.278,0.146
469.289,0.042
469.377,0.03
469.387,0.031
469.398,0.031
469.748,0.103
469.759,0.206
469.77,0.411
469.781,0.513
469.792,0.513
469.803,0.512
469.814,0.511
469.825,0.714
469.836,0.815
469.847,1.02
469.858,0.919
469.869,0.614
469.88,0.005
469.989,0.142
470.0,0.345
470.011,0.343
470.022,0.339
470.033,0.13
470.044,0.023
470.208,0.187
470.219,0.392
470.23,0.495
470.241,0.596
470.252,0.697
470.263,0.694
470.274,0.487
470.285,0.177
470.449,0.065
470.46,0.272
470.471,0.375
470.482,0.274
470.492,0.071
470.875,0.143
470.886,0.551
470.897,1.061
470.908,1.572
470.919,1.879
470.93,2.083
470.941,1.879
470.952,1.573
470.963,1.369
470.974,1.167
470.985,0.964
470.996,0.762
471.018,0.663
471.029,0.462
471.04,0.464
471.05,0.465
471.061,0.567
471.072,0.771
471.083,0.872
471.094,0.871
471.105,0.973
471.116,0.871
471.127,0.769
471.138,0.565
471.149,0.36
471.16,0.258
471.171,0.157
471.182,0.259
471.193,0.158
471.335,0.168
471.346,0.576
471.357,0.882
471.368,1.29
471.379,1.698
471.39,1.901
471.401,1.898
471.412,1.691
471.422,1.177
471.433,0.56
471.444,0.249
471.455,0.246
471.466,0.346
471.477,0.651
471.488,0.956
471.499,1.159
471.51,1.055
471.521,0.644
471.532,0.335
471.543,0.026
471.554,0.023
471.565,0.02
471.576,0.119
471.587,0.218
471.598,0.315
471.608,0.31
471.619,0.408
471.63,0.3
471.641,0.193
471.652,0.086
471.784,0.08
472.112,0.175
472.123,0.481
472.134,0.479
472.145,0.272
472.155,0.065
472.232,0.064
472.243,0.066
472.254,0.169
472.265,0.17
472.276,0.17
472.287,0.17
472.298,0.067
472.56,0.222
472.571,0.631
472.582,1.245
472.593,1.96
472.604,2.471
472.615,2.778
472.626,2.676
472.637,2.165
472.648,1.449
472.659,0.528
472.768,0.016
472.779,0.224
472.79,0.329
472.801,0.332
472.812,0.233
472.987,0.446
472.998,0.954
473.009,1.461
473.02,1.458
473.031,1.251
473.042,1.046
473.053,0.945
473.064,1.15
473.075,1.867
473.086,2.481
473.096,2.891
473.107,2.687
473.118,1.972
473.129,0.95
473.25,0.125
473.261,0.428
473.271,0.631
473.282,0.935
473.293,1.24
473.304,1.75
473.315,2.261
473.326,2.465
473.337,2.158
473.348,1.443
473.359,0.523
473.545,0.426
473.556,1.036
473.567,1.646
473.578,2.258
473.589,2.461
473.6,2.052
473.611,1.438
473.622,0.722
473.633,0.211
474.169,0.054
474.18,0.36
474.19,0.664
474.201,0.866
474.212,0.862
474.223,0.858
474.234,0.65
474.245,0.545
474.256,0.338
474.267,0.03
474.377,0.35
474.387,0.763
474.398,1.175
474.409,1.381
474.42,1.484
474.431,1.281
474.442,1.078
474.453,0.978
474.464,1.082
474.475,1.186
474.486,0.984
474.497,0.882
474.508,0.678
474.519,0.576
474.825,0.68
474.836,0.682
474.847,0.992
474.858,1.403
474.869,1.713
474.88,2.022
474.891,2.333
474.902,2.847
474.913,3.258
474.924,3.568
474.935,3.57
474.945,3.06
474.956,2.141
474.967,1.118
474.978,0.401
475.055,0.075
475.066,0.174
475.077,0.172
475.088,0.171
475.099,0.477
475.11,0.681
475.12,0.886
475.131,1.193
475.142,1.399
475.153,1.504
475.164,1.404
475.175,1.509
475.186,1.409
475.197,1.206
475.208,1.003
475.219,0.595
475.23,0.085
475.361,0.099
475.372,0.201
475.383,0.507
475.394,0.914
475.405,1.218
475.416,1.522
475.427,1.417
475.438,1.006
475.449,0.289
475.492,0.086
475.503,0.395
475.514,0.704
475.525,0.91
475.536,1.015
475.547,0.914
475.558,0.711
475.569,0.202
475.733,0.051
475.744,0.154
475.755,0.155
475.766,0.156
475.985,0.274
475.996,0.888
476.007,1.4
476.018,1.81
476.029,2.119
476.04,2.02
476.05,1.719
476.061,1.11
476.072,0.194
476.215,0.074
476.226,0.372
476.237,0.673
476.247,0.977
476.258,1.386
476.269,1.694
476.28,1.9
476.291,1.902
476.302,1.291
476.313,0.681
476.324,0.071
476.521,0.094
476.532,0.194
476.543,0.498
476.554,0.598
476.565,0.699
476.576,0.8
476.587,0.801
476.598,0.702
476.608,0.399
476.619,0.098
476.762,0.014
476.773,0.013
476.86,0.106
476.871,0.308
476.882,0.407
476.893,0.404
476.904,0.197
476.915,0.093
477.09,0.089
477.101,0.294
477.112,0.293
477.123,0.293
477.134,0.191
477.145,0.089
477.156,0.089
477.166,0.09
477.177,0.091
477.188,0.194
477.199,0.298
477.21,0.401
477.221,0.607
477.232,0.712
477.243,0.715
477.254,0.718
477.265,0.415
477.276,0.112
477.342,0.019
477.352,0.222
477.363,0.527
477.374,0.423
477.385,0.422
477.396,0.115
477.495,0.026
477.506,0.232
477.517,0.337
477.528,0.34
477.538,0.24
477.714,0.404
477.724,0.713
477.735,1.123
477.746,1.429
477.757,1.633
477.768,1.53
477.779,1.427
477.79,1.118
477.801,0.81
477.812,0.502
477.823,0.092
478.031,1.432
478.042,0.615
478.173,0.283
478.184,0.478
478.195,0.366
478.206,0.155
478.392,0.071
478.403,0.174
478.414,0.174
478.884,0.178
478.895,0.584
478.906,0.99
478.917,1.396
478.928,1.903
478.939,2.411
478.95,2.714
478.961,3.12
478.972,3.731
478.983,4.241
478.994,4.24
479.005,3.32
479.015,1.992
479.026,0.46
479.311,0.098
479.322,0.303
479.333,0.405
479.344,0.406
479.355,0.407
479.366,0.203
479.563,0.003
479.573,0.105
479.584,0.208
479.595,0.209
479.606,0.313
479.617,0.416
479.628,0.622
479.639,0.929
479.65,1.237
479.661,1.545
479.672,1.649
479.683,1.446
479.694,0.833
479.705,0.118
479.803,0.098
479.814,0.197
479.825,0.091
479.836,0.088
480.175,0.092
480.186,0.196
480.197,0.198
480.208,0.199
480.219,0.098
480.23,0.097
480.241,0.199
480.252,0.302
480.263,0.405
480.274,0.406
480.285,0.509
480.296,0.51
480.307,0.408
480.317,0.204
480.328,0.0
480.372,0.098
480.383,0.298
480.394,0.498
480.405,0.595
480.416,0.592
480.427,0.384
480.438,0.28
480.449,0.175
480.46,0.071
480.471,0.07
480.58,0.276
480.591,0.585
480.602,0.792
480.613,0.793
480.624,0.896
480.635,0.999
480.646,1.202
480.657,1.507
480.668,1.71
480.678,2.016
480.689,2.014
480.7,1.809
480.711,1.398
480.722,0.886
480.733,0.475
480.886,0.342
480.897,0.853
480.908,1.57
480.919,2.491
480.93,3.616
480.941,4.741
480.952,5.765
480.963,5.97
480.974,4.846
480.985,3.107
480.996,1.266
481.007,0.037
481.291,0.101
481.302,0.507
481.313,1.014
481.324,1.419
481.335,1.619
481.346,1.615
481.357,1.407
481.368,1.199
481.379,0.889
481.39,0.478
481.401,0.067
481.652,0.151
481.663,0.357
481.674,0.563
481.685,0.77
481.696,0.876
481.707,0.777
481.718,0.68
481.729,0.583
481.74,0.384
481.751,0.289
481.762,0.194
481.773,0.099
481.838,0.301
481.849,0.504
481.86,0.501
481.871,0.499
481.882,0.597
481.893,0.797
481.904,1.2
481.915,1.5
481.926,2.108
481.937,2.92
481.948,3.427
481.959,3.322
481.97,2.604
481.981,1.375
481.991,0.453
482.101,0.052
482.112,0.155
482.123,0.257
482.134,0.156
482.145,0.054
482.287,0.048
482.298,0.152
482.309,0.153
482.32,0.154
482.495,0.179
482.506,0.383
482.517,0.792
482.527,0.996
482.538,1.099
482.549,1.1
482.56,1.101
482.571,1.103
482.582,1.207
482.593,1.208
482.604,0.903
482.615,0.495
482.626,0.088
482.681,0.086
482.692,0.187
482.703,0.186
482.714,0.185
482.724,0.285
482.735,0.387
482.746,0.591
482.757,0.795
482.768,0.796
482.779,0.797
482.79,0.696
482.801,0.288
483.118,0.183
483.129,0.492
483.14,0.698
483.151,1.006
483.162,1.315
483.173,1.316
483.184,1.114
483.195,0.707
483.206,0.3
483.217,0.097
483.304,0.104
483.315,0.309
483.326,0.411
483.337,0.411
483.348,0.309
483.359,0.106
483.37,0.005
483.381,0.109
483.392,0.11
483.403,0.111
483.414,0.316
483.425,0.418
483.436,0.317
483.447,0.114
483.457,0.014
483.523,0.232
483.534,0.434
483.545,0.636
483.556,0.735
483.567,0.731
483.578,0.932
483.589,1.236
483.6,1.337
483.611,1.337
483.622,1.131
483.633,0.62
483.643,0.108
483.753,0.163
483.764,0.379
483.775,0.59
483.786,0.9
483.797,1.002
483.808,0.999
483.819,0.894
483.829,0.684
483.84,0.474
483.851,0.161
483.906,0.018
483.917,0.117
483.928,0.116
483.939,0.014
484.081,0.09
484.092,0.498
484.103,0.806
484.114,0.911
484.125,0.915
484.136,0.919
484.147,0.821
484.158,0.723
484.169,0.523
484.18,0.321
484.322,0.307
484.333,0.51
484.344,0.611
484.355,0.507
484.366,0.404
484.377,0.198
484.387,0.096
484.519,0.004
484.53,0.106
484.541,0.414
484.552,0.62
484.563,0.826
484.573,0.828
484.584,0.933
484.595,0.833
484.606,0.529
484.617,0.328
484.628,0.127
484.639,0.336
484.65,0.646
484.661,1.058
484.672,1.573
484.683,2.189
484.694,2.5
484.705,2.402
484.716,1.998
484.727,1.391
484.738,0.888
484.748,0.691
484.759,0.595
484.77,0.292
484.924,0.004
484.934,0.109
484.945,0.214
484.956,0.116
484.967,0.118
484.978,0.324
484.989,0.632
485.0,0.836
485.011,0.938
485.022,0.733
485.033,0.323
485.241,0.031
485.252,0.133
485.263,0.133
485.274,0.236
485.285,0.237
485.296,0.137
485.492,0.168
485.503,0.168
485.514,0.168
485.525,0.068
485.536,0.071
485.711,0.302
485.722,0.506
485.733,0.607
485.744,0.812
485.755,0.914
485.766,0.915
485.777,0.814
485.788,0.815
485.799,0.714
485.81,0.714
485.821,0.51
485.832,0.304
486.171,0.196
486.182,0.604
486.193,0.91
486.204,1.013
486.215,1.013
486.225,0.809
486.236,0.707
486.247,0.503
486.258,0.4
486.269,0.195
486.28,0.297
486.291,0.398
486.302,0.704
486.313,0.908
486.324,1.01
486.554,1.215
486.565,1.215
486.576,1.011
486.587,0.398
486.652,0.099
486.663,0.202
486.674,0.406
486.685,0.406
486.696,0.2
486.794,0.29
486.805,0.697
486.816,1.104
486.827,1.511
486.838,2.122
486.849,2.836
486.86,3.656
486.871,4.372
486.882,4.475
486.893,3.964
486.904,2.84
486.915,1.511
486.926,0.387
486.97,0.074
486.98,0.277
486.991,0.48
487.002,0.479
487.013,0.477
487.024,0.475
487.035,0.473
487.046,0.574
487.057,0.676
487.068,0.881
487.079,0.985
487.09,0.884
487.101,0.682
487.112,0.173
487.254,0.067
487.265,0.168
487.276,0.168
487.287,0.066
487.298,0.168
487.309,0.169
487.32,0.067
487.484,0.378
487.495,0.686
487.506,0.893
487.517,0.895
487.527,0.59
487.538,0.184
488.556,0.196
488.567,0.093
488.775,0.183
488.786,0.286
488.797,0.39
488.808,0.596
488.819,0.701
488.829,0.806
488.84,0.808
488.851,0.504
489.245,0.293
489.256,0.698
489.267,1.103
489.278,1.507
489.289,1.81
489.3,1.907
489.311,1.699
489.322,1.286
489.333,0.669
489.344,0.053
489.442,0.261
489.453,0.568
489.464,0.67
489.475,0.773
489.486,0.773
489.497,0.773
489.508,0.773
489.519,0.773
489.53,0.671
489.541,0.467
489.552,0.263
489.563,0.263
489.574,0.16
489.584,0.159
489.595,0.054
489.606,0.153
489.617,0.15
489.628,0.249
489.639,0.35
489.65,0.451
489.661,0.554
489.672,0.556
489.683,0.66
489.694,0.765
489.705,0.767
489.716,0.871
489.727,0.972
489.738,0.868
489.748,0.764
489.759,0.456
489.77,0.047
489.858,0.159
489.869,0.466
489.88,0.774
489.891,1.186
489.902,1.291
489.913,1.498
489.924,1.706
489.935,1.915
489.945,1.919
489.956,2.027
489.967,1.931
489.978,1.632
490.077,0.157
490.088,0.365
490.099,0.674
490.11,0.981
490.121,1.186
490.131,1.085
490.142,0.883
490.153,0.682
490.164,0.481
490.175,0.484
490.186,0.488
490.197,0.184
490.285,0.196
490.296,0.501
490.306,0.703
490.317,0.804
490.328,0.701
490.339,0.7
490.35,0.698
490.361,0.902
490.372,0.799
490.383,0.594
490.394,0.184
490.503,0.177
490.514,0.382
490.525,0.485
490.536,0.589
490.547,0.591
490.558,0.49
490.569,0.39
490.58,0.187
490.799,0.184
490.81,0.591
490.821,1.101
490.832,1.407
490.843,1.509
490.854,1.509
490.865,1.304
490.875,1.201
490.886,0.996
490.897,0.894
490.908,0.791
490.919,0.689
490.93,0.484
490.941,0.484
490.952,0.483
490.963,0.482
490.974,0.789
490.985,1.095
490.996,1.4
491.007,1.603
491.018,1.602
491.029,1.498
491.04,1.189
491.05,0.777
491.061,0.366
491.269,0.041
491.28,0.143
491.291,0.142
491.302,0.038
491.313,0.139
491.324,0.138
491.335,0.136
491.346,0.237
491.357,0.132
491.444,0.025
491.455,0.331
491.466,0.637
491.477,0.841
491.488,0.839
491.499,0.633
491.51,0.324
491.521,0.22
491.532,0.014
491.729,0.035
491.74,0.239
491.751,0.341
491.762,0.34
492.002,0.34
492.013,0.442
492.024,0.646
492.035,0.85
492.046,1.054
492.057,1.053
492.068,0.951
492.079,0.746
492.09,0.542
492.101,0.44
492.112,0.338
492.123,0.44
492.134,0.337
492.145,0.234
492.221,0.015
492.232,0.316
492.243,0.617
492.254,0.919
492.265,1.121
492.276,1.224
492.287,1.327
492.298,1.432
492.309,1.537
492.32,1.642
492.331,1.44
492.342,1.135
492.352,0.624
492.363,0.111
492.527,0.125
492.538,0.332
492.549,0.743
492.56,1.052
492.571,1.259
492.582,1.67
492.593,1.979
492.604,2.083
492.615,1.983
492.626,1.78
492.637,1.27
492.648,0.863
492.659,0.456
492.67,0.049
492.703,0.256
492.713,0.563
492.724,0.768
492.735,0.768
492.746,0.667
492.757,0.259
493.217,0.736
493.228,0.941
493.239,1.247
493.25,1.145
493.261,1.043
493.271,0.635
493.282,0.227
493.293,0.023
493.37,0.129
493.381,0.232
493.392,0.436
493.403,0.538
493.414,0.64
493.425,0.844
493.436,1.048
493.447,0.946
493.457,0.743
493.468,0.335
493.665,0.011
493.676,0.01
493.687,0.112
493.698,0.315
493.709,0.621
493.72,0.825
493.731,0.722
493.742,0.414
493.753,0.106
493.895,0.123
493.906,0.127
493.917,0.13
493.928,0.133
493.939,0.136
493.95,0.036
493.961,0.037
494.092,0.05
494.103,0.257
494.114,0.565
494.125,0.771
494.136,0.976
494.147,1.078
494.158,1.077
494.169,0.873
494.18,0.566
494.19,0.157
494.333,0.062
494.344,0.267
494.355,0.675
494.366,0.88
494.377,1.084
494.387,1.289
494.398,1.29
494.409,1.087
494.42,0.781
494.431,0.168
494.53,0.081
494.541,0.289
494.552,0.598
494.563,0.702
494.573,0.805
494.584,0.907
494.595,0.702
494.606,0.597
494.617,0.082
494.803,0.045
494.814,0.045
494.825,0.148
494.836,0.148
494.847,0.251
494.858,0.354
494.869,0.254
494.88,0.154
494.967,0.174
494.978,0.38
494.989,0.687
495.0,0.892
495.011,1.198
495.022,1.709
495.033,2.221
495.044,2.733
495.055,2.836
495.066,2.735
495.077,2.123
495.088,1.408
495.099,0.898
495.11,0.798
495.12,0.596
495.131,0.497
495.142,0.399
495.153,0.302
495.164,0.306
495.175,0.208
495.186,0.005
495.274,0.001
495.285,0.204
495.296,0.305
495.306,0.304
495.317,0.304
495.328,0.099
495.482,0.042
495.492,0.247
495.503,0.555
495.514,0.761
495.525,0.967
495.536,0.868
495.547,0.871
495.558,0.669
495.569,0.671
495.58,0.57
495.591,0.672
495.602,0.774
495.613,0.876
495.624,0.774
495.635,0.569
495.646,0.262
495.657,0.057
495.733,0.04
495.744,0.038
495.755,0.036
495.766,0.033
495.777,0.031
495.788,0.132
495.93,0.112
495.941,0.412
495.952,0.608
495.963,0.6
495.974,0.594
496.105,0.081
496.116,0.186
496.127,0.291
496.138,0.394
496.149,0.599
496.16,0.701
496.171,1.007
496.182,1.006
496.193,0.799
496.204,0.286
496.368,0.193
496.379,0.397
496.39,0.6
496.401,0.804
496.411,1.008
496.422,1.212
496.433,1.212
496.444,1.109
496.455,1.007
496.466,0.802
496.477,0.495
496.488,0.29
496.598,0.195
496.608,0.197
496.619,0.3
496.63,0.301
496.641,0.302
496.652,0.404
496.663,0.302
496.674,0.199
496.685,0.096
496.784,0.405
496.794,0.61
496.805,0.815
496.816,0.918
496.827,0.816
496.838,0.612
496.849,0.408
496.86,0.204
496.871,0.001
497.123,0.109
497.134,0.308
497.145,0.303
497.156,0.198
497.166,0.096
497.363,0.144
497.374,0.244
497.385,0.447
497.396,0.65
497.407,0.956
497.418,1.057
497.429,1.158
497.44,0.85
497.451,0.337
497.495,0.02
497.506,0.323
497.517,0.524
497.527,0.725
497.538,0.825
497.549,0.824
497.56,0.619
497.571,0.415
497.582,0.313
497.593,0.314
497.604,0.315
497.615,0.419
497.626,0.318
497.637,0.319
497.648,0.218
497.659,0.014
497.845,0.121
497.856,0.432
497.867,0.641
497.878,0.747
497.889,0.648
497.899,0.345
498.075,0.029
498.086,0.027
498.096,0.027
498.107,0.027
498.118,0.027
498.479,0.008
498.49,0.006
498.501,0.005
498.676,0.396
498.687,0.906
498.698,1.519
498.709,2.132
498.72,2.644
498.731,2.85
498.742,2.749
498.753,2.24
498.764,1.425
498.775,0.504
498.884,0.101
498.895,0.203
498.906,0.305
498.917,0.511
498.928,0.717
498.939,0.924
498.95,1.027
498.961,1.028
498.972,0.824
499.322,0.056
499.333,0.057
499.344,0.059
499.355,0.06
499.475,0.075
499.486,0.174
499.497,0.17
499.508,0.267
499.519,0.157
499.53,0.047
499.847,0.151
499.858,0.761
499.869,1.37
499.88,1.876
499.891,2.381
499.902,2.888
499.913,3.089
499.924,2.882
499.935,2.165
499.945,1.142
499.956,0.426
499.967,0.017
500.033,0.224
500.044,0.429
500.055,0.941
500.066,1.35
500.077,1.861
500.088,2.27
500.099,2.678
500.11,2.881
500.121,3.085
500.131,3.084
500.142,2.982
500.153,2.88
500.164,2.575
500.175,2.269
500.186,1.964
500.197,1.558
500.208,1.152
500.219,0.542
500.23,0.137
500.296,0.053
500.307,0.258
500.317,0.462
500.328,0.565
500.339,0.667
500.35,0.463
500.361,0.156
500.503,0.057
500.514,0.262
500.525,0.568
500.536,0.771
500.547,0.768
500.558,0.662
500.569,0.452
500.58,0.345
500.591,0.442
500.602,0.539
500.613,0.637
500.624,0.837
500.635,0.937
500.646,0.935
500.657,0.73
500.668,0.321
500.799,0.015
500.81,0.22
501.127,0.528
501.138,0.734
501.149,0.94
501.16,1.146
501.171,1.352
501.182,1.456
501.193,1.252
501.204,0.844
501.215,0.436
501.225,0.129
501.258,0.025
501.269,0.228
501.28,0.535
501.291,0.842
501.302,1.046
501.313,1.047
501.324,0.843
501.335,0.639
501.346,0.333
501.357,0.23
501.368,0.128
501.379,0.026
501.477,0.241
501.488,0.753
501.499,0.958
501.51,0.958
501.521,0.754
501.532,0.55
501.543,0.346
501.554,0.449
501.565,0.654
501.576,0.655
501.587,0.655
501.598,0.553
501.608,0.35
501.619,0.248
501.63,0.045
501.718,0.16
501.729,0.468
501.74,0.674
501.751,0.777
501.762,0.777
501.773,0.573
501.784,0.369
501.794,0.063
501.991,0.092
502.002,0.401
502.013,0.709
502.024,0.711
502.035,0.508
502.046,0.101
502.527,0.113
502.538,0.522
502.549,0.828
502.56,1.238
502.571,1.749
502.582,2.261
502.593,2.875
502.604,3.182
502.615,3.387
502.626,3.183
502.637,2.262
502.648,1.138
502.659,0.014
503.064,0.009
503.096,0.003
503.107,0.105
503.118,0.31
503.129,0.72
503.14,1.131
503.151,1.543
503.162,2.057
503.173,2.471
503.184,2.476
503.195,2.176
503.206,1.875
503.217,1.473
503.228,1.171
503.239,0.767
503.25,0.36
503.578,0.118
503.589,0.425
503.6,0.63
503.611,0.834
503.622,1.139
503.633,1.341
503.643,1.44
503.654,1.334
503.665,1.126
503.676,0.919
503.687,0.611
503.698,0.302
503.797,0.206
503.808,0.719
503.818,1.233
503.829,1.745
503.84,2.053
503.851,2.257
503.862,2.154
503.873,2.052
503.884,1.745
503.895,1.234
503.906,0.826
503.917,0.418
503.928,0.214
503.939,0.112
503.95,0.213
503.961,0.314
503.972,0.414
503.983,0.516
503.994,0.414
504.004,0.107
504.169,0.029
504.18,0.234
504.19,0.54
504.201,0.642
504.212,0.642
504.223,0.437
504.234,0.131
504.475,0.055
504.759,0.054
504.77,0.259
504.781,0.463
504.792,0.564
504.803,0.767
504.814,0.97
504.825,1.173
504.836,1.377
504.847,1.375
504.858,1.271
504.869,0.758
504.88,0.245
505.011,0.147
505.022,0.248
505.033,0.247
505.044,0.142
505.055,0.038
505.077,0.033
505.088,0.133
505.099,0.131
505.11,0.027
505.306,0.102
505.317,0.406
505.328,0.505
505.339,0.706
505.35,0.805
505.361,0.803
505.372,0.596
505.383,0.39
505.482,0.077
505.492,0.077
505.503,0.076
505.514,0.078
505.536,0.083
505.58,0.007
505.766,0.092
505.777,0.191
505.788,0.292
505.799,0.189
505.81,0.087
505.952,0.112
505.963,0.318
505.974,0.318
505.985,0.114
505.996,0.011
506.685,0.099
506.696,0.304
506.707,0.509
506.718,0.712
506.729,1.017
506.74,1.116
506.751,1.112
506.762,0.904
506.773,0.594
506.784,0.386
506.794,0.282
506.805,0.178
506.816,0.176
506.827,0.276
506.838,0.377
507.002,0.274
507.013,0.274
507.024,0.069
507.057,0.17
507.068,0.578
507.079,0.985
507.09,1.392
507.101,1.594
507.112,1.694
507.123,1.591
507.134,1.285
507.145,0.878
507.156,0.574
507.166,0.474
507.177,0.373
507.188,0.168
507.309,0.256
507.32,0.563
507.331,0.77
507.342,0.774
507.352,0.88
507.363,0.782
507.374,0.785
507.385,0.685
507.396,0.584
507.407,0.482
507.418,0.481
507.429,0.379
507.44,0.071
507.593,0.066
507.604,0.167
507.615,0.167
507.626,0.269
507.637,0.37
507.648,0.37
507.659,0.37
507.67,0.37
507.681,0.268
507.692,0.268
507.703,0.064
507.9,0.061
507.91,0.162
507.921,0.058
508.02,0.049
508.031,0.05
508.042,0.153
508.053,0.359
508.064,0.359
508.075,0.565
508.085,0.667
508.096,0.872
508.107,1.178
508.118,1.484
508.129,1.79
508.14,1.89
508.151,1.888
508.162,1.578
508.173,0.961
508.184,0.242
508.25,0.028
508.261,0.336
508.271,0.44
508.282,0.544
508.293,0.444
508.304,0.243
508.315,0.246
508.326,0.146
508.337,0.25
508.348,0.352
508.359,0.349
508.37,0.243
508.381,0.034
508.49,0.23
508.501,0.436
508.512,0.643
508.523,0.645
508.534,0.646
508.545,0.648
508.556,0.547
508.567,0.446
508.578,0.344
508.589,0.345
508.6,0.243
508.611,0.038
508.698,0.027
508.709,0.231
508.72,0.332
508.731,0.434
508.742,0.535
508.753,0.636
508.764,0.635
508.775,0.533
508.786,0.533
508.797,0.431
508.808,0.33
508.819,0.127
508.829,0.027
508.961,0.339
508.972,0.645
509.026,0.133
509.037,0.131
509.048,0.127
509.059,0.02
509.223,0.166
509.234,0.571
509.245,0.874
509.256,1.076
509.267,1.072
509.278,1.069
509.289,0.966
509.3,0.762
509.311,0.252
509.409,0.152
509.42,0.457
509.431,0.66
509.442,0.862
509.453,0.962
509.464,0.858
509.475,0.652
509.486,0.651
509.497,0.649
509.508,0.648
509.519,0.544
509.53,0.337
509.541,0.029
509.661,0.424
509.672,0.938
509.683,1.146
509.694,1.149
509.705,0.845
509.716,0.539
509.727,0.131
509.836,0.32
509.847,0.626
509.858,1.137
509.869,1.753
509.88,2.165
509.891,2.067
509.902,1.663
509.913,0.85
509.989,0.136
510.0,0.134
510.011,0.234
510.022,0.232
510.033,0.331
510.044,0.533
510.055,0.837
510.066,1.141
510.077,1.242
510.088,1.344
510.099,1.243
510.11,0.836
510.12,0.327
510.197,0.142
510.208,0.248
510.219,0.351
510.23,0.454
510.241,0.759
510.252,0.858
510.263,0.751
510.274,0.337
510.438,0.063
510.449,0.16
510.46,0.256
510.471,0.15
510.482,0.045
510.711,0.015
510.722,0.321
510.733,0.627
510.744,0.626
510.755,0.523
510.766,0.011
510.952,0.314
510.963,0.621
510.974,0.723
510.985,0.621
510.996,0.211
511.116,0.214
511.127,0.622
511.138,1.132
511.149,1.436
511.16,1.434
511.171,0.919
511.182,0.199
511.762,0.271
511.773,0.883
511.784,1.598
511.794,2.109
511.805,2.211
511.816,2.109
511.827,1.7
511.838,1.189
511.849,0.677
511.86,0.371
511.871,0.167
511.882,0.269
511.893,0.473
511.904,0.78
511.915,1.087
511.926,1.291
511.937,1.393
511.948,1.391
511.959,1.288
511.97,1.082
511.98,1.08
511.991,1.078
512.002,1.177
512.013,1.071
512.024,0.455
512.177,0.046
512.188,0.253
512.199,0.459
512.21,0.563
512.221,0.665
512.232,0.563
512.243,0.563
512.254,0.46
512.265,0.458
512.276,0.353
512.287,0.451
512.298,0.549
512.309,0.75
512.32,0.951
512.331,0.949
512.342,0.845
512.352,0.536
512.363,0.125
512.495,0.092
512.506,0.288
512.517,0.484
512.528,0.783
512.538,0.881
512.549,0.979
512.56,0.976
512.571,0.771
512.582,0.362
512.692,0.155
512.703,0.458
512.713,0.557
512.724,0.554
512.735,0.451
512.746,0.348
512.757,0.247
512.768,0.248
512.779,0.352
512.79,0.354
512.801,0.253
513.753,0.036
513.764,0.652
513.775,1.064
