Depth_m,nh4
137.166,0.483
137.177,0.484
137.188,0.586
137.199,0.586
137.21,0.482
137.221,0.376
137.232,0.167
137.67,0.082
137.681,0.289
137.692,0.393
137.703,0.496
137.714,0.599
137.724,0.804
137.735,1.008
137.746,1.213
137.757,1.52
137.768,1.929
137.779,2.134
137.79,2.442
137.801,2.749
137.812,3.261
137.823,3.875
137.834,4.489
137.845,5.001
137.856,5.207
137.867,4.903
137.878,4.191
137.889,3.173
137.9,2.257
137.91,1.547
137.921,1.245
137.932,1.249
137.943,1.254
137.954,1.259
137.965,1.264
137.976,1.167
137.987,0.866
137.998,0.464
138.304,0.007
138.315,0.318
138.326,0.627
138.337,1.039
138.348,1.45
138.359,1.86
138.37,2.064
138.381,2.267
138.392,2.367
138.403,2.16
138.414,1.645
138.425,0.823
138.436,0.001
138.775,0.029
138.786,0.44
138.797,0.852
138.808,1.265
138.819,1.677
138.829,1.885
138.84,1.786
138.851,1.687
138.862,1.588
138.873,1.488
138.884,1.387
138.895,1.184
138.906,0.775
138.917,0.367
138.928,0.162
138.939,0.059
139.048,0.276
139.059,0.484
139.07,0.488
139.081,0.287
139.212,0.184
139.223,0.393
139.234,0.499
139.245,0.607
139.256,0.51
139.267,0.311
139.278,0.113
139.387,0.157
139.398,0.566
139.409,1.18
139.42,1.794
139.431,2.204
139.442,2.307
139.453,2.002
139.464,1.39
139.475,1.085
139.562,0.28
139.573,0.796
139.584,1.21
139.595,1.216
139.606,0.916
139.617,0.413
139.628,0.114
139.716,0.041
139.727,0.144
139.738,0.143
139.749,0.141
139.956,0.083
139.967,0.493
139.978,0.803
140.033,1.113
140.044,1.014
140.055,1.12
140.066,1.533
140.077,2.048
140.088,2.256
140.099,1.747
140.11,0.624
140.361,0.045
140.372,0.453
140.383,0.758
140.394,1.167
140.405,1.576
140.416,1.984
140.427,2.188
140.438,2.084
140.449,1.367
140.46,0.24
140.646,0.042
140.657,0.253
140.668,0.465
140.678,0.679
140.689,0.893
140.7,1.006
140.711,0.812
140.722,0.413
141.072,0.011
141.083,0.114
141.094,0.217
141.105,0.114
141.116,0.011
141.269,0.023
141.28,0.227
141.291,0.534
141.302,0.638
141.313,0.844
141.324,0.948
141.335,1.154
141.346,1.051
141.357,0.846
141.368,0.436
141.379,0.025
141.816,0.05
141.827,0.052
141.838,0.053
141.991,0.065
142.002,0.577
142.013,1.089
142.024,1.599
142.035,2.212
142.046,2.62
142.057,2.619
142.068,1.8
142.079,0.776
142.09,0.162
142.199,0.062
142.21,0.266
142.221,0.47
142.232,0.469
142.243,0.365
142.254,0.056
142.276,0.052
142.287,0.255
142.298,0.254
142.309,0.151
142.506,0.03
142.517,0.132
142.527,0.54
142.538,0.845
142.549,1.15
142.56,1.352
142.571,1.246
142.582,0.732
142.593,0.012
142.637,0.198
142.648,0.706
142.659,1.011
142.67,1.11
142.681,1.107
142.692,1.001
142.703,1.099
142.714,1.298
142.724,1.498
142.735,1.8
142.746,2.206
142.757,2.509
142.768,2.303
142.779,1.281
142.79,0.056
142.9,0.201
142.91,0.712
142.921,0.916
142.932,1.119
142.943,1.119
142.954,1.22
142.965,1.32
142.976,1.42
142.987,1.518
142.998,1.616
143.009,1.815
143.02,2.116
143.031,2.622
143.042,2.822
143.053,2.512
143.064,1.999
143.075,1.282
143.086,0.464
143.228,0.073
143.239,0.077
143.326,0.276
143.337,0.786
143.348,0.989
143.359,0.988
143.37,1.295
143.381,2.113
143.392,2.727
143.403,2.523
143.414,1.501
143.425,0.48
143.501,0.499
143.512,1.115
143.523,1.73
143.534,2.037
143.545,1.833
143.556,1.422
143.567,1.012
143.578,0.703
143.589,0.599
143.6,0.7
143.611,0.903
143.622,1.003
143.632,0.9
143.643,0.693
143.654,0.487
143.665,0.28
143.676,0.072
143.687,0.172
143.698,0.782
143.709,1.597
143.72,2.515
143.731,2.513
143.742,0.978
143.84,0.061
144.026,1.89
144.037,2.095
144.048,2.199
144.059,2.201
144.07,2.204
144.081,1.9
144.092,1.494
144.103,0.987
144.114,0.377
144.125,0.176
144.136,0.077
144.147,0.284
144.158,0.491
144.169,0.697
144.18,0.799
144.19,0.799
144.201,0.695
144.212,0.49
144.223,0.386
144.234,0.18
144.42,0.071
144.431,0.375
144.442,0.577
144.453,0.88
144.464,1.081
144.475,1.282
144.486,1.484
144.497,1.687
144.508,1.583
144.519,1.276
144.53,0.765
144.541,0.152
144.869,0.128
144.88,0.331
144.891,0.533
144.902,0.634
144.913,0.633
144.924,0.428
144.934,0.121
145.044,0.13
145.055,0.332
145.066,0.534
145.077,0.738
145.088,0.943
145.099,1.047
145.11,1.151
145.12,1.357
145.131,1.664
145.142,2.074
145.153,2.484
145.164,2.892
145.175,3.095
145.186,3.195
145.197,2.987
145.208,2.472
145.219,1.548
145.23,0.42
145.306,0.204
145.317,0.513
145.328,0.924
145.339,1.234
145.35,1.544
145.361,1.855
145.372,1.857
145.383,1.96
145.394,1.654
145.405,1.143
145.416,0.429
145.471,0.033
145.482,0.342
145.492,0.65
145.503,0.754
145.514,0.755
145.525,0.757
145.536,0.555
145.547,0.149
145.722,0.051
145.733,0.255
145.744,0.562
145.755,0.973
145.766,1.384
145.777,1.795
145.788,2.002
145.799,2.105
145.81,1.698
145.821,0.986
145.832,0.275
145.952,0.096
145.963,0.198
145.974,0.3
145.985,0.3
145.996,0.096
146.368,0.056
146.379,0.16
146.39,0.161
146.401,0.266
146.411,0.269
146.422,0.271
146.433,0.376
146.444,0.48
146.455,0.482
146.466,0.586
146.477,0.487
146.488,0.286
147.177,0.162
147.188,0.37
147.199,0.375
147.21,0.278
147.352,0.088
147.363,0.19
147.374,0.191
147.385,0.09
147.484,0.274
147.495,0.578
147.506,0.883
147.517,1.188
147.528,1.596
147.538,1.8
147.549,2.107
147.56,2.209
147.571,2.21
147.582,2.109
147.593,1.804
147.604,1.498
147.615,1.091
147.626,0.581
147.637,0.072
147.757,0.171
147.768,0.58
147.779,0.99
147.79,1.196
147.801,1.096
147.812,0.69
147.921,0.129
147.932,0.544
147.943,0.959
147.954,1.27
147.965,1.374
147.976,1.373
147.987,1.268
147.998,0.957
148.009,0.646
148.02,0.335
148.031,0.024
148.206,0.068
148.217,0.273
148.228,0.581
148.239,0.684
148.25,0.89
148.261,1.096
148.272,1.302
148.282,1.303
148.293,1.406
148.304,1.1
148.315,0.486
148.414,0.069
148.425,0.478
148.436,0.887
148.447,1.296
148.458,1.399
148.468,1.297
148.479,1.095
148.49,0.688
148.501,0.487
148.512,0.492
148.523,0.906
148.534,1.321
148.545,1.532
148.556,1.334
148.567,0.726
148.578,0.116
148.829,0.011
148.84,0.317
148.851,0.52
148.862,0.825
148.873,1.334
148.884,1.946
148.895,2.558
148.906,3.477
148.917,4.601
148.928,5.726
148.939,6.544
148.95,6.544
148.961,5.727
148.972,4.603
148.983,3.376
148.994,1.842
149.005,0.41
149.103,0.099
149.114,0.099
149.311,0.003
149.322,0.207
149.333,0.105
149.344,0.004
149.355,0.005
149.628,0.132
149.639,0.133
149.65,0.237
149.661,0.034
150.055,0.342
150.066,0.638
150.077,0.934
150.088,1.23
150.099,1.119
150.11,0.703
150.121,0.186
150.186,0.179
150.197,0.589
150.208,1.101
150.219,1.511
150.23,2.023
150.241,2.126
150.252,1.923
150.263,1.414
150.274,0.803
150.285,0.294
150.416,0.082
150.427,0.279
150.438,0.373
150.449,0.469
150.46,0.566
150.471,0.563
150.482,0.458
150.493,0.251
150.503,0.044
150.7,0.01
150.711,0.319
150.722,0.524
150.733,0.832
150.744,1.037
150.755,1.344
150.766,1.65
150.777,1.854
150.788,1.956
150.799,1.853
150.81,1.648
150.821,1.442
150.832,1.134
150.843,0.52
150.996,0.111
151.007,0.214
151.018,0.318
151.029,0.217
151.04,0.014
151.05,0.017
151.433,0.362
151.444,0.768
151.455,1.072
151.466,1.17
151.477,1.166
151.488,0.854
151.499,0.235
151.619,0.01
151.63,0.115
151.641,0.22
151.652,0.122
151.663,0.025
151.86,0.21
151.871,0.517
151.882,0.721
151.893,0.824
151.904,0.721
151.915,0.619
151.926,0.516
151.937,0.515
151.948,0.616
151.959,0.512
151.97,0.305
152.637,0.167
152.648,0.268
152.659,0.369
152.67,0.365
152.681,0.258
152.692,0.048
152.746,0.117
152.757,0.725
152.768,1.539
152.779,2.455
152.79,3.371
152.801,4.084
152.812,4.492
152.823,4.492
152.834,4.085
152.845,3.475
152.856,2.762
152.867,1.947
152.878,1.233
152.888,0.519
152.899,0.112
152.91,0.011
153.042,0.165
153.053,0.472
153.064,0.881
153.075,1.391
153.085,2.003
153.096,2.41
153.107,2.818
153.118,2.919
153.129,3.123
153.14,3.43
153.151,3.636
153.162,3.536
153.173,3.027
153.184,2.213
153.195,1.399
153.206,0.585
153.217,0.181
153.228,0.185
153.239,0.393
153.25,0.699
153.261,0.903
153.272,1.209
153.282,1.514
153.293,2.023
153.304,2.634
153.315,3.244
153.326,3.343
153.337,2.726
153.348,1.598
153.359,0.469
153.457,0.259
153.468,0.671
153.479,1.186
153.49,1.393
153.501,1.397
153.512,1.197
153.523,0.894
153.534,0.694
153.545,0.596
153.556,0.498
153.567,0.399
153.578,0.298
153.753,0.065
153.764,0.169
153.775,0.171
153.786,0.172
153.797,0.172
153.939,0.153
153.95,0.459
153.961,0.56
153.972,0.557
153.983,0.348
154.158,0.116
154.169,0.322
154.18,0.528
154.19,0.837
154.201,1.249
154.212,1.66
154.223,2.174
154.234,2.688
154.245,2.894
154.256,2.69
154.267,2.077
154.278,1.259
154.289,0.543
154.3,0.032
154.442,0.036
154.453,0.236
154.464,0.437
154.475,0.434
154.486,0.432
154.497,0.226
154.508,0.022
154.584,0.029
154.595,0.031
154.606,0.033
154.617,0.036
154.661,0.048
154.672,0.254
154.683,0.461
154.694,0.565
154.705,0.566
154.716,0.362
154.727,0.055
154.967,0.144
154.978,0.245
154.989,0.347
155.0,0.448
155.011,0.55
155.022,0.549
155.033,0.548
155.044,0.546
155.055,0.442
155.066,0.44
155.077,0.436
155.088,0.33
155.099,0.325
155.11,0.218
155.121,0.111
155.131,0.107
155.142,0.103
155.153,0.1
155.164,0.098
155.175,0.096
155.186,0.196
155.197,0.194
155.208,0.192
155.219,0.291
155.23,0.391
155.241,0.388
155.252,0.181
155.394,0.255
155.405,0.871
155.416,1.487
155.427,1.899
155.438,2.207
155.449,2.209
155.46,1.903
155.471,1.596
155.482,1.29
155.492,1.291
155.503,1.396
155.514,1.501
155.525,1.608
155.536,1.512
155.547,1.213
155.558,0.709
155.569,0.0
155.832,0.0
155.843,0.002
156.029,0.151
156.039,0.155
156.05,0.362
156.061,0.569
156.072,0.777
156.083,0.984
156.094,1.09
156.105,1.095
156.116,1.201
156.127,1.205
156.138,1.205
156.149,0.999
156.16,0.791
156.171,0.481
156.182,0.273
156.357,0.2
156.368,0.507
156.379,0.916
156.39,1.426
156.401,1.731
156.411,1.73
156.422,1.421
156.433,0.909
156.444,0.296
156.587,0.013
156.598,0.422
156.608,0.83
156.619,1.135
156.63,1.439
156.641,1.537
156.652,1.226
156.663,0.812
156.674,0.092
156.729,0.191
156.74,0.705
156.751,1.22
156.762,1.836
156.773,2.248
156.784,2.454
156.794,2.148
156.805,1.534
156.816,0.818
156.827,0.306
157.188,0.118
157.199,0.423
157.21,0.728
157.221,1.033
157.232,1.134
157.243,1.133
157.254,0.928
157.265,0.52
157.276,0.111
157.495,0.116
157.506,0.324
157.517,0.531
157.528,0.533
157.538,0.432
157.549,0.229
157.56,0.026
157.91,0.248
157.921,0.552
157.932,0.961
157.943,1.168
157.954,1.477
157.965,1.582
157.976,1.483
157.987,1.28
157.998,0.873
158.009,0.362
158.118,0.05
158.129,0.256
158.14,0.563
158.151,0.87
158.162,0.87
158.173,0.87
158.184,0.972
158.195,0.869
158.206,0.766
158.217,0.357
158.381,0.089
158.392,0.297
158.403,0.608
158.414,0.918
158.425,1.227
158.436,1.534
158.446,1.84
158.457,2.248
158.468,2.759
158.479,3.064
158.49,3.063
158.501,2.242
158.512,1.012
158.643,0.033
158.654,0.233
158.665,0.534
158.676,0.832
158.687,1.027
158.698,1.321
158.709,1.614
158.72,1.904
158.731,1.99
158.742,1.667
158.753,0.937
158.764,0.209
158.895,0.273
158.906,0.58
158.917,0.682
158.928,0.886
158.939,0.987
158.95,1.088
158.961,1.189
158.972,1.189
158.983,1.087
158.994,0.781
159.005,0.475
159.212,0.069
159.223,0.175
159.234,0.18
159.431,0.274
159.442,0.481
159.453,0.893
159.464,1.204
159.475,1.413
159.486,1.417
159.497,1.01
159.508,0.297
159.858,0.089
159.869,0.292
159.88,0.597
159.891,0.801
159.902,1.005
159.913,1.209
159.924,1.312
159.934,1.312
159.945,1.006
159.956,0.495
159.967,0.087
160.055,0.09
160.066,0.296
160.077,0.502
160.088,0.606
160.099,0.608
160.11,0.405
160.12,0.304
160.197,0.194
160.208,0.499
160.219,0.6
160.23,0.598
160.241,0.494
160.252,0.391
160.263,0.186
160.58,0.075
160.591,0.892
160.602,1.913
160.613,3.137
160.624,4.77
160.635,6.096
160.646,7.013
160.657,7.011
160.668,6.089
160.678,4.452
160.689,3.021
160.7,1.489
160.711,0.162
160.81,0.085
160.821,0.287
160.832,0.489
160.843,0.69
160.854,0.789
160.864,0.786
160.875,0.579
160.886,0.168
161.291,0.015
161.302,0.428
161.313,0.736
161.324,0.94
161.335,1.144
161.346,1.347
161.357,1.55
161.368,1.548
161.379,1.444
161.39,1.239
161.401,1.035
161.412,0.933
161.422,1.242
161.433,1.755
161.444,2.576
161.455,3.704
161.466,4.935
161.477,5.962
161.488,7.091
161.499,7.914
161.51,8.022
161.521,7.618
161.532,6.396
161.543,4.763
161.554,3.64
161.565,2.413
161.576,1.491
161.587,0.774
161.597,0.261
161.608,0.054
161.641,0.047
161.652,0.251
161.663,0.455
161.674,0.559
161.685,0.766
161.696,1.076
161.707,1.386
161.718,1.698
161.729,1.702
161.74,1.503
161.751,1.099
161.762,0.592
161.773,0.085
161.937,0.451
161.948,0.757
161.959,0.963
161.97,0.861
161.98,0.453
161.991,0.044
162.123,0.017
162.134,0.118
162.145,0.321
162.155,0.525
162.166,0.729
162.177,0.934
162.188,0.934
162.199,0.731
162.21,0.426
162.221,0.02
162.352,0.013
162.363,0.317
162.374,0.621
162.385,0.927
162.396,1.232
162.407,1.335
162.418,1.334
162.429,1.232
162.44,0.926
162.451,0.415
162.604,0.199
162.615,0.301
162.626,0.302
162.637,0.201
162.834,0.018
162.845,0.016
162.856,0.115
162.867,0.01
162.878,0.007
162.889,0.004
162.9,0.0
163.075,0.016
163.085,0.22
163.096,0.422
163.107,0.522
163.118,0.415
163.129,0.206
163.381,0.112
163.392,0.319
163.403,0.426
163.414,0.537
163.425,0.447
163.436,0.36
163.446,0.171
163.578,0.006
163.589,0.313
163.6,0.622
163.611,0.828
163.622,0.932
163.633,1.036
163.643,0.937
163.654,0.939
163.665,0.738
163.676,0.433
163.687,0.025
163.829,0.29
163.84,0.389
163.851,0.591
163.862,0.589
163.873,0.587
163.884,0.483
163.895,0.38
163.906,0.071
164.377,0.101
164.387,0.203
164.398,0.203
164.409,0.203
164.42,0.101
164.584,0.045
164.595,0.35
164.606,0.552
164.617,0.855
164.628,1.259
164.639,1.663
164.65,1.862
164.661,1.96
164.672,1.853
164.683,1.441
164.694,1.133
164.705,0.724
164.716,0.214
164.781,0.237
164.792,0.442
164.803,0.647
164.814,0.748
164.825,0.849
164.836,0.848
164.847,0.744
164.858,0.538
164.869,0.434
164.88,0.33
164.891,0.125
165.044,0.035
165.055,0.342
165.066,0.852
165.077,1.261
165.088,1.567
165.099,1.668
165.11,1.463
165.121,1.156
165.131,0.849
165.142,0.441
165.153,0.032
165.547,0.275
165.558,0.582
165.569,0.89
165.58,1.197
165.591,1.504
165.602,1.71
165.613,1.71
165.624,1.812
165.635,1.811
165.646,1.707
165.657,1.705
165.668,1.6
165.679,1.494
165.689,1.286
165.7,0.874
165.711,0.361
165.843,0.268
165.853,0.78
165.864,1.19
165.875,1.599
165.886,2.008
165.897,2.212
165.908,2.314
165.919,2.415
165.93,2.516
165.941,2.718
165.952,3.023
165.963,3.122
165.974,3.018
165.985,2.402
165.996,1.48
166.007,0.559
166.105,0.126
166.116,0.326
166.127,0.526
166.138,0.625
166.149,0.521
166.16,0.112
166.466,0.202
166.477,0.404
166.488,0.607
166.499,0.912
166.51,1.217
166.521,1.625
166.532,1.932
166.543,2.034
166.554,1.933
166.565,1.628
166.576,1.222
166.587,1.123
166.598,1.024
166.609,0.925
166.619,0.826
166.63,0.727
166.641,0.73
166.652,0.629
166.663,0.527
166.674,0.323
166.685,0.22
166.696,0.219
166.707,0.32
166.718,0.421
166.729,0.522
166.74,0.52
166.751,0.519
166.762,0.21
166.893,0.31
166.904,0.618
166.915,1.026
166.926,1.435
166.937,1.74
166.948,1.942
166.959,1.94
166.97,1.733
166.98,1.423
166.991,0.91
167.002,0.295
167.09,0.094
167.101,0.095
167.112,0.095
167.123,0.095
167.341,0.323
167.352,0.731
167.363,0.935
167.374,1.037
167.385,1.037
167.396,0.935
167.407,0.731
167.418,0.321
167.593,0.122
167.604,0.226
167.615,0.226
167.626,0.227
167.637,0.329
167.648,0.328
167.659,0.327
167.67,0.326
167.681,0.222
167.692,0.017
167.889,0.139
167.9,0.447
167.91,0.857
167.921,1.266
167.932,1.573
167.943,1.676
167.954,1.574
167.965,1.165
167.976,0.552
167.987,0.244
167.998,0.141
168.009,0.139
168.02,0.238
168.031,0.335
168.042,0.43
168.053,0.626
168.064,0.821
168.075,1.015
168.085,1.311
168.096,1.507
168.107,1.808
168.118,1.906
168.129,2.108
168.14,2.106
168.151,1.798
168.162,1.388
168.173,0.773
168.184,0.056
168.37,0.387
168.381,0.698
168.392,1.112
168.403,1.321
168.414,1.631
168.425,1.634
168.436,1.331
168.447,0.617
168.687,0.029
168.698,0.138
168.709,0.144
168.72,0.048
168.786,0.166
168.797,0.474
168.808,0.884
168.819,1.295
168.829,1.501
168.84,1.81
168.851,2.017
168.862,2.224
168.873,2.022
168.884,1.514
168.895,0.802
168.906,0.19
169.026,2.431
169.037,2.53
169.048,2.323
169.059,1.912
169.07,1.399
169.081,0.887
169.092,0.478
169.103,0.172
169.245,0.179
169.256,0.283
169.267,0.286
169.278,0.29
169.289,0.192
169.497,0.072
169.508,0.075
169.519,0.078
169.716,0.016
169.727,0.022
169.738,0.131
169.748,0.138
169.759,0.043
169.902,0.083
169.913,0.188
169.924,0.293
169.934,0.398
169.945,0.502
169.956,0.709
169.967,0.813
169.978,0.917
169.989,1.123
170.0,1.431
170.011,1.84
170.022,2.352
170.033,2.762
170.044,3.069
170.055,3.07
170.066,2.969
170.077,2.664
170.088,2.154
170.099,1.644
170.11,1.135
170.12,0.933
170.131,1.038
170.142,1.247
170.153,1.456
170.164,1.768
170.175,1.977
170.186,2.084
170.197,2.088
170.208,1.683
170.219,1.277
170.23,0.768
170.241,0.361
170.252,0.157
170.263,0.054
170.274,0.155
170.285,0.255
170.296,0.355
170.307,0.352
170.317,0.349
170.328,0.243
170.339,0.036
170.372,0.03
170.383,0.029
170.394,0.132
170.405,0.235
170.416,0.339
170.427,0.341
170.438,0.343
170.449,0.141
170.536,0.144
170.547,0.242
170.558,0.237
170.569,0.129
170.58,0.02
170.777,0.327
170.788,0.836
170.799,1.549
170.81,2.364
170.821,3.282
170.832,4.098
170.843,4.812
170.854,5.119
170.864,4.915
170.875,4.1
170.886,2.876
170.897,1.553
170.908,0.843
170.919,0.44
170.93,0.14
170.941,0.043
170.974,0.053
170.985,0.156
170.996,0.258
171.007,0.359
171.018,0.358
171.029,0.254
171.039,0.151
171.05,0.047
171.204,0.025
171.215,0.027
171.225,0.03
171.236,0.032
171.247,0.135
171.258,0.339
171.269,0.645
171.28,0.951
171.291,1.258
171.302,1.36
171.313,1.258
171.324,0.95
171.335,0.438
171.751,0.263
171.762,0.57
171.773,0.781
171.783,0.787
171.794,0.792
171.805,0.49
171.816,0.085
173.031,0.118
173.042,0.424
173.053,0.731
173.064,1.038
173.075,1.14
173.085,1.141
173.096,1.142
173.107,1.041
173.118,0.736
173.129,0.533
173.14,0.127
173.261,0.252
173.271,0.764
173.282,1.277
173.293,1.79
173.304,2.201
173.315,2.51
173.326,2.717
173.337,2.412
173.348,1.8
173.359,0.983
173.37,0.37
173.446,0.158
173.457,0.463
173.468,0.562
173.479,0.764
173.49,0.865
173.501,1.067
173.512,1.373
173.523,1.578
173.534,1.887
173.545,1.994
173.556,2.0
173.567,1.804
173.578,1.711
173.589,1.416
173.6,1.12
173.611,0.722
173.622,0.219
173.829,0.116
173.84,0.42
173.851,0.825
173.862,1.436
173.873,1.843
173.884,2.147
173.895,2.248
173.906,2.248
173.917,1.942
173.928,1.534
173.939,1.128
173.95,0.721
173.961,0.417
173.972,0.317
173.983,0.217
173.994,0.015
174.07,0.33
174.081,0.837
174.092,1.344
174.103,2.056
174.114,2.667
174.125,3.278
174.136,3.686
174.147,3.685
174.158,3.275
174.169,2.457
174.18,1.538
174.191,0.823
174.201,0.313
174.541,0.008
174.552,0.01
174.562,0.114
174.573,0.115
174.759,0.004
174.77,0.103
174.967,0.377
174.978,0.582
174.989,0.787
175.0,0.89
175.011,0.889
175.022,0.888
175.033,0.887
175.044,0.885
175.055,0.882
175.066,0.878
175.077,0.568
175.088,0.258
175.099,0.049
175.131,0.034
175.142,0.13
175.153,0.429
175.164,0.524
175.175,0.62
175.186,0.614
175.197,0.61
175.208,0.504
175.219,0.399
175.23,0.296
175.241,0.193
175.405,0.178
175.416,0.484
175.427,0.892
175.438,1.505
175.449,2.322
175.46,3.242
175.471,3.957
175.482,4.569
175.492,5.182
175.503,5.488
175.514,5.283
175.525,4.362
175.536,2.828
175.547,1.088
175.558,0.065
175.722,0.161
175.733,0.468
175.744,0.673
175.755,0.777
175.766,0.779
175.777,0.678
175.788,0.476
175.799,0.172
176.193,0.111
176.204,0.213
176.215,0.317
176.226,0.42
176.236,0.524
176.247,0.526
176.258,0.529
176.269,0.531
176.28,0.533
176.291,0.433
176.302,0.129
176.401,0.048
176.412,0.355
176.423,0.764
176.433,1.07
176.444,1.275
176.455,1.378
176.466,1.276
176.477,1.174
176.488,0.867
176.499,0.458
176.51,0.153
176.576,0.058
176.587,0.364
176.597,0.67
176.608,0.772
176.619,0.771
176.63,0.67
176.641,0.466
176.652,0.367
176.663,0.167
176.816,0.416
176.827,0.926
176.838,1.641
176.849,2.152
176.86,2.46
176.871,2.258
176.882,1.546
176.893,0.733
176.904,0.126
177.112,0.173
177.123,0.274
177.134,0.478
177.145,0.683
177.155,0.888
177.166,0.991
177.177,1.196
177.188,1.196
177.199,0.992
177.21,0.481
177.396,0.086
177.407,0.189
177.418,0.292
177.429,0.293
177.44,0.191
177.528,0.084
177.538,0.288
177.549,0.391
177.56,0.596
177.571,0.7
177.582,0.702
177.593,0.703
177.604,0.705
177.615,0.809
177.626,0.811
177.637,0.916
177.648,0.917
177.659,0.714
177.67,0.408
177.812,0.022
177.823,0.23
177.834,0.643
177.845,0.954
177.856,1.061
177.867,1.269
177.878,1.375
177.889,1.582
177.899,1.89
177.91,2.301
177.921,2.711
177.932,3.019
177.943,2.919
177.954,2.614
177.965,2.106
177.976,1.597
177.987,0.987
177.998,0.376
178.589,0.091
178.6,0.089
178.611,0.087
178.72,0.167
178.731,0.368
178.742,0.672
178.753,0.771
178.764,0.973
178.775,1.175
178.786,1.48
178.797,1.681
178.808,1.678
178.819,1.571
178.829,1.259
178.84,0.948
178.851,0.636
178.862,0.428
178.873,0.222
179.015,0.026
179.026,0.231
179.037,0.333
179.048,0.536
179.059,0.637
179.07,0.635
179.081,0.735
179.092,0.733
179.103,0.732
179.114,0.628
179.125,0.628
179.136,0.526
179.147,0.322
179.158,0.119
179.322,0.128
179.333,0.229
179.344,0.431
179.355,0.532
179.366,0.429
179.377,0.428
179.387,0.121
179.541,0.092
179.552,0.195
179.563,0.298
179.573,0.3
179.584,0.202
179.595,0.003
179.781,0.079
179.792,0.281
179.803,0.382
179.814,0.381
179.825,0.483
179.836,0.586
179.847,0.587
179.858,0.383
179.869,0.078
180.252,0.028
180.263,0.027
180.274,0.129
180.285,0.23
180.296,0.128
181.061,0.058
181.072,0.362
181.083,0.667
181.094,0.869
181.105,0.867
181.116,0.763
181.127,0.557
181.138,0.249
181.28,0.108
181.291,0.411
181.302,0.715
181.313,1.018
181.324,1.322
181.335,1.32
181.346,1.318
181.357,1.112
181.368,1.008
181.379,1.006
181.39,1.003
181.401,0.898
181.412,0.691
181.423,0.485
181.433,0.177
181.466,0.073
181.477,0.278
181.488,0.38
181.499,0.482
181.51,0.482
181.521,0.584
181.532,0.686
181.543,0.89
181.554,1.095
181.565,1.402
181.576,1.608
181.587,1.813
181.598,1.711
181.609,1.508
181.619,0.895
181.63,0.18
181.718,0.057
181.729,0.155
181.74,0.251
181.751,0.246
181.762,0.24
181.773,0.234
181.784,0.432
181.794,0.529
181.805,0.73
181.816,0.829
181.827,0.726
181.838,0.521
181.849,0.316
181.86,0.008
181.991,0.095
182.002,0.197
182.013,0.299
182.024,0.4
182.035,0.501
182.046,0.601
182.057,0.804
182.068,0.904
182.079,1.107
182.09,1.309
182.101,1.512
182.112,1.511
182.123,1.407
182.134,1.099
182.145,0.79
182.156,0.582
182.166,0.271
182.177,0.062
182.188,0.058
182.199,0.054
182.21,0.254
182.221,0.455
182.232,0.657
182.243,0.756
182.254,0.753
182.265,0.647
182.276,0.438
182.287,0.331
182.298,0.122
182.451,0.276
182.462,0.58
182.473,1.189
182.484,1.697
182.495,2.0
182.506,2.2
182.517,2.095
182.527,1.785
182.538,1.273
182.549,0.556
182.56,0.045
182.67,0.145
182.681,0.345
182.692,0.648
182.703,0.95
182.713,1.048
182.724,1.249
182.735,1.246
182.746,1.141
182.757,0.934
182.768,0.624
182.779,0.314
182.856,0.085
182.867,0.387
182.878,0.688
182.889,0.988
182.899,1.187
182.91,1.387
182.921,1.382
182.932,1.175
182.943,0.865
182.954,0.455
183.075,0.034
183.085,0.032
183.096,0.03
183.107,0.029
183.315,0.094
183.326,0.091
183.337,0.191
183.348,0.19
183.359,0.189
183.37,0.289
183.381,0.287
183.392,0.387
183.403,0.384
183.414,0.483
183.425,0.378
183.436,0.17
183.862,0.129
183.873,0.131
183.884,0.03
183.961,0.019
183.972,0.219
183.983,0.316
183.994,0.617
184.005,0.613
184.016,0.61
184.026,0.403
184.037,0.299
184.048,0.095
184.103,0.0
184.114,0.104
184.125,0.208
184.136,0.208
184.147,0.309
184.158,0.308
184.169,0.307
184.289,0.095
184.3,0.301
184.311,0.405
184.322,0.612
184.333,0.614
184.344,0.617
184.355,0.416
184.366,0.112
184.442,0.005
184.453,0.208
184.464,0.411
184.475,0.717
184.486,1.023
184.497,1.227
184.508,1.431
184.519,1.737
184.53,2.043
184.541,2.145
184.552,2.246
184.563,2.041
184.573,1.733
184.584,1.119
184.595,0.505
184.606,0.197
184.617,0.196
184.628,0.399
184.639,0.807
184.65,1.113
184.661,1.215
184.672,1.01
184.683,0.601
184.694,0.192
184.858,0.195
184.869,0.3
184.88,0.405
184.891,0.511
184.902,0.616
184.913,0.824
184.924,1.031
184.934,1.136
184.945,1.036
184.956,0.833
184.967,0.528
184.978,0.223
185.022,0.233
185.033,0.542
185.044,1.054
185.055,1.361
185.066,1.463
185.077,1.666
185.088,1.766
185.099,1.969
185.11,2.069
185.12,2.169
185.131,1.963
185.142,1.655
185.153,1.347
185.164,0.734
185.175,0.018
185.252,0.111
185.263,0.314
185.274,0.415
185.285,0.414
185.296,0.208
185.306,0.0
185.438,0.19
185.449,0.497
185.46,0.702
185.471,0.704
185.482,0.501
185.493,0.197
185.503,0.098
185.514,0.102
185.525,0.208
