Depth_m,nssCa
179.092,0.091
179.103,0.098
179.158,0.506
179.169,0.961
179.18,0.992
179.191,0.38
179.202,0.302
179.311,0.815
179.322,0.875
179.333,0.594
179.344,0.446
179.355,0.609
179.366,0.796
179.377,0.392
179.387,0.443
179.409,0.373
179.42,0.14
179.475,0.016
179.486,0.179
179.563,0.271
179.573,0.521
179.584,0.828
179.595,0.88
179.606,0.856
179.617,0.507
179.628,1.008
179.639,1.64
179.65,1.78
179.661,1.718
179.672,1.019
179.694,0.655
179.705,0.315
179.759,0.264
179.77,0.482
179.781,0.553
179.792,0.514
179.803,0.559
179.814,0.645
179.825,0.811
179.836,1.009
179.847,1.36
179.858,1.899
179.869,1.315
179.88,1.178
179.891,1.659
179.902,1.995
179.913,2.927
179.924,2.972
179.935,3.614
179.945,3.991
179.956,3.013
179.967,2.076
179.978,1.825
179.989,1.049
180.0,0.417
180.099,0.275
180.11,0.243
180.121,0.397
180.131,0.403
180.142,0.103
180.274,0.101
180.285,0.524
180.296,0.107
180.678,0.063
180.689,0.601
180.7,0.763
180.711,0.943
180.722,1.084
180.733,1.146
180.744,1.157
180.755,0.563
180.766,0.423
180.777,0.513
180.788,0.667
180.799,0.305
181.029,0.275
181.04,0.551
181.05,0.775
181.061,1.042
181.072,0.623
181.083,0.402
181.105,0.011
181.116,0.303
181.127,1.384
181.138,0.869
181.335,0.269
181.346,0.021
181.357,0.118
181.412,0.126
181.423,0.015
181.499,0.093
181.51,0.485
181.521,0.575
181.532,0.713
181.543,0.316
181.554,0.585
181.587,0.119
181.598,0.516
181.609,0.45
181.619,0.497
181.63,0.031
181.641,0.011
181.751,0.378
181.762,0.635
181.773,0.647
181.784,0.352
181.794,0.36
181.805,0.05
182.046,0.308
182.068,0.122
182.134,0.056
182.145,0.482
182.177,0.115
182.188,0.271
182.199,0.134
182.21,0.217
182.221,0.3
182.232,0.415
182.243,0.398
182.254,0.48
182.265,0.496
182.276,0.569
182.287,0.599
182.298,0.876
182.309,0.458
182.32,0.29
182.473,0.269
182.484,0.291
182.495,0.017
182.626,0.36
182.637,0.579
182.648,0.965
182.659,1.667
182.67,1.607
182.681,1.359
182.692,0.671
182.703,1.036
182.713,1.467
182.724,1.361
182.735,0.869
182.746,0.33
182.757,0.212
182.768,0.312
182.779,0.597
182.79,1.028
182.801,0.772
182.812,0.907
182.823,0.87
182.834,0.771
182.845,0.671
182.856,0.642
182.867,0.977
182.878,0.968
182.889,1.254
182.899,1.694
182.91,1.308
182.921,0.893
182.932,1.021
182.943,0.826
182.954,0.57
183.064,0.121
183.075,0.412
183.085,0.902
183.096,0.741
183.107,1.009
183.118,1.245
183.129,1.128
183.14,1.281
183.151,1.141
183.162,1.089
183.173,0.474
183.315,0.042
183.326,0.497
183.337,0.29
183.348,0.243
183.381,0.302
183.392,0.712
183.403,0.865
183.414,0.644
183.425,0.428
183.49,0.309
183.501,0.151
183.512,0.202
183.972,0.054
183.983,0.193
183.994,0.338
184.005,0.535
184.016,0.056
184.114,0.067
184.125,0.429
184.136,0.164
184.147,0.201
184.169,0.472
184.18,0.383
184.191,0.159
184.201,0.2
184.212,0.875
184.223,0.46
184.234,0.352
184.486,0.058
184.497,0.082
184.508,0.143
184.541,0.218
184.552,0.26
184.563,0.24
184.584,0.162
184.595,0.338
184.606,0.39
184.617,0.48
184.628,0.809
184.639,1.078
184.65,1.242
184.661,1.071
184.672,0.745
184.683,0.555
184.694,0.28
184.705,0.562
184.716,0.178
184.727,0.034
184.738,0.164
184.748,0.36
184.836,0.062
184.847,0.19
184.858,0.439
184.869,0.464
184.88,0.422
184.891,0.181
184.902,0.147
184.913,0.005
184.934,0.011
184.945,0.013
184.956,0.081
184.967,0.489
184.978,0.638
184.989,0.635
185.0,0.92
185.011,1.355
185.022,1.54
185.033,1.363
185.044,1.487
185.055,1.224
185.066,0.691
185.077,0.655
185.088,0.735
185.099,0.926
185.11,1.216
185.12,1.241
185.131,1.072
185.142,1.024
185.153,0.792
185.164,0.624
185.175,0.41
185.186,0.403
185.197,0.061
185.328,0.072
185.383,0.366
185.394,0.262
185.46,0.291
185.471,0.988
185.482,0.513
185.493,0.482
185.503,0.122
185.514,0.245
185.525,0.447
185.536,0.591
185.547,0.707
185.558,0.817
185.569,0.29
185.58,0.033
185.591,0.441
185.602,0.337
185.613,0.432
185.624,0.016
185.668,0.673
185.711,0.486
185.722,0.733
185.733,0.749
185.744,0.782
185.755,0.52
185.766,0.097
185.788,0.102
185.996,0.076
186.007,0.555
186.04,0.911
186.05,0.969
186.061,0.824
186.072,0.884
186.083,0.69
186.094,1.186
186.105,1.399
186.116,1.73
186.127,1.989
186.138,2.479
186.149,2.53
186.16,3.083
186.171,3.339
186.182,3.661
186.193,3.963
186.204,3.745
186.215,3.432
186.226,3.786
186.236,3.581
186.247,3.257
186.258,1.934
186.269,1.017
186.28,0.35
186.291,0.316
186.302,0.202
186.313,0.153
186.357,0.083
186.422,0.112
186.466,0.054
186.477,0.413
186.488,0.228
186.674,0.509
186.685,0.769
186.696,1.077
186.707,0.912
186.718,1.074
186.729,1.112
186.74,0.772
186.751,0.56
186.762,0.182
186.773,0.655
186.784,0.803
186.794,0.175
186.805,0.964
186.816,0.392
186.849,0.062
186.86,0.562
186.871,0.68
186.882,0.585
186.893,0.414
186.904,0.263
186.915,0.362
186.926,0.626
186.937,1.194
186.948,0.783
186.959,0.367
186.97,0.108
187.287,0.152
187.298,0.594
187.309,0.602
187.32,0.868
187.331,0.911
187.341,0.387
187.407,0.158
187.582,0.001
187.593,0.088
187.943,0.149
188.02,0.054
188.031,0.187
188.425,0.262
188.436,0.477
188.447,0.829
188.457,0.901
188.468,1.115
188.479,1.247
188.49,1.035
188.501,1.127
188.512,1.415
188.523,1.337
188.534,1.086
188.545,0.17
188.578,0.544
188.589,0.462
188.6,0.205
188.611,0.136
188.622,0.276
188.633,0.412
188.709,0.392
188.72,0.549
188.731,0.431
188.742,0.309
188.753,0.172
188.764,0.352
188.775,0.729
188.786,0.596
188.797,0.307
188.808,0.032
188.84,0.05
188.851,0.462
188.862,0.35
188.873,0.305
188.884,0.122
188.928,0.034
188.939,0.422
188.95,0.636
188.961,0.387
189.004,0.401
189.015,0.096
189.026,0.434
189.037,0.211
189.048,0.063
189.059,0.085
189.07,0.467
189.081,0.563
189.092,0.574
189.103,0.573
189.114,0.331
189.125,0.139
189.136,0.191
189.147,0.493
189.158,0.505
189.355,0.199
189.377,0.14
189.387,0.056
189.431,0.344
189.442,0.353
189.453,0.141
189.464,0.069
189.475,0.186
189.486,0.114
189.497,0.221
189.519,0.578
189.541,0.332
189.563,0.205
189.661,0.226
189.672,0.3
189.683,0.085
189.727,0.138
189.738,0.234
189.749,0.319
189.759,0.352
189.77,0.258
189.781,0.075
189.792,0.364
189.803,0.479
189.814,0.337
189.825,0.266
189.836,0.057
189.847,0.406
189.858,0.367
189.869,0.193
189.88,0.03
189.934,0.105
189.945,0.183
190.066,0.044
190.077,0.171
190.12,0.559
190.131,0.087
190.23,0.294
190.241,1.016
190.252,1.719
190.263,2.024
190.274,1.894
190.285,2.028
190.296,2.312
190.306,2.899
190.317,3.54
190.328,4.299
190.339,4.694
190.35,4.593
190.361,4.543
190.372,4.191
190.383,4.362
190.394,3.635
190.405,3.027
190.416,2.413
190.427,2.149
190.438,1.304
190.449,0.629
190.46,0.332
190.492,0.009
190.503,0.102
190.514,0.518
190.525,0.591
190.536,0.589
190.547,1.026
190.558,1.42
190.569,1.561
190.58,1.597
190.591,1.242
190.602,0.955
190.613,0.475
190.624,0.249
190.635,0.192
190.646,0.239
190.657,0.361
190.679,0.341
190.689,0.005
191.029,0.099
191.193,0.125
191.204,0.378
191.215,0.177
191.412,0.099
191.444,0.037
191.707,0.141
191.718,0.217
191.729,0.189
191.74,0.13
191.805,0.016
191.816,1.496
191.827,1.579
191.838,1.548
191.849,0.874
191.926,0.207
191.937,0.118
191.98,0.22
191.991,0.309
192.002,0.821
192.013,1.173
192.024,1.704
192.035,1.236
192.046,0.687
192.057,0.577
192.068,1.076
192.079,1.632
192.09,0.004
192.123,0.19
192.134,0.33
192.145,0.14
192.593,0.058
192.604,0.07
192.615,0.564
192.626,0.549
192.637,1.117
192.648,1.614
192.659,2.381
192.67,4.173
192.681,5.945
192.692,8.203
192.899,5.979
192.91,4.218
192.921,4.158
192.932,4.651
192.943,4.326
192.954,5.702
192.965,5.032
192.976,5.633
192.987,5.562
192.998,5.986
193.009,5.934
193.02,6.179
193.031,6.919
193.042,5.888
193.053,3.382
193.064,0.815
193.075,0.823
193.085,0.325
193.162,0.054
193.173,0.763
193.184,1.185
193.195,1.28
193.217,0.922
193.228,0.635
193.468,0.302
193.479,0.195
193.72,0.068
193.731,0.052
193.895,0.633
193.906,0.231
193.994,0.404
194.005,0.208
194.114,0.075
194.125,0.099
194.136,0.463
194.147,0.837
194.158,0.971
194.169,1.085
194.18,0.681
194.19,0.461
194.201,0.967
194.212,1.156
194.223,1.031
194.234,0.182
194.245,0.08
194.355,0.218
194.366,0.587
194.376,0.701
194.387,0.612
194.398,0.517
194.409,0.584
194.42,0.241
194.431,0.289
194.442,0.625
194.453,1.182
194.464,1.445
194.475,0.374
194.486,0.499
194.562,0.571
194.573,0.91
194.584,1.263
194.595,1.239
194.606,0.569
194.617,0.269
194.716,0.03
194.727,0.328
194.902,0.028
194.913,0.102
194.924,0.062
194.935,0.049
194.945,0.149
194.956,0.327
195.099,0.278
195.11,0.279
195.12,0.084
195.296,0.088
195.471,0.211
195.482,0.673
195.492,0.819
195.503,0.964
195.514,1.311
195.525,1.246
195.536,0.922
195.547,0.637
195.558,0.432
195.569,0.483
195.58,0.875
195.591,1.966
195.602,1.987
195.613,1.766
195.624,1.451
195.635,0.367
195.81,0.315
195.832,0.492
195.843,0.868
195.854,1.368
195.864,1.631
195.875,1.119
195.886,0.589
195.897,0.645
195.908,0.058
195.93,0.141
195.941,0.377
195.952,0.269
195.963,0.179
196.007,0.027
196.018,0.484
196.029,0.776
196.04,0.736
196.05,0.609
196.061,0.767
196.072,0.234
196.083,0.258
196.094,0.144
196.105,0.351
196.16,0.052
196.171,0.175
196.182,0.237
196.193,0.265
196.204,0.68
196.215,1.1
196.226,1.093
196.236,1.502
196.247,2.09
196.258,0.738
196.302,0.11
196.313,0.304
196.324,0.252
196.422,0.402
196.433,0.85
196.444,1.114
196.455,0.826
196.466,0.586
196.477,0.172
196.488,0.06
196.51,0.145
196.521,0.005
196.674,0.115
196.696,0.037
196.707,0.096
196.718,0.021
196.915,0.0
197.002,0.409
197.013,0.385
197.024,0.036
197.035,0.181
197.046,0.24
197.057,0.161
197.068,0.45
197.079,0.837
197.09,0.715
197.101,0.376
197.112,0.208
197.123,0.385
197.134,0.422
197.145,0.262
197.155,0.325
197.166,0.04
197.188,0.138
197.199,0.264
197.21,0.145
197.276,0.252
197.287,0.48
197.298,0.114
197.309,0.306
197.32,0.052
197.331,0.147
197.363,0.029
197.374,0.082
197.385,0.203
197.396,0.018
197.473,0.105
197.484,0.032
197.495,0.239
197.506,0.724
197.517,0.783
197.528,0.625
197.538,0.165
197.878,0.179
197.889,0.753
197.899,0.727
197.91,0.397
198.031,0.269
198.086,0.11
198.107,0.072
198.118,0.224
198.129,0.442
198.14,0.568
198.151,0.198
198.162,0.419
198.173,0.035
198.293,0.484
198.304,1.434
198.315,1.482
198.326,0.915
198.337,0.683
198.348,1.064
198.359,0.911
198.37,0.541
198.381,0.266
198.425,0.056
198.436,0.188
198.556,0.885
198.567,1.234
198.578,1.205
198.589,0.56
198.643,0.139
198.654,0.575
198.665,0.549
198.676,0.272
198.687,0.001
198.786,0.453
198.797,0.351
198.808,0.697
198.819,0.632
198.829,0.278
198.851,0.055
199.016,0.017
199.026,0.202
199.037,0.747
199.048,1.325
199.059,1.346
199.07,0.787
199.081,0.26
199.158,0.094
199.169,0.73
199.18,1.103
199.191,1.126
199.201,1.193
199.212,1.015
199.223,0.837
199.234,0.533
199.245,0.277
199.344,0.479
199.355,1.107
199.366,1.792
199.377,1.985
199.387,2.566
199.398,1.851
199.475,1.996
199.486,1.616
199.497,1.554
199.508,0.774
199.584,0.174
199.595,0.341
199.606,0.338
199.617,0.523
199.628,0.996
199.639,0.872
199.65,0.766
199.661,0.255
199.672,0.016
199.683,0.188
199.694,0.138
199.759,0.233
199.77,0.049
199.781,0.025
200.011,0.932
200.022,0.89
200.033,1.056
200.044,0.635
200.055,0.315
200.252,0.168
200.383,0.065
200.394,0.547
200.405,0.576
200.416,0.974
200.427,1.272
200.438,1.316
200.449,1.262
200.46,1.141
200.482,0.76
200.492,0.67
200.503,0.411
200.525,0.199
200.536,0.113
200.547,0.264
200.569,0.233
200.58,0.208
200.591,0.129
200.711,0.285
200.722,0.317
200.733,0.206
200.744,0.233
200.755,0.26
200.766,0.56
200.777,0.827
200.788,0.67
200.799,0.258
200.93,0.178
200.941,0.331
200.952,0.15
200.963,0.175
200.974,0.181
201.007,0.353
201.018,0.774
201.029,0.97
201.04,0.536
201.05,0.254
201.116,0.09
201.28,0.054
201.291,0.323
201.302,0.569
201.313,0.735
201.324,1.275
201.335,0.979
201.346,0.323
201.368,0.186
201.379,0.251
201.39,0.128
201.412,0.015
201.433,0.178
201.444,0.701
201.455,0.997
201.466,0.56
201.477,0.074
201.488,0.021
201.51,0.018
201.521,0.159
201.532,0.448
201.543,0.349
201.554,0.812
201.565,0.662
201.576,0.312
201.685,0.0
201.729,0.303
201.74,0.442
201.751,0.203
201.773,0.015
201.784,0.454
201.794,0.656
201.805,0.684
201.816,0.735
201.827,1.174
201.838,1.334
201.849,1.235
201.86,0.573
201.871,0.37
201.882,0.351
201.893,0.324
201.904,0.511
201.915,0.675
201.926,0.357
201.959,0.15
201.97,0.394
201.98,0.581
201.991,0.744
202.002,0.752
202.013,0.518
202.024,0.081
202.188,0.031
202.232,0.054
202.243,0.047
202.254,0.485
202.265,0.611
202.276,0.223
202.44,0.047
202.451,0.119
202.462,0.346
202.473,0.746
202.484,0.868
202.495,0.801
202.506,0.516
202.517,0.264
202.527,0.068
202.549,0.132
202.571,0.221
202.582,0.075
202.593,0.137
202.659,0.236
202.67,0.051
202.735,0.12
202.746,0.076
202.757,0.218
202.768,0.276
202.779,0.449
202.79,0.467
202.801,0.305
202.845,0.053
203.053,0.19
203.064,0.152
203.075,0.536
203.085,0.735
203.096,0.831
203.118,0.362
203.129,0.066
203.173,0.061
203.184,0.309
203.195,0.146
203.315,0.157
203.326,0.662
203.337,1.133
203.348,1.075
203.359,0.7
203.37,0.84
203.381,0.705
203.392,0.779
203.403,0.542
203.414,0.613
203.425,0.401
203.436,0.037
203.457,0.154
203.468,0.394
203.479,0.686
203.49,0.519
203.501,0.121
203.512,0.309
203.523,0.158
203.534,0.399
203.545,0.526
203.556,0.68
203.567,0.625
203.578,0.239
203.589,0.335
203.6,0.715
203.611,0.78
203.622,0.947
203.633,0.855
203.643,0.933
203.654,0.623
203.665,0.816
203.676,2.068
203.687,1.381
203.698,0.755
203.709,1.527
203.72,1.699
203.731,1.345
203.742,0.365
203.753,0.241
203.797,0.011
203.808,0.284
203.819,0.722
203.829,0.522
203.84,0.171
203.862,0.328
203.873,0.133
203.95,0.093
203.961,0.043
204.015,0.122
204.026,0.195
204.289,0.616
204.3,0.796
204.311,0.669
204.322,0.334
204.333,0.126
204.475,0.406
204.486,0.431
204.497,0.455
204.508,0.313
204.519,0.605
204.53,0.703
204.541,0.887
204.552,0.571
204.562,0.39
204.573,0.022
204.738,0.075
204.748,0.145
204.759,0.485
204.77,0.588
204.781,0.602
204.792,0.659
204.803,0.81
204.814,0.983
204.825,0.767
204.836,0.512
204.847,0.541
204.858,0.169
204.978,0.248
204.989,0.424
205.0,0.789
205.011,0.879
205.022,0.974
205.033,0.895
205.044,0.522
205.055,0.169
205.066,0.155
205.088,0.167
205.186,0.419
205.197,0.423
205.208,0.687
205.219,0.863
205.23,0.571
205.241,0.425
205.252,0.615
205.263,0.379
205.274,0.569
205.285,0.81
205.296,0.753
205.306,0.554
205.317,0.208
205.438,0.446
205.449,1.118
205.46,0.835
205.471,0.661
205.482,1.104
205.492,0.315
205.503,0.116
205.514,0.027
205.525,0.061
205.602,0.108
205.766,0.033
205.777,0.354
205.788,0.317
205.799,0.56
205.81,0.831
205.821,0.454
205.832,0.269
205.843,0.075
205.996,0.062
206.018,0.038
206.029,0.07
206.04,0.108
206.105,0.093
206.116,0.335
206.127,0.418
206.138,0.614
206.149,0.508
206.16,0.68
206.171,0.309
206.247,0.153
206.258,0.625
206.269,0.72
206.28,0.76
206.291,0.713
206.302,0.742
206.313,0.549
206.324,0.625
206.335,0.815
206.346,0.98
206.357,1.218
206.368,1.247
206.379,1.035
206.39,0.681
206.401,0.541
206.411,0.792
206.422,0.642
206.433,0.647
206.444,0.171
206.532,0.517
206.543,0.787
206.554,1.066
206.565,1.0
206.576,1.0
206.587,1.047
206.597,0.882
206.608,0.524
206.619,0.479
206.63,0.21
206.641,0.672
206.652,0.501
206.663,0.713
206.674,0.518
206.718,0.535
206.729,0.654
206.74,0.305
206.751,0.262
206.762,0.06
206.773,0.519
206.784,0.28
206.794,0.371
206.805,0.807
206.816,0.902
206.827,0.908
206.838,1.581
206.849,1.728
206.86,1.369
206.871,0.506
206.882,0.163
206.893,0.606
206.904,0.71
206.915,0.683
206.926,0.561
206.937,0.097
207.057,0.014
207.079,0.256
207.09,0.518
207.101,0.561
207.112,0.268
207.123,0.377
207.134,0.418
207.145,0.163
207.265,0.66
207.276,0.634
207.287,0.763
207.298,0.014
207.309,0.214
207.473,0.092
207.484,0.122
207.495,0.266
207.506,0.347
207.517,0.491
207.527,0.526
207.538,0.675
207.549,1.077
207.56,1.25
207.571,1.848
207.582,1.826
207.593,1.468
207.604,0.846
207.615,0.673
207.626,0.876
207.637,0.753
207.648,0.44
207.659,0.09
207.834,0.315
207.845,0.518
207.856,0.825
207.867,0.156
207.878,0.035
208.02,0.125
208.031,0.357
208.042,0.524
208.053,0.601
208.064,0.644
208.075,0.722
208.085,0.454
208.096,0.099
208.107,0.061
208.118,0.079
208.337,0.143
208.436,0.372
208.447,0.968
208.457,1.275
208.468,1.167
208.479,0.529
208.49,0.192
208.6,0.429
208.611,0.539
208.622,0.241
208.709,0.046
208.829,0.056
208.84,0.553
208.851,0.489
208.862,0.164
208.873,0.095
208.939,0.053
208.95,0.071
208.961,0.013
208.983,0.333
208.994,0.351
209.004,0.276
209.015,0.046
209.026,0.143
209.037,0.089
209.048,0.044
209.059,0.022
209.092,0.2
209.103,0.423
209.114,0.245
209.125,0.3
209.136,0.122
209.158,0.086
209.169,0.346
209.18,0.476
209.191,0.762
209.201,0.789
209.212,0.852
209.223,0.772
209.234,0.872
209.245,0.725
209.256,0.342
209.3,0.206
209.311,0.101
209.322,0.006
209.377,0.055
209.387,0.376
209.398,0.527
209.409,0.655
209.42,0.688
209.431,0.867
209.442,1.292
209.453,1.31
209.464,0.472
209.475,0.104
209.508,0.046
209.519,0.059
209.628,0.023
209.639,0.765
209.65,0.784
209.661,0.265
209.705,0.075
209.716,0.16
209.727,0.415
209.738,0.316
210.011,0.363
210.11,0.009
210.121,0.061
210.131,0.193
210.142,0.405
210.153,0.906
210.164,1.869
210.175,2.094
210.186,2.037
210.197,1.549
210.208,1.41
210.219,1.736
210.23,1.527
210.241,1.343
210.252,0.696
210.361,0.139
210.394,0.0
210.547,0.013
210.558,0.193
210.569,0.107
210.58,0.39
210.591,0.503
210.602,0.31
210.613,0.193
210.624,0.217
210.635,0.336
210.711,0.117
210.722,0.795
210.733,0.603
210.744,0.861
210.755,1.016
210.766,1.489
210.788,1.012
210.799,0.846
210.81,0.775
210.821,1.245
210.832,0.203
210.854,0.206
210.864,0.616
210.886,0.11
210.897,0.444
210.908,0.343
210.919,0.455
210.93,0.345
210.941,0.018
211.05,0.021
211.061,0.369
211.072,0.447
211.083,0.634
211.094,0.208
211.51,0.217
211.521,0.216
211.554,0.106
211.565,0.208
211.707,0.041
211.718,0.297
211.729,0.191
211.74,0.213
211.751,0.123
211.762,0.265
211.86,0.055
211.871,0.004
211.893,0.037
211.904,0.224
211.915,0.136
211.937,0.049
211.948,0.192
211.959,0.466
211.969,0.191
212.188,0.051
212.199,0.151
212.21,0.317
212.221,0.494
212.232,0.399
212.243,0.412
212.254,0.269
212.374,0.861
212.385,1.251
212.396,1.202
212.407,0.52
212.418,0.825
212.429,0.804
212.44,0.312
212.462,0.61
212.473,0.904
212.484,0.719
212.495,0.03
212.604,0.049
212.626,0.06
212.637,0.101
212.648,0.231
212.659,0.268
212.67,0.53
212.681,0.241
212.692,0.15
212.954,0.021
212.965,0.105
212.976,0.165
213.053,0.342
213.064,0.274
213.075,0.154
213.085,0.058
213.107,0.002
213.118,0.589
213.129,1.12
213.14,1.766
213.151,1.627
213.162,0.775
213.173,0.585
213.184,0.059
213.195,0.27
213.206,0.254
213.217,0.471
213.228,0.775
213.436,0.03
213.447,0.158
213.457,0.412
213.468,0.549
213.479,0.396
213.49,0.448
213.501,0.351
213.578,0.696
213.589,0.949
213.6,0.552
213.611,0.613
213.622,0.66
213.633,0.515
213.643,0.51
213.654,1.054
213.665,0.847
213.676,0.503
213.687,0.078
213.698,0.02
213.709,0.067
213.72,0.293
213.731,0.274
213.742,0.538
213.764,0.408
213.775,0.312
213.786,0.301
213.829,0.173
213.84,0.41
213.851,0.421
213.862,0.431
213.873,0.686
213.884,0.843
213.895,1.126
213.906,1.281
213.917,1.275
213.928,1.029
213.939,0.659
213.95,0.52
213.961,0.915
213.972,1.358
213.983,1.644
213.994,1.515
214.005,1.546
214.015,1.672
214.026,1.883
214.037,2.449
214.048,2.317
214.059,2.53
214.07,2.228
214.081,1.993
214.092,1.426
214.103,0.722
214.114,1.016
214.125,0.671
214.136,0.345
214.147,0.18
214.158,0.609
214.169,1.022
214.18,0.816
214.191,0.44
214.201,0.542
214.212,1.005
214.223,1.548
214.234,1.917
214.245,1.59
214.256,0.696
214.267,0.286
214.278,0.04
214.289,0.653
214.3,1.083
214.311,0.8
214.716,0.026
214.727,0.102
214.738,0.186
214.759,0.385
214.77,0.379
214.781,0.022
214.792,0.166
214.803,0.225
214.814,0.18
214.836,0.196
214.858,0.356
214.869,0.305
214.891,1.118
214.902,0.765
214.913,0.2
215.011,0.305
215.022,0.888
215.044,1.085
215.055,1.131
215.066,0.6
215.077,1.032
215.088,0.94
215.099,1.496
215.11,1.66
215.12,1.569
215.131,1.103
215.142,0.058
215.164,0.549
215.175,0.775
215.186,1.402
215.197,1.594
215.208,1.464
215.219,1.722
215.23,1.087
215.241,0.297
215.252,0.404
215.263,0.676
215.274,0.758
215.285,0.665
215.296,0.709
215.306,1.188
215.317,1.581
215.328,1.974
215.339,2.396
215.35,3.051
215.361,3.714
215.372,5.253
215.383,6.617
215.394,6.802
215.405,6.198
215.416,5.269
215.427,3.566
215.438,1.562
215.449,0.46
215.46,0.415
215.602,0.059
215.613,0.4
215.624,0.542
215.635,0.429
215.854,0.062
215.897,0.107
215.941,0.32
215.952,0.197
216.313,0.098
216.324,0.478
216.335,0.719
216.346,0.985
216.357,0.68
216.368,0.287
216.379,0.011
216.401,0.239
216.411,0.507
216.433,0.185
216.455,0.846
216.466,0.112
216.477,0.052
216.565,0.059
216.576,0.116
216.926,0.089
216.937,0.558
216.948,0.125
216.98,0.025
217.013,0.293
217.199,0.073
217.221,0.089
217.232,0.196
217.243,0.019
217.254,0.263
217.265,0.095
217.429,0.529
217.44,0.819
217.451,0.793
217.462,0.417
217.517,0.359
217.528,1.09
217.538,0.658
217.549,0.438
217.593,0.037
217.604,0.496
217.615,0.549
217.626,0.277
217.637,0.535
217.648,0.467
217.659,0.417
217.67,0.416
217.681,0.019
217.692,0.057
217.889,0.634
217.9,1.162
217.91,1.25
217.921,1.093
217.932,1.029
217.943,0.872
217.954,0.899
217.965,1.228
217.976,0.804
217.987,0.622
217.998,0.428
218.009,0.087
218.031,0.201
218.042,0.276
218.053,0.272
218.064,0.022
218.096,0.385
218.107,0.345
218.118,0.396
218.129,0.285
218.14,0.638
218.151,1.067
