Depth(m),Cond(uS)
533.345,0.917
533.355,0.972
533.365,0.993
533.375,0.976
533.385,0.937
533.395,0.915
533.405,0.918
533.415,0.922
533.425,0.925
533.435,0.928
533.445,0.93
533.455,0.931
533.465,0.928
533.475,0.913
533.485,0.904
533.495,0.923
533.505,0.969
533.515,1.009
533.525,1.044
533.535,1.083
533.545,1.056
533.555,0.921
533.565,0.801
533.575,0.746
533.585,0.732
533.595,0.773
533.605,0.862
533.615,0.966
533.625,1.045
533.635,1.068
533.645,1.062
533.655,1.069
533.665,1.101
533.675,1.115
533.685,1.086
533.695,1.034
533.705,0.991
533.715,0.967
533.725,0.95
533.735,0.936
533.745,0.924
533.755,0.903
533.765,0.876
533.775,0.853
533.785,0.85
533.795,0.881
533.805,0.917
533.815,0.953
533.825,1.009
533.835,1.034
533.845,1.001
533.855,0.972
533.865,0.985
533.875,0.998
533.885,0.983
533.895,0.946
533.905,0.897
533.915,0.868
533.925,0.863
533.935,0.875
533.945,0.922
533.955,0.996
533.965,1.08
533.975,1.126
533.985,1.041
533.995,0.834
534.005,0.735
534.015,0.758
534.025,0.808
534.035,0.843
534.045,0.858
534.055,0.858
534.065,0.854
534.075,0.865
534.085,0.901
534.095,0.98
534.105,1.082
534.115,1.129
534.125,1.117
534.135,1.089
534.145,1.074
534.155,1.055
534.165,0.997
534.175,0.901
534.185,0.797
534.195,0.736
534.205,0.732
534.215,0.753
534.225,0.758
534.235,0.732
534.245,0.714
534.255,0.724
534.265,0.733
534.275,0.743
534.285,0.759
534.295,0.781
534.305,0.794
534.315,0.79
534.325,0.796
534.335,0.829
534.345,0.857
534.355,0.87
534.365,0.872
534.375,0.871
534.385,0.879
534.395,0.896
534.405,0.919
534.415,0.944
534.425,0.98
534.435,1.034
534.445,1.078
534.455,1.066
534.465,0.997
534.475,0.921
534.485,0.882
534.495,0.896
534.505,0.936
534.515,0.942
534.525,0.869
534.535,0.775
534.545,0.729
534.555,0.736
534.565,0.774
534.575,0.802
534.585,0.809
534.595,0.813
534.605,0.832
534.615,0.873
534.625,0.929
534.635,0.981
534.645,1.018
534.655,1.038
534.665,1.047
534.675,1.05
534.685,1.027
534.695,0.945
534.705,0.859
534.715,0.831
534.725,0.853
534.735,0.93
534.745,1.027
534.755,1.115
534.765,1.155
534.775,1.075
534.785,0.943
534.795,0.879
534.805,0.844
534.815,0.824
534.825,0.846
534.835,0.869
534.845,0.901
534.855,0.982
534.865,1.125
534.875,1.259
534.885,1.307
534.895,1.256
534.905,1.166
534.915,1.123
534.925,1.108
534.935,1.088
534.945,1.063
534.955,1.03
534.965,0.989
534.975,0.951
534.985,0.955
534.995,1.028
535.005,1.103
535.015,1.107
535.025,1.034
535.035,0.969
535.045,0.939
535.055,0.906
535.065,0.868
535.075,0.844
535.085,0.841
535.095,0.838
535.105,0.836
535.115,0.863
535.125,0.913
535.135,0.958
535.145,0.973
535.155,0.952
535.165,0.908
535.175,0.87
535.185,0.841
535.195,0.812
535.205,0.794
535.215,0.833
535.225,0.925
535.235,1.019
535.245,1.079
535.255,1.086
535.265,1.066
535.275,1.062
535.285,1.083
535.295,1.086
535.305,1.074
535.315,1.096
535.325,1.133
535.335,1.15
535.345,1.139
535.355,1.096
535.365,1.037
535.375,1.01
535.385,1.028
535.395,1.053
535.405,1.048
535.415,1.043
535.425,1.034
535.435,1.015
535.445,0.989
535.455,0.96
535.465,0.936
535.475,0.915
535.485,0.892
535.495,0.879
535.505,0.876
535.515,0.85
535.525,0.768
535.535,0.672
535.545,0.615
535.555,0.587
535.565,0.582
535.575,0.613
535.585,0.681
535.595,0.765
535.605,0.831
535.615,0.871
535.625,0.902
535.635,0.954
535.645,1.033
535.655,1.12
535.665,1.202
535.675,1.249
535.685,1.266
535.695,1.27
535.705,1.258
535.715,1.227
535.725,1.174
535.735,1.111
535.745,1.042
535.755,0.966
535.765,0.898
535.775,0.835
535.785,0.787
535.795,0.755
535.805,0.743
535.815,0.755
535.825,0.769
535.835,0.775
535.845,0.786
535.855,0.803
535.865,0.813
535.875,0.819
535.885,0.825
535.895,0.845
535.905,0.883
535.915,0.917
535.925,0.946
535.935,0.979
535.945,1.008
535.955,1.011
535.965,0.97
535.975,0.899
536.025,0.88
536.035,0.917
536.045,0.978
536.055,1.065
536.065,1.165
536.075,1.26
536.085,1.351
536.095,1.419
536.105,1.428
536.115,1.394
536.125,1.328
536.135,1.236
536.145,1.143
536.155,1.031
536.165,0.939
536.175,0.904
536.185,0.92
536.195,0.94
536.205,0.942
536.215,0.96
536.225,0.983
536.235,0.998
536.245,0.996
536.255,0.991
536.265,1.001
536.275,1.014
536.285,1.004
536.295,0.96
536.305,0.899
536.315,0.842
536.325,0.806
536.335,0.786
536.345,0.786
536.355,0.816
536.365,0.869
536.375,0.899
536.385,0.879
536.395,0.823
536.405,0.748
536.415,0.7
536.425,0.687
536.435,0.697
536.445,0.727
536.455,0.772
536.465,0.817
536.475,0.867
536.485,0.946
536.495,1.055
536.505,1.167
536.515,1.213
536.525,1.204
536.535,1.167
536.545,1.113
536.555,1.052
536.565,0.996
536.575,0.964
536.585,0.948
536.595,0.945
536.605,0.94
536.615,0.92
536.625,0.889
536.635,0.865
536.645,0.859
536.655,0.876
536.665,0.918
536.675,0.978
536.685,1.049
536.695,1.118
536.705,1.153
536.715,1.167
536.725,1.176
536.735,1.176
536.745,1.167
536.755,1.15
536.765,1.108
536.775,1.05
536.785,0.974
536.795,0.893
536.805,0.838
536.815,0.821
536.825,0.835
536.835,0.86
536.845,0.882
536.855,0.89
536.865,0.865
536.875,0.802
536.885,0.704
536.895,0.638
536.905,0.624
536.915,0.633
536.925,0.665
536.935,0.727
536.945,0.817
536.955,0.876
536.965,0.869
536.975,0.856
536.985,0.909
536.995,0.994
537.005,1.062
537.015,1.107
537.025,1.141
537.035,1.142
537.045,1.111
537.055,1.091
537.065,1.082
537.075,1.048
537.085,0.987
537.095,0.96
537.105,0.945
537.115,0.904
537.125,0.85
537.135,0.803
537.145,0.763
537.155,0.735
537.165,0.737
537.175,0.751
537.185,0.746
537.195,0.75
537.205,0.767
537.215,0.785
537.225,0.784
537.235,0.766
537.245,0.764
537.255,0.806
537.265,0.869
537.275,0.916
537.285,0.928
537.295,0.932
537.305,0.958
537.315,0.99
537.325,1.015
537.335,1.02
537.345,1.0
537.355,0.962
537.365,0.907
537.375,0.852
537.385,0.845
537.395,0.879
537.405,0.923
537.415,0.926
537.425,0.887
537.435,0.875
537.445,0.923
537.455,0.996
537.465,1.063
537.475,1.109
537.485,1.17
537.495,1.227
537.505,1.26
537.515,1.268
537.525,1.245
537.535,1.187
537.545,1.097
537.555,0.987
537.565,0.901
537.575,0.84
537.585,0.801
537.595,0.789
537.605,0.8
537.615,0.801
537.625,0.755
537.635,0.693
537.645,0.654
537.655,0.644
537.665,0.636
537.675,0.615
537.685,0.597
537.695,0.595
537.705,0.613
537.715,0.655
537.725,0.71
537.735,0.779
537.745,0.846
537.755,0.889
537.765,0.9
537.775,0.885
537.785,0.866
537.795,0.848
537.805,0.832
537.815,0.847
537.825,0.912
537.835,1.0
537.845,1.033
537.855,0.96
537.865,0.871
537.875,0.885
537.885,0.958
537.895,1.008
537.905,1.018
537.915,1.008
537.925,0.992
537.935,1.018
537.945,1.1
537.955,1.191
537.965,1.256
537.975,1.283
537.985,1.29
537.995,1.285
538.005,1.269
538.015,1.244
538.025,1.214
538.035,1.198
538.045,1.211
538.055,1.229
538.065,1.201
538.075,1.165
538.085,1.117
538.095,1.005
538.105,0.904
538.115,0.887
538.125,0.924
538.135,0.98
538.145,1.042
538.155,1.092
538.165,1.115
538.175,1.122
538.185,1.127
538.195,1.131
538.205,1.13
538.215,1.125
538.225,1.116
538.235,1.103
538.245,1.097
538.255,1.105
538.265,1.113
538.275,1.082
538.285,1.03
538.295,1.025
538.305,1.025
538.315,1.022
538.325,1.06
538.335,1.08
538.345,1.046
538.355,1.013
538.365,0.977
538.375,0.935
538.385,0.925
538.395,0.946
538.405,0.979
538.415,1.017
538.425,1.044
538.435,1.067
538.445,1.115
538.455,1.167
538.465,1.193
538.475,1.174
538.485,1.137
538.495,1.11
538.505,1.104
538.515,1.112
538.525,1.092
538.535,1.034
538.545,0.966
538.555,0.918
538.565,0.938
538.575,1.0
538.585,1.045
538.595,1.049
538.605,1.002
538.615,0.912
538.625,0.812
538.635,0.761
538.645,0.765
538.655,0.805
538.665,0.874
538.675,0.942
538.685,0.965
538.695,0.96
538.705,0.966
538.715,0.986
538.725,0.999
538.735,1.001
538.745,1.002
538.755,1.005
538.765,1.002
538.775,0.99
538.785,0.954
538.795,0.866
538.805,0.77
538.815,0.734
538.825,0.718
538.835,0.717
538.845,0.733
538.855,0.756
538.865,0.776
538.875,0.785
538.885,0.791
538.895,0.81
538.905,0.844
538.915,0.877
538.925,0.883
538.935,0.856
538.945,0.834
538.955,0.836
538.965,0.844
538.975,0.86
538.985,0.885
538.995,0.921
539.005,0.954
539.015,0.983
539.025,1.012
539.035,1.051
539.045,1.092
539.055,1.1
539.065,1.061
539.075,0.993
539.085,0.921
539.095,0.872
539.105,0.837
539.115,0.815
539.125,0.809
539.135,0.831
539.145,0.866
539.155,0.876
539.165,0.855
539.175,0.869
539.185,0.925
539.195,0.991
539.205,1.037
539.215,1.046
539.225,1.021
539.235,0.976
539.245,0.923
539.255,0.881
539.265,0.861
539.275,0.861
539.285,0.866
539.295,0.875
539.305,0.897
539.315,0.898
539.325,0.878
539.335,0.895
539.345,0.962
539.355,1.072
539.365,1.161
539.375,1.138
539.385,1.073
539.395,1.057
539.405,1.05
539.415,1.022
539.425,0.976
539.435,0.931
539.445,0.904
539.455,0.901
539.465,0.922
539.475,0.961
539.485,1.019
539.495,1.071
539.505,1.089
539.515,1.083
539.525,1.087
539.535,1.111
539.545,1.148
539.555,1.19
539.565,1.23
539.575,1.275
539.585,1.304
539.595,1.297
539.605,1.261
539.615,1.214
539.625,1.164
539.635,1.102
539.645,1.021
539.655,0.944
539.665,0.897
539.675,0.863
539.685,0.837
539.695,0.81
539.705,0.783
539.715,0.768
539.725,0.772
539.735,0.776
539.745,0.759
539.755,0.751
539.765,0.761
539.775,0.773
539.785,0.785
539.795,0.796
539.805,0.81
539.815,0.828
539.825,0.852
539.835,0.88
539.845,0.894
539.855,0.878
539.865,0.865
539.875,0.853
539.885,0.852
539.895,0.869
539.905,0.89
539.915,0.904
539.925,0.915
539.935,0.941
539.945,0.991
539.955,1.037
539.965,1.046
539.975,1.04
540.105,0.975
540.115,0.921
540.125,0.911
540.135,0.923
540.145,0.944
540.155,0.973
540.165,1.004
540.175,1.016
540.185,0.97
540.195,0.876
540.205,0.773
540.215,0.724
540.225,0.739
540.235,0.766
540.245,0.781
540.255,0.789
540.265,0.806
540.275,0.834
540.285,0.87
540.295,0.919
540.305,0.96
540.315,1.001
540.325,1.062
540.335,1.114
540.345,1.148
540.355,1.165
540.365,1.124
540.375,1.023
540.385,0.919
540.395,0.842
540.405,0.828
540.415,0.843
540.425,0.825
540.435,0.775
540.445,0.771
540.455,0.825
540.465,0.9
540.475,0.938
540.485,0.897
540.495,0.833
540.505,0.841
540.515,0.879
540.525,0.881
540.535,0.87
540.545,0.892
540.555,0.939
540.565,0.97
540.575,0.978
540.585,0.973
540.595,0.965
540.605,0.963
540.615,0.964
540.625,0.949
540.635,0.931
540.645,0.915
540.655,0.89
540.665,0.863
540.675,0.842
540.685,0.814
540.695,0.763
540.705,0.692
540.715,0.623
540.725,0.59
540.735,0.588
540.745,0.604
540.755,0.629
540.765,0.655
540.775,0.669
540.785,0.685
540.795,0.73
540.805,0.789
540.815,0.813
540.825,0.836
540.835,0.892
540.845,0.964
540.855,1.018
540.865,1.04
540.875,1.01
540.885,0.928
540.895,0.834
540.905,0.789
540.915,0.776
540.925,0.751
540.935,0.736
540.945,0.751
540.995,0.765
541.005,0.777
541.015,0.799
541.025,0.838
541.035,0.886
541.045,0.92
541.055,0.937
541.065,0.937
541.075,0.932
541.085,0.931
541.095,0.931
541.105,0.931
541.115,0.931
541.125,0.931
541.135,0.926
541.145,0.911
541.155,0.889
541.165,0.856
541.175,0.824
541.185,0.8
541.195,0.775
541.205,0.751
541.215,0.736
541.225,0.723
541.235,0.713
541.245,0.706
541.255,0.701
541.265,0.695
541.275,0.685
541.285,0.674
541.295,0.661
541.305,0.655
541.315,0.656
541.325,0.664
541.335,0.677
541.345,0.694
541.355,0.715
541.365,0.746
541.375,0.778
541.385,0.802
541.395,0.822
541.405,0.84
541.415,0.862
541.425,0.897
541.435,0.961
541.445,1.04
541.455,1.112
541.465,1.179
541.475,1.206
541.485,1.195
541.495,1.171
541.505,1.168
541.515,1.184
541.525,1.203
541.535,1.217
541.545,1.221
541.555,1.22
541.565,1.214
541.575,1.207
541.585,1.201
541.595,1.2
541.605,1.203
541.615,1.208
541.625,1.211
541.635,1.196
541.645,1.156
541.655,1.103
541.665,1.037
541.675,0.978
541.685,0.935
541.695,0.905
541.705,0.897
541.715,0.903
541.725,0.916
541.735,0.934
541.745,0.958
541.755,0.983
541.765,1.019
541.775,1.059
541.785,1.094
541.795,1.131
541.805,1.158
541.815,1.159
541.825,1.112
541.835,1.023
541.845,0.948
541.855,0.913
541.865,0.915
541.875,0.933
541.885,0.958
541.895,0.998
541.905,1.044
541.915,1.083
541.925,1.119
541.935,1.152
541.945,1.175
541.955,1.184
541.965,1.175
541.975,1.135
541.985,1.072
541.995,0.986
542.005,0.904
542.015,0.864
542.025,0.847
542.035,0.834
542.045,0.83
542.055,0.859
542.065,0.922
542.075,0.979
542.085,1.011
542.095,1.008
542.105,0.984
542.115,0.952
542.125,0.922
542.135,0.898
542.145,0.874
542.155,0.843
542.165,0.804
542.175,0.763
542.185,0.734
542.195,0.727
542.205,0.741
542.215,0.765
542.225,0.794
542.235,0.815
542.245,0.826
542.255,0.831
542.265,0.833
542.275,0.838
542.285,0.847
542.295,0.864
542.305,0.89
542.315,0.921
542.325,0.953
542.335,0.979
542.345,1.001
542.355,1.013
542.365,1.017
542.375,1.014
542.385,1.003
542.395,0.986
542.405,0.967
542.415,0.948
542.425,0.935
542.435,0.932
542.445,0.937
542.455,0.948
542.465,0.969
542.475,1.004
542.485,1.043
542.495,1.058
542.505,1.033
542.515,0.967
542.525,0.881
542.535,0.809
542.545,0.768
542.595,0.758
542.605,0.754
542.615,0.79
542.625,0.868
542.635,0.956
542.645,1.02
542.655,1.054
542.665,1.075
542.675,1.083
542.685,1.079
542.695,1.074
542.705,1.06
542.715,1.006
542.725,0.948
542.735,0.932
542.745,0.949
542.755,0.961
542.765,0.946
542.775,0.949
542.785,0.975
542.795,1.008
542.805,1.034
542.815,1.021
542.825,0.94
542.835,0.822
542.845,0.822
542.855,0.941
542.865,1.118
542.875,1.329
542.885,1.525
542.895,1.581
542.905,1.496
542.915,1.326
542.925,1.104
542.935,0.952
542.945,0.932
542.955,1.003
542.965,1.072
542.975,1.071
542.985,1.025
542.995,0.981
543.005,0.942
543.015,0.923
543.025,0.935
543.035,0.939
543.045,0.921
543.055,0.896
543.065,0.874
543.075,0.869
543.085,0.885
543.095,0.913
543.105,0.931
543.115,0.934
543.125,0.924
543.135,0.904
543.145,0.888
543.155,0.911
543.165,0.958
543.175,0.997
543.185,1.004
543.195,0.988
543.205,0.961
543.215,0.928
543.225,0.904
543.235,0.886
543.245,0.875
543.255,0.874
543.265,0.863
543.275,0.838
543.285,0.83
543.295,0.842
543.305,0.854
543.315,0.852
543.325,0.873
543.335,0.928
543.345,0.965
543.355,0.98
543.365,0.963
543.375,0.933
543.385,0.915
543.395,0.927
543.405,0.981
543.415,1.064
543.425,1.161
543.435,1.229
543.445,1.171
543.455,0.989
543.465,0.811
543.475,0.673
543.485,0.607
543.495,0.598
543.505,0.613
543.515,0.635
543.525,0.649
543.535,0.658
543.545,0.667
543.555,0.684
543.565,0.71
543.575,0.742
543.585,0.769
543.595,0.788
543.605,0.797
543.615,0.797
543.625,0.792
543.635,0.787
543.645,0.785
543.655,0.776
543.665,0.76
543.675,0.75
543.685,0.733
543.695,0.716
543.705,0.706
543.715,0.702
543.725,0.695
543.735,0.679
543.745,0.671
543.755,0.696
543.765,0.76
543.775,0.855
543.785,0.924
543.795,0.931
543.805,0.918
543.815,0.93
543.825,0.949
543.835,0.965
543.845,0.967
543.855,0.955
543.865,0.935
543.875,0.926
543.885,0.922
543.895,0.902
543.905,0.864
543.915,0.832
543.925,0.812
543.935,0.792
543.945,0.759
543.955,0.713
543.965,0.668
543.975,0.647
543.985,0.672
543.995,0.716
544.005,0.752
544.015,0.768
544.025,0.792
544.035,0.865
544.045,0.945
544.055,1.036
544.065,1.103
544.075,1.065
544.085,0.995
544.095,0.983
544.105,1.052
544.115,1.21
544.125,1.397
544.135,1.552
544.145,1.575
544.155,1.358
544.165,1.09
544.175,0.943
544.185,0.875
544.195,0.828
544.205,0.791
544.215,0.787
544.225,0.815
544.235,0.844
544.245,0.863
544.255,0.882
544.265,0.922
544.275,0.972
544.285,0.998
544.295,0.984
544.305,0.925
544.315,0.843
544.325,0.781
544.335,0.742
544.345,0.728
544.355,0.757
544.365,0.836
544.375,0.934
544.385,0.983
544.395,1.005
544.405,1.014
544.415,0.99
544.425,0.93
544.435,0.861
544.445,0.808
544.455,0.739
544.465,0.665
544.475,0.615
544.485,0.6
544.495,0.627
544.505,0.672
544.515,0.693
544.525,0.689
544.535,0.689
544.545,0.725
544.555,0.788
544.565,0.847
544.575,0.891
544.585,0.905
544.595,0.899
544.605,0.917
544.615,0.981
544.625,1.044
544.635,1.064
544.645,1.054
544.655,1.018
544.665,0.956
544.675,0.911
544.685,0.891
544.695,0.861
544.705,0.801
544.715,0.74
544.725,0.726
544.735,0.758
544.745,0.828
544.755,0.929
544.765,0.979
544.775,0.923
544.785,0.866
544.795,0.878
544.805,0.926
544.815,0.98
544.825,1.014
544.835,1.009
544.845,0.976
544.855,0.93
544.865,0.875
544.875,0.822
544.885,0.782
544.895,0.748
544.905,0.709
544.915,0.694
544.925,0.719
544.935,0.779
544.945,0.835
544.955,0.853
544.965,0.848
544.975,0.865
544.985,0.907
544.995,0.927
545.005,0.937
545.015,0.999
545.025,1.089
545.035,1.149
545.045,1.192
545.055,1.208
545.065,1.152
545.075,1.082
545.085,1.053
545.095,1.034
545.105,1.004
545.115,0.956
545.125,0.914
545.135,0.887
545.145,0.914
545.155,0.992
545.165,1.094
545.175,1.224
545.185,1.318
545.195,1.306
545.205,1.236
545.215,1.21
545.225,1.189
545.235,1.132
545.245,1.076
545.255,1.047
545.265,1.027
545.275,0.976
545.285,0.91
545.295,0.856
545.305,0.817
545.315,0.796
545.325,0.795
545.335,0.788
545.345,0.77
545.355,0.771
545.365,0.79
545.375,0.826
545.385,0.877
545.395,0.947
545.405,1.041
545.415,1.118
545.425,1.129
545.435,1.117
545.445,1.115
545.455,1.101
545.465,1.071
545.475,1.029
545.485,0.979
545.495,0.937
545.505,0.919
545.515,0.94
545.525,0.993
545.535,0.991
545.545,0.862
545.555,0.738
545.565,0.696
545.575,0.688
545.585,0.684
545.595,0.687
545.605,0.685
545.615,0.669
545.625,0.646
545.635,0.633
545.645,0.642
545.655,0.661
545.665,0.66
545.675,0.682
545.685,0.741
545.695,0.816
545.705,0.894
545.715,0.96
545.725,1.013
545.735,1.056
545.745,1.086
545.755,1.097
545.765,1.094
545.775,1.097
545.785,1.11
545.795,1.097
545.805,1.047
545.815,0.987
545.825,0.943
545.835,0.936
545.845,0.947
545.855,0.927
545.865,0.842
545.875,0.744
545.885,0.714
545.895,0.734
545.905,0.77
545.915,0.825
545.925,0.903
545.935,0.956
545.945,0.981
545.955,1.011
545.965,1.013
545.975,0.972
546.025,0.657
546.035,0.65
546.045,0.645
546.055,0.643
546.065,0.652
546.075,0.685
546.085,0.743
546.095,0.814
546.105,0.887
546.115,0.93
546.125,0.949
546.135,0.949
546.145,0.935
546.155,0.909
546.165,0.883
546.175,0.869
546.185,0.878
546.195,0.911
546.205,0.945
546.215,0.938
546.225,0.842
546.235,0.737
546.245,0.714
546.255,0.728
546.265,0.751
546.275,0.796
546.285,0.86
546.295,0.928
546.305,0.976
546.315,0.998
546.325,0.997
546.335,0.985
546.345,0.98
546.355,0.996
546.365,1.019
546.375,1.013
546.385,0.963
546.395,0.887
546.405,0.799
546.415,0.747
546.425,0.755
546.435,0.809
546.445,0.893
546.455,0.971
546.465,0.998
546.475,0.962
546.485,0.898
546.495,0.887
546.505,0.921
546.515,0.948
546.525,0.968
546.535,0.988
546.545,1.009
546.555,1.024
546.565,1.001
546.575,0.915
546.585,0.795
546.595,0.719
546.605,0.689
546.615,0.665
546.625,0.644
546.635,0.651
546.645,0.692
546.655,0.729
546.665,0.74
546.675,0.742
546.685,0.751
546.695,0.765
546.705,0.773
546.715,0.772
546.725,0.764
546.735,0.747
546.745,0.708
546.755,0.656
546.765,0.632
546.775,0.669
546.785,0.747
546.795,0.83
546.805,0.884
546.815,0.919
546.825,0.957
546.835,0.998
546.845,1.033
546.855,1.05
546.865,1.051
546.875,1.036
546.885,1.006
546.895,0.963
546.905,0.896
546.915,0.813
546.925,0.742
546.935,0.703
546.945,0.698
546.955,0.719
546.965,0.745
546.975,0.756
546.985,0.75
546.995,0.73
547.005,0.704
547.015,0.69
547.025,0.704
547.035,0.748
547.045,0.813
547.055,0.893
547.065,0.968
547.075,1.024
547.085,1.062
547.095,1.069
547.105,1.036
547.115,0.977
547.125,0.921
547.135,0.891
547.145,0.874
547.155,0.862
547.165,0.823
547.175,0.764
547.185,0.729
547.195,0.724
547.205,0.757
547.215,0.82
547.225,0.888
547.235,0.915
547.245,0.901
547.255,0.907
547.265,0.922
547.275,0.925
547.285,0.911
547.295,0.884
547.305,0.849
547.315,0.806
547.325,0.763
547.335,0.733
547.345,0.718
547.355,0.707
547.365,0.693
547.375,0.662
547.385,0.632
547.395,0.617
547.405,0.613
547.415,0.62
547.425,0.64
547.435,0.664
547.445,0.678
547.455,0.678
547.465,0.684
547.475,0.714
547.485,0.776
547.495,0.848
547.505,0.904
547.515,0.944
547.525,0.979
547.535,1.019
547.545,1.066
547.555,1.099
547.565,1.107
547.575,1.109
547.585,1.084
547.595,1.0
547.605,0.901
547.615,0.835
547.625,0.791
547.635,0.756
547.645,0.741
547.655,0.76
547.665,0.799
547.675,0.846
547.685,0.894
547.695,0.93
547.705,0.963
547.715,0.985
547.725,1.015
547.735,1.055
547.745,1.07
547.755,1.052
547.765,1.004
547.775,0.95
547.785,0.892
547.795,0.812
547.805,0.753
547.815,0.722
547.825,0.715
547.835,0.727
547.845,0.744
547.855,0.764
547.865,0.79
547.875,0.822
547.885,0.84
547.895,0.813
547.905,0.792
547.915,0.831
547.925,0.906
547.935,0.987
547.945,1.067
547.955,1.149
547.965,1.223
547.975,1.281
547.985,1.305
547.995,1.277
548.005,1.216
548.015,1.17
548.025,1.17
548.035,1.211
548.045,1.246
548.055,1.248
548.065,1.219
548.075,1.153
548.085,1.056
548.095,0.966
548.105,0.934
548.115,0.94
548.125,0.945
548.135,0.971
548.145,1.023
548.155,1.058
548.165,1.07
548.175,1.071
548.185,1.067
548.195,1.061
548.205,1.052
548.215,1.035
548.225,0.983
548.235,0.911
548.245,0.847
548.255,0.803
548.265,0.792
548.275,0.803
548.285,0.81
548.295,0.802
548.305,0.8
548.315,0.811
548.325,0.837
548.335,0.858
548.345,0.852
548.355,0.862
548.365,0.907
548.375,0.945
548.385,0.967
548.395,0.964
548.405,0.947
548.415,0.94
548.425,0.969
548.435,1.049
548.445,1.149
548.455,1.222
548.465,1.27
548.475,1.316
548.485,1.351
548.495,1.333
548.505,1.216
548.515,1.011
548.525,0.84
