Depth_m,Br
160.252,0.553
160.263,1.023
160.274,1.423
160.285,1.373
160.296,1.398
160.306,1.323
160.317,1.013
160.328,0.683
160.339,0.757
160.35,0.419
160.416,0.052
160.427,0.607
160.438,0.844
160.449,1.119
160.46,1.872
160.471,1.482
160.482,1.972
160.493,1.28
160.503,0.726
160.514,0.353
160.525,0.377
160.657,0.337
160.668,0.697
160.678,1.016
160.689,1.837
160.7,2.682
160.711,2.356
160.722,1.243
160.733,0.579
160.832,0.053
160.843,0.124
160.854,0.864
160.864,0.651
160.875,0.637
160.886,0.442
161.05,0.25
161.061,0.726
161.072,0.768
161.083,1.066
161.094,1.148
161.105,1.18
161.116,1.239
161.127,1.324
161.138,1.19
161.149,0.151
161.302,0.168
161.313,0.419
161.324,0.745
161.335,0.823
161.346,0.577
161.357,0.206
161.368,0.271
161.379,0.0
161.422,0.278
161.433,0.406
161.444,0.947
161.455,1.146
161.466,1.648
161.477,1.662
161.488,2.119
161.499,2.389
161.51,2.218
161.521,1.611
161.532,1.127
161.543,1.355
161.554,1.611
161.576,1.28
161.587,1.043
161.597,1.556
161.619,1.207
161.63,1.471
161.652,1.791
161.663,2.159
161.674,1.909
161.685,1.807
161.696,1.469
161.707,1.38
161.718,0.58
161.729,0.071
162.09,0.261
162.101,0.931
162.112,2.188
162.123,2.123
162.134,2.225
162.145,1.955
162.155,2.14
162.166,1.533
162.177,0.683
162.188,0.568
162.199,0.586
162.21,0.314
162.221,0.119
162.298,0.118
162.309,0.321
162.32,0.883
162.331,1.532
162.341,1.484
162.352,1.461
162.363,0.484
162.374,0.257
162.385,0.071
162.396,0.081
162.834,0.204
162.845,0.514
162.856,0.858
162.867,0.888
162.878,0.875
162.889,1.277
162.9,1.186
162.91,1.12
162.921,0.93
162.932,0.54
162.943,0.118
163.107,0.53
163.118,0.879
163.129,0.724
163.14,1.152
163.151,1.212
163.162,1.669
163.173,1.58
163.184,1.879
163.195,1.718
163.206,1.453
163.217,0.898
163.228,0.594
163.239,0.417
163.25,0.491
163.261,0.678
163.304,0.004
163.315,0.028
163.359,0.362
163.37,0.649
163.381,0.299
163.392,0.091
163.403,0.204
163.414,0.578
163.425,1.038
163.436,1.363
163.446,1.144
163.457,0.944
163.468,0.545
163.665,0.542
163.676,0.941
163.687,1.055
163.698,1.403
163.709,1.708
163.72,1.764
163.731,1.559
163.742,1.572
163.753,1.447
163.764,1.511
163.775,1.607
163.786,1.489
163.797,0.929
163.808,0.318
163.819,0.582
163.829,0.948
163.84,1.565
163.851,1.809
163.862,2.195
163.873,3.127
163.884,2.911
163.895,3.618
163.906,2.69
163.917,1.415
163.928,1.42
163.939,0.852
163.95,0.232
164.125,0.031
164.169,0.358
164.18,0.295
164.191,0.127
164.355,0.137
164.366,0.494
164.377,0.387
164.387,0.208
164.508,0.15
164.519,0.18
164.595,0.254
164.606,0.909
164.617,0.955
164.628,0.389
164.639,0.207
164.65,0.517
164.661,0.69
164.672,0.561
164.683,0.403
164.694,0.374
164.705,0.245
164.716,0.192
164.727,0.059
164.738,0.012
164.781,0.142
164.792,0.441
164.803,0.294
164.814,0.312
164.858,0.372
164.869,0.559
164.88,0.529
164.891,0.318
164.902,0.008
164.989,0.248
165.0,1.042
165.011,1.584
165.022,2.024
165.033,2.009
165.044,2.407
165.055,2.5
165.066,2.774
165.077,2.704
165.088,2.955
165.099,2.843
165.11,2.746
165.121,1.781
165.131,1.571
165.142,0.741
165.241,0.181
165.252,0.333
165.263,0.306
165.274,0.244
165.285,0.224
165.296,0.383
165.307,0.106
165.317,0.377
165.328,0.327
165.339,0.665
165.35,1.022
165.361,1.588
165.372,2.049
165.383,2.054
165.394,1.851
165.405,1.89
165.416,1.962
165.427,2.159
165.438,1.943
165.449,1.775
165.46,1.832
165.471,1.596
165.482,1.052
165.493,0.949
165.503,0.831
165.514,0.57
165.558,0.472
165.569,0.467
165.58,0.532
165.591,0.739
165.602,0.836
165.613,0.843
165.624,0.821
165.635,0.436
165.646,0.264
165.657,0.562
165.668,0.581
165.679,0.415
165.689,0.903
165.7,0.406
165.919,0.409
165.93,1.128
165.941,0.947
165.952,0.97
165.963,0.647
165.974,0.663
165.985,0.822
165.996,0.875
166.007,0.591
166.018,0.208
166.029,0.095
166.04,0.103
166.051,0.264
166.061,0.225
166.072,0.18
166.083,0.082
166.094,0.219
166.105,0.448
166.116,0.556
166.127,0.553
166.138,0.421
166.149,0.389
166.16,0.211
166.171,0.034
166.609,0.452
166.619,0.576
166.63,0.506
166.641,0.729
166.652,0.521
166.663,1.301
166.674,1.729
166.685,1.998
166.696,2.477
166.707,2.835
166.718,2.927
166.729,3.127
166.74,2.851
166.751,2.588
166.762,1.863
166.773,1.209
166.784,1.244
166.794,0.798
166.805,0.619
166.816,0.191
166.904,0.12
166.915,0.206
166.926,0.334
166.937,0.448
166.948,0.567
166.959,1.188
166.97,1.876
166.98,2.004
166.991,1.799
167.002,1.608
167.013,1.919
167.024,1.561
167.035,1.127
167.046,0.503
167.582,0.017
167.626,0.015
167.637,0.244
167.648,0.265
167.659,0.476
167.67,0.514
167.681,0.371
167.692,0.205
167.703,0.005
167.735,0.009
167.867,0.372
167.878,0.647
167.889,0.73
167.9,0.748
167.91,0.702
167.921,0.931
167.932,1.073
167.943,0.967
167.954,1.065
167.965,1.13
167.976,0.862
167.987,0.202
168.118,0.263
168.129,0.661
168.14,1.189
168.151,1.241
168.162,1.255
168.173,1.153
168.184,0.922
168.195,0.672
168.206,0.315
168.228,0.246
168.392,0.604
168.403,0.733
168.414,0.686
168.425,0.75
168.436,0.994
168.447,0.864
168.457,1.037
168.468,1.044
168.479,1.019
168.49,0.804
168.501,0.625
168.512,0.017
168.633,0.022
168.643,0.614
168.654,0.833
168.665,0.588
168.676,0.528
168.687,0.445
168.698,0.397
168.709,0.122
168.775,0.176
168.786,0.253
168.797,0.121
168.808,0.078
168.819,0.053
168.84,0.501
168.851,1.504
168.862,1.671
168.873,2.027
168.884,1.88
168.895,0.694
168.917,0.264
169.037,0.165
169.048,0.151
169.158,0.555
169.169,1.039
169.18,1.121
169.191,0.969
169.202,1.612
169.212,1.47
169.223,1.438
169.234,1.474
169.245,1.591
169.256,1.712
169.267,1.534
169.278,1.151
169.289,0.912
169.3,0.543
169.475,0.032
169.486,0.239
169.497,0.324
169.508,0.566
169.519,0.665
169.53,0.858
169.541,0.679
169.552,0.777
169.562,1.498
169.573,0.805
169.584,0.386
169.748,0.274
169.759,0.302
169.77,0.195
169.814,0.135
169.847,0.272
169.858,0.567
169.869,0.772
169.88,1.074
169.891,1.015
169.902,1.1
169.913,1.005
169.924,0.91
169.934,0.896
169.945,0.815
169.956,0.954
169.967,0.743
169.978,0.837
170.0,0.947
170.011,0.464
170.12,0.22
170.131,0.2
170.186,0.024
170.197,0.036
170.208,0.196
170.219,0.364
170.23,0.376
170.241,0.52
170.252,0.489
170.372,0.013
170.383,0.104
170.394,0.685
170.405,1.152
170.416,1.33
170.427,2.048
170.438,2.055
170.449,2.2
170.46,1.596
170.471,0.242
170.482,0.344
170.514,0.046
170.525,0.69
170.536,0.556
170.547,0.571
170.558,0.604
170.569,0.499
170.58,0.687
170.591,0.572
170.602,0.756
170.613,1.029
170.624,1.342
170.635,2.167
170.646,2.251
170.657,2.925
170.668,3.698
170.679,2.79
170.689,3.421
170.7,2.426
170.711,0.599
170.722,0.175
170.755,0.157
170.766,0.071
170.777,0.335
170.788,0.457
170.799,0.449
170.81,0.181
170.821,0.053
170.832,0.3
170.843,0.647
170.854,1.166
170.864,2.122
170.875,2.504
170.886,2.526
170.897,2.09
170.908,2.403
170.919,1.545
170.93,1.343
170.941,0.273
170.963,0.021
170.974,0.671
170.985,1.057
170.996,1.097
171.007,0.66
171.018,0.905
171.029,0.878
171.039,1.929
171.05,2.731
171.061,2.749
171.072,2.046
171.083,1.992
171.094,1.596
171.105,1.351
171.116,0.93
171.127,0.309
171.204,0.597
171.215,1.467
171.225,1.498
171.236,1.645
171.247,1.427
171.258,1.32
171.269,1.487
171.28,1.395
171.291,1.606
171.302,1.561
171.313,1.273
171.324,0.363
171.674,0.347
171.685,0.779
171.696,1.289
171.718,1.099
171.729,0.786
171.74,0.05
171.773,0.312
171.783,0.51
171.794,0.497
171.805,0.491
171.816,0.676
171.827,0.095
171.959,0.412
171.97,0.866
171.98,0.743
171.991,0.539
172.134,0.263
172.145,0.474
172.155,0.913
172.166,1.622
172.177,1.806
172.188,1.97
172.199,1.117
172.21,0.548
172.331,0.929
172.342,1.324
172.352,1.76
172.363,1.598
172.374,1.731
172.385,1.494
172.396,1.408
172.407,1.708
172.418,1.884
172.429,1.968
172.44,1.594
172.451,1.135
172.462,1.172
172.473,0.446
172.484,0.075
172.604,0.143
172.615,0.993
172.626,1.729
172.637,2.282
172.648,2.247
172.659,2.059
172.67,1.397
172.681,1.648
172.692,1.268
172.703,1.38
172.714,0.563
172.823,0.184
172.834,0.573
172.845,0.627
172.856,0.43
172.867,0.059
173.009,0.785
173.02,0.982
173.031,1.219
173.042,1.484
173.053,1.806
173.064,1.315
173.075,0.432
173.282,0.033
173.446,0.623
173.457,1.423
173.468,1.841
173.479,1.604
173.49,1.415
173.501,1.377
173.512,1.602
173.523,1.616
173.534,1.457
173.545,1.555
173.556,1.431
173.567,1.468
173.578,1.588
173.589,0.904
173.6,0.166
173.611,0.048
173.622,0.135
173.687,0.039
173.698,0.796
173.709,1.614
173.72,1.001
173.731,0.099
173.742,0.312
173.753,0.831
173.764,1.353
173.775,1.476
173.786,0.529
173.862,0.314
173.873,0.93
173.884,1.938
173.895,3.487
173.906,3.453
173.917,2.936
173.928,2.154
173.939,1.97
173.95,1.745
173.961,2.146
173.972,1.601
173.983,1.028
173.994,0.677
174.005,0.497
174.015,0.264
174.289,0.802
174.3,0.458
174.311,0.588
174.322,2.035
174.333,2.116
174.344,2.466
174.355,2.001
174.366,2.157
174.377,1.475
174.409,0.49
174.475,0.13
174.497,0.335
174.541,0.106
174.552,0.143
174.562,0.186
174.77,0.179
174.781,0.614
174.792,1.139
174.803,2.374
174.814,3.05
174.825,2.592
174.836,2.902
174.847,2.113
174.858,1.95
174.869,1.086
174.88,1.603
174.891,1.577
174.902,1.628
174.913,1.509
174.924,1.827
174.934,1.392
174.945,0.167
175.022,0.767
175.033,0.506
175.044,0.168
175.055,0.637
175.066,0.94
175.077,0.68
175.088,0.823
175.099,0.868
175.11,0.813
175.12,1.034
175.131,1.33
175.142,0.995
175.23,0.174
175.241,0.624
175.252,0.504
175.263,0.483
175.274,0.39
175.285,0.329
175.296,0.163
175.361,0.065
175.416,0.22
175.427,0.604
175.438,1.215
175.449,1.519
175.46,1.951
175.471,1.98
175.482,1.96
175.492,2.103
175.503,1.813
175.514,2.327
175.525,3.065
175.536,3.115
175.547,2.887
175.558,1.509
175.569,1.619
175.58,0.145
175.711,0.217
175.722,0.848
175.733,1.304
175.744,1.006
175.766,0.913
175.777,1.202
175.788,1.269
175.799,1.791
175.821,1.55
175.832,1.305
175.843,0.676
176.083,0.218
176.094,0.276
176.105,0.391
176.116,0.255
176.215,0.127
176.226,0.53
176.236,0.611
176.247,1.464
176.258,1.705
176.269,2.686
176.28,3.142
176.291,2.712
176.302,2.293
176.313,2.33
176.324,2.389
176.335,1.681
176.346,0.356
176.576,0.267
176.587,0.748
176.597,0.914
176.608,0.936
176.619,2.095
176.63,1.639
176.641,1.757
176.652,1.68
176.663,1.664
176.674,1.658
176.685,1.587
176.696,1.608
176.707,1.274
176.718,0.444
176.849,0.326
176.86,0.834
176.871,0.947
176.882,0.591
176.893,0.22
176.904,0.13
176.915,0.448
176.926,0.616
177.145,0.111
177.155,0.35
177.166,0.783
177.177,1.01
177.188,1.004
177.199,0.913
177.21,0.83
177.221,0.362
177.232,0.148
177.287,0.109
177.309,0.094
177.331,0.223
177.407,0.099
177.418,0.261
177.429,0.275
177.44,0.663
177.451,1.232
177.462,1.182
177.473,0.263
177.659,0.113
177.67,0.199
177.812,0.087
177.899,0.163
177.91,0.839
177.921,0.852
177.932,1.32
177.943,1.486
177.954,1.375
177.965,0.647
177.976,0.435
178.118,0.271
178.129,0.766
178.14,0.824
178.151,1.154
178.162,1.166
178.173,0.995
178.184,0.424
178.195,0.067
178.206,0.34
178.217,0.204
178.228,0.139
178.293,0.037
178.304,0.102
178.315,0.247
178.326,0.099
178.381,0.311
178.403,0.051
178.414,0.532
178.425,0.717
178.436,0.66
178.447,0.546
178.457,0.478
178.468,0.368
178.479,0.242
178.523,0.012
178.534,0.407
178.545,0.579
178.556,0.533
178.567,0.501
178.578,0.987
178.589,1.37
178.6,1.551
178.611,1.523
178.622,1.88
178.633,1.611
178.643,1.53
178.654,0.818
178.665,0.716
178.676,0.069
178.698,0.028
178.742,0.049
178.753,0.46
178.764,0.997
178.775,1.277
178.786,1.317
178.797,1.528
178.808,2.191
178.819,2.233
178.829,1.836
178.84,1.871
178.851,2.405
178.862,1.588
178.994,0.207
179.005,0.664
179.015,0.863
179.026,0.865
179.037,0.942
179.048,0.691
179.059,0.66
179.07,0.662
179.081,0.867
179.092,0.993
179.103,1.09
179.114,0.94
179.125,0.883
179.136,0.594
179.147,0.77
179.158,1.306
179.169,1.366
179.18,0.786
179.212,0.188
179.223,0.071
179.344,0.017
179.377,0.323
179.387,0.705
179.398,0.433
179.409,0.806
179.42,0.482
179.442,0.082
179.453,0.137
179.464,0.143
179.475,0.055
179.486,0.174
179.595,0.147
179.606,0.435
179.617,0.434
179.628,0.251
179.77,0.03
179.781,0.078
179.792,0.011
179.803,0.091
180.044,0.499
180.055,0.859
180.066,0.821
180.077,1.056
180.088,1.101
180.099,1.378
180.11,0.699
180.121,0.204
180.241,0.56
180.252,1.199
180.263,1.515
180.274,1.722
180.285,1.852
180.296,1.67
180.306,1.094
180.317,0.675
180.449,0.228
180.46,0.33
180.471,0.641
180.482,0.476
180.492,0.728
180.503,0.54
180.514,0.746
180.525,0.752
180.536,0.814
180.547,0.767
180.558,0.672
180.569,0.4
180.58,0.467
180.591,0.311
180.602,0.222
180.613,0.175
180.668,0.11
180.678,0.221
180.689,0.34
180.7,0.269
180.711,0.248
180.886,0.342
180.897,0.566
180.908,0.464
180.919,0.014
181.226,0.151
181.236,0.709
181.247,1.044
181.258,0.981
181.269,1.487
181.28,1.714
181.291,1.865
181.313,1.689
181.324,1.772
181.335,1.329
181.346,1.841
181.357,2.747
181.368,2.923
181.379,3.011
181.39,2.734
181.401,2.321
181.412,2.114
181.423,1.572
181.433,1.259
181.444,0.647
181.455,0.285
181.51,0.163
181.521,0.808
181.532,0.567
181.543,0.197
181.565,0.022
181.587,0.242
181.598,0.434
181.609,0.382
181.619,0.457
181.63,0.021
181.784,0.274
181.794,0.329
181.805,0.779
181.816,0.951
181.827,0.949
181.838,0.507
181.849,0.278
182.046,0.545
182.057,0.476
182.068,1.026
182.079,0.396
182.09,0.36
182.101,0.646
182.112,1.121
182.123,1.682
182.134,2.438
182.145,2.024
182.156,0.776
182.166,0.22
182.177,0.485
182.188,0.514
182.199,0.547
182.21,0.514
182.221,0.287
182.232,0.164
182.243,0.164
182.265,0.086
182.473,0.019
182.648,0.035
182.703,0.38
182.713,1.201
182.724,0.922
182.735,0.672
182.812,0.123
182.823,0.401
182.834,0.187
182.845,0.109
182.856,0.018
182.867,0.246
182.878,0.601
182.889,1.198
182.899,1.221
182.91,0.909
182.921,0.828
182.932,0.588
183.053,0.727
183.064,1.086
183.075,1.319
183.085,1.07
183.096,0.785
183.107,2.156
183.118,2.153
183.129,2.606
183.14,2.4
183.151,2.095
183.162,1.808
183.173,1.161
183.184,0.151
183.304,0.734
183.315,2.343
183.326,3.468
183.337,3.0
183.348,2.655
183.359,2.52
183.37,2.745
183.381,3.559
183.392,3.813
183.403,3.613
183.414,2.687
183.425,1.685
183.436,2.078
183.447,1.711
183.457,0.98
183.468,0.48
183.479,0.249
183.589,0.013
183.6,0.292
183.611,0.907
183.622,1.146
183.633,1.549
183.643,1.358
183.654,1.304
183.665,1.143
183.676,0.889
183.687,0.554
183.698,0.172
183.862,0.304
183.873,1.031
183.884,1.043
183.895,0.983
183.906,1.109
183.917,1.413
183.928,1.618
183.939,1.596
183.95,1.373
183.961,1.39
183.972,1.412
183.983,1.434
183.994,1.405
184.005,1.206
184.016,1.378
184.026,0.957
184.037,0.882
184.048,0.919
184.059,1.048
184.07,0.714
184.081,0.324
184.092,0.413
184.103,0.488
184.114,0.539
184.125,0.884
184.136,1.493
184.147,1.927
184.158,2.485
184.169,3.493
184.18,3.663
184.191,2.927
184.201,2.206
184.212,2.074
184.223,1.378
184.234,1.444
184.508,0.393
184.519,0.483
184.53,0.468
184.541,0.122
184.563,0.09
184.573,0.149
184.825,0.098
184.836,0.546
184.847,1.095
184.858,1.228
184.869,1.072
184.88,0.806
184.891,0.546
184.902,0.603
184.913,0.642
184.924,0.399
184.934,0.353
184.945,0.282
184.956,0.151
184.967,0.063
185.022,0.131
185.033,0.519
185.044,0.447
185.055,0.577
185.066,0.115
185.077,0.208
185.088,0.078
185.099,0.093
185.11,0.275
185.12,0.131
185.131,0.265
185.142,0.357
185.153,0.135
185.46,0.389
185.471,1.346
185.482,1.505
185.493,1.084
185.503,1.149
185.514,0.78
185.525,1.244
185.536,1.323
185.547,1.036
185.558,0.825
185.744,0.449
185.755,0.726
185.766,0.723
185.777,0.55
185.788,0.607
185.799,0.804
185.81,0.47
185.821,0.431
185.832,0.362
185.843,0.254
185.854,0.182
185.864,0.148
186.007,0.205
186.04,0.172
186.39,0.997
186.401,1.798
186.412,1.609
186.422,1.41
186.433,0.513
186.444,1.181
186.455,1.533
186.466,1.913
186.477,1.244
186.488,0.938
186.499,0.66
186.51,0.742
186.521,0.889
186.532,0.615
186.707,0.428
186.718,0.852
186.729,1.262
186.74,1.535
186.751,1.31
186.762,1.076
186.773,1.18
186.784,1.403
186.794,1.829
186.805,1.012
186.816,0.309
186.893,0.189
186.904,0.331
186.915,0.687
186.926,1.091
186.937,1.084
186.948,0.916
186.959,0.163
187.09,0.172
187.101,0.658
187.112,0.997
187.123,1.606
187.134,1.542
187.145,1.825
187.155,2.317
187.166,2.257
187.177,1.262
187.188,0.196
187.506,0.604
187.517,0.669
187.527,0.743
187.538,0.103
187.549,0.444
187.56,0.111
187.571,0.311
187.582,0.401
187.593,0.628
187.604,0.572
187.615,0.484
187.626,0.547
187.637,0.136
187.659,0.113
187.67,0.193
187.768,0.137
187.779,0.318
187.79,0.386
187.801,0.62
187.812,0.882
187.823,0.817
187.834,0.779
187.845,0.645
187.856,0.521
187.867,0.207
187.932,0.273
187.943,1.117
187.998,0.653
188.009,0.738
188.02,0.742
188.031,0.728
188.042,1.933
188.053,2.076
188.064,2.076
188.075,1.821
188.085,1.484
188.096,1.282
188.107,1.085
188.118,0.732
188.129,0.697
188.14,0.299
188.151,0.252
188.184,0.063
188.195,0.593
188.206,0.494
188.217,0.586
188.228,0.767
188.239,0.768
188.25,0.291
188.261,0.253
188.272,0.073
188.282,0.063
188.337,0.294
188.348,0.484
188.359,0.663
188.37,1.017
188.381,1.053
188.392,0.999
188.403,1.346
188.414,1.465
188.425,1.948
188.436,2.405
188.447,2.793
188.457,2.84
188.468,2.962
188.479,3.179
188.49,3.591
188.501,3.793
188.512,4.417
188.523,4.191
188.534,2.733
188.545,0.901
188.556,0.421
188.665,0.0
188.676,0.004
188.687,0.367
188.698,1.54
188.709,2.168
188.72,2.354
188.731,2.834
188.742,2.706
188.753,1.269
188.764,0.476
188.884,0.317
188.895,0.486
188.906,0.829
188.917,0.775
188.928,0.814
188.939,0.56
188.95,0.31
189.114,0.268
189.125,0.493
189.136,0.652
189.147,0.82
189.158,0.693
189.169,0.515
189.311,0.11
189.322,0.252
189.333,0.437
189.344,0.71
189.355,0.879
189.366,0.797
189.377,0.429
189.387,0.101
189.431,0.161
189.442,0.41
189.453,0.723
189.464,1.023
189.475,0.865
189.486,0.81
189.497,1.421
189.508,0.989
189.519,1.359
189.541,1.232
189.563,0.892
189.584,0.316
189.617,0.045
189.628,0.403
189.639,0.166
189.858,0.019
189.869,0.096
189.891,0.164
189.902,0.776
189.913,0.981
189.924,1.266
189.934,1.12
189.945,1.661
189.956,1.838
189.967,1.887
189.978,1.936
189.989,1.479
190.0,1.244
190.033,0.646
190.044,0.352
190.055,0.264
190.066,0.338
190.077,0.325
190.088,0.233
190.099,0.297
190.11,0.824
190.12,1.076
190.131,1.031
190.142,0.995
190.153,1.11
190.164,1.139
190.175,0.796
190.186,1.041
190.197,0.809
190.536,0.033
190.547,0.101
190.558,0.235
190.569,0.238
190.58,0.325
190.591,0.387
190.602,0.772
190.613,0.582
190.624,0.178
190.777,0.225
190.788,0.483
190.799,0.404
190.81,0.486
190.821,0.207
191.204,0.115
191.215,0.125
191.444,0.024
191.641,0.029
191.652,1.01
191.663,0.96
191.674,1.104
191.685,1.485
191.696,1.824
191.707,2.073
191.718,2.131
191.729,2.629
191.74,2.513
191.751,2.468
191.762,2.684
191.773,2.868
191.784,3.256
191.794,3.212
191.805,3.235
191.816,3.389
191.827,3.163
191.838,2.224
191.849,1.707
191.86,0.285
191.871,0.281
192.002,0.21
192.013,0.036
192.276,0.096
192.287,1.896
192.298,3.013
192.309,2.95
192.32,2.99
192.331,2.445
192.342,2.508
192.352,2.008
192.363,1.841
192.374,1.556
192.385,1.299
192.396,0.578
192.462,0.239
192.473,0.706
192.484,1.186
192.495,1.258
192.506,0.983
192.517,1.675
192.527,2.69
192.538,1.95
192.549,1.357
192.56,0.886
192.571,1.478
192.582,1.871
192.593,2.058
192.604,2.078
192.615,2.071
192.626,1.613
192.637,1.491
192.648,1.005
192.659,0.614
192.998,0.28
193.009,0.71
193.02,1.273
193.031,1.735
193.042,1.959
193.053,1.411
193.064,0.618
193.075,0.985
193.085,0.727
193.096,0.469
193.107,0.42
193.118,0.712
193.129,0.344
193.14,0.142
193.151,0.086
193.184,0.13
193.195,0.377
193.217,0.67
193.228,1.348
193.239,1.495
193.25,0.901
193.271,0.222
193.282,0.353
193.293,0.086
193.315,0.041
193.326,0.119
193.392,0.36
193.403,0.808
193.414,1.692
193.425,1.341
193.436,1.256
193.446,0.792
193.457,2.134
193.468,1.894
193.479,2.669
193.49,2.272
193.501,1.637
193.512,1.599
193.523,2.623
193.534,1.808
193.545,0.503
193.556,0.008
193.567,0.078
193.654,0.113
193.665,0.49
193.676,0.639
193.687,0.85
193.698,1.402
193.709,1.813
193.72,2.004
193.731,1.802
193.742,1.667
193.753,1.17
193.764,0.321
193.884,0.049
193.895,0.156
193.928,0.208
193.939,0.566
193.95,0.698
193.961,0.752
193.972,0.793
193.983,0.739
193.994,0.197
194.136,0.598
194.147,1.188
194.158,1.978
194.169,2.428
194.18,2.181
194.19,2.389
194.201,2.891
194.212,2.7
194.223,1.148
194.376,0.098
194.387,0.059
194.398,0.177
194.409,0.172
194.42,0.325
194.431,0.574
194.442,0.487
194.453,0.395
194.464,0.209
194.595,0.063
194.606,0.381
194.617,0.189
194.628,0.119
194.639,0.009
194.65,0.562
194.661,0.487
194.672,0.324
194.683,0.221
194.694,0.367
194.705,0.481
194.716,0.97
194.727,1.26
194.738,0.14
194.77,0.253
194.781,0.332
194.792,0.724
194.803,0.75
194.814,0.945
194.825,0.589
194.836,0.1
194.847,0.214
194.869,0.024
194.88,0.449
194.891,0.267
194.902,0.4
194.913,0.655
194.924,0.531
194.935,0.903
194.945,1.015
194.956,0.966
195.011,0.291
195.022,0.457
195.033,0.736
195.044,1.059
195.055,1.092
195.066,1.191
195.077,1.211
195.088,1.637
195.099,2.097
195.11,1.999
195.12,1.304
195.131,0.622
195.482,0.046
195.492,0.528
195.503,0.568
195.514,0.597
195.525,0.769
195.536,1.155
195.547,1.129
195.558,1.108
195.569,0.861
195.58,0.518
195.591,0.793
195.602,0.565
195.613,0.081
195.788,0.06
195.799,0.107
195.81,0.231
195.821,0.238
195.832,0.469
195.843,0.821
195.854,1.661
195.864,1.374
196.04,0.012
196.05,0.105
196.061,0.358
196.072,0.675
